real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,14.1968,22.697,43.29,51.1385,53.781,48.2153,25.9986,22.0677,78.8444,48.6081,89.8037,146.639,151.804,168.024,169.034,110.666,170.445,111.476,103.444,102.626,166.01,179.947,162.082,195.616,197.039,209.895,40.7913,227.906,226.384,131.237,131.413,128.079,123.22,120.823,124.939,7.74671,7.69379,115.325,115.231,5.04075,87.7781,5.67407,4.16697,46.0671,15.5488,4.14193,3.25647,24.635,11.9757,19.7216,3.55797,14.1804,3.28922,4.27128,4.91477,18.0899,9.77937,18.4574,18.1876,10.1364,6.5999,13.5388,10.0674,13.3958,8.90583,9.86981,6.4863,10.2402,11.8651,11.8287,11.4781,11.1557,8.56247,9.91118,9.39316,9.65038,0.00287212,0.00315412
1,6.80555,10.7102,18.8279,21.9863,23.1501,22.141,13.5011,11.7068,35.3852,24.307,42.2947,73.7216,78.8734,94.5656,95.2986,58.9401,99.7925,59.5975,55.8475,55.4825,102.68,109.618,93.4937,131.939,133.052,157.212,24.584,207.951,213.943,184.094,183.047,181.159,177.443,175.816,174.385,30.4187,30.3171,167.753,167.439,21.283,150.437,26.6422,20.4238,115.701,10.3659,21.169,16.961,106.141,70.2342,100.148,19.4791,84.5047,18.9943,27.0142,32.1247,65.323,67.3452,39.4129,39.1898,7.94493,47.2627,69.8426,8.14692,15.0111,62.8606,62.6056,50.0993,52.8327,31.8108,31.7783,24.3478,18.4663,8.76515,38.8065,11.746,12.9154,0.0118012,0.0117285
3,11.6316,18.2951,31.4943,36.5885,38.4683,37.1058,23.4594,20.4258,57.9683,41.4575,68.7939,115.494,121.971,146.219,145.755,95.4725,154.524,96.5338,92.2304,91.8256,160.833,163.783,139.947,189.593,190.431,220.445,42.6309,309.067,325.452,202.909,200.601,196.116,187.379,183.494,181.652,43.2879,43.1868,166.384,165.825,31.9851,128.841,39.3742,31.9021,79.432,15.1332,32.5809,27.3516,63.827,56.641,60.6877,29.6212,50.8894,27.8685,32.4618,34.9594,41.6092,44.187,32.4642,32.1884,10.9772,38.5885,40.5579,11.1227,17.6975,38.5072,36.1623,32.5151,31.2702,24.5355,24.493,21.1816,18.2292,10.9084,25.5092,13.3666,14.2312,0.0084312,0.00775692
4,10.4401,16.9193,32.3937,38.337,40.3497,36.157,18.7244,15.4831,59.5716,36.3038,67.8333,120.915,124.125,149.896,146.484,83.9462,157.74,84.5788,78.2026,77.5115,165.508,156.183,124.841,163.011,160.684,171.315,19.6066,197.085,193.62,204.522,207.126,205.943,205.166,204.076,207.84,12.5732,12.4882,198.732,198.385,8.24567,159.923,9.52101,7.02321,89.5904,6.1667,7.24254,5.69376,62.8763,30.9958,53.878,6.67589,40.6486,6.59971,9.82598,11.9221,38.3533,28.8782,26.3658,26.1459,5.1667,18.4874,35.4799,5.36449,10.5768,26.8449,28.4812,19.9392,26.1678,19.6748,19.6406,15.9474,12.6697,6.075,21.137,8.23461,9.03549,0.00470445,0.0048411
5,7.96629,12.2061,20.0383,23.1289,24.316,24.0731,16.2467,14.3779,37.1664,27.8642,44.9121,78.5451,83.8099,107.264,105.724,65.2236,117.327,66.0368,63.4052,63.1712,130.295,123.251,98.8849,148.491,148.109,182.353,34.124,276.473,293.821,251.972,246.765,241.762,229.55,224.314,216.596,68.027,67.8761,196.462,195.518,47.8973,146.9,62.2935,48.1992,83.2255,14.9226,48.8106,39.5785,65.4467,67.748,62.7961,41.6051,50.5146,36.6408,38.987,40.6189,38.1967,43.7218,29.3889,29.0917,10.5069,39.9875,36.9543,10.5858,16.2031,35.7342,32.3168,29.4066,27.0039,21.1601,21.1162,18.3473,15.9891,9.98588,21.5714,11.9447,12.6339,0.00777049,0.00733368
6,6.04145,9.15948,14.7172,16.8643,17.6979,17.7268,12.2218,10.8717,26.7489,20.6373,32.3907,52.8752,57.0243,68.6866,69.4932,47.5502,73.038,48.1586,46.3876,46.2316,75.6662,81.9376,71.3391,103.445,104.984,129.994,26.636,192.129,201.471,200.695,200.076,198.584,195.712,194.385,193.598,33.3147,33.2538,187.762,187.492,23.6993,168.585,31.6119,24.6728,120.897,15.509,25.9264,21.0648,99.1774,70.2092,91.7293,24.088,74.7351,23.2577,30.6282,34.9728,62.6538,59.8786,44.6681,44.3172,12.0664,45.3749,61.3366,12.3268,21.0048,53.69,52.8884,42.7933,46.2667,34.0436,33.9887,28.2274,23.2463,12.7594,36.8065,16.1899,17.4439,0.0112882,0.0112175
7,3.50201,5.38792,8.73964,10.0911,10.6243,10.7241,7.52204,6.70353,16.5451,12.9055,20.3346,35.4873,38.0893,49.0894,48.4221,31.198,53.992,31.6498,30.8328,30.7745,60.6804,57.0718,46.6166,70.3447,70.5411,89.2714,19.5075,160.226,181.211,295.831,289.926,287.348,278.949,275.748,265.592,71.1156,71.0273,254.116,253.289,51.4409,222.233,68.227,53.828,153.965,13.9545,55.8014,45.5771,135.338,118.129,130.59,50.5473,107.26,47.4039,58.1136,64.2599,76.9765,90.5535,50.759,50.3671,11.2321,75.0585,79.5823,11.5691,21.4381,77.0336,70.9049,62.565,57.7872,38.5336,38.4722,30.9778,24.7234,12.4535,43.2916,16.409,17.8798,0.00898503,0.00851553
8,6.51247,10.7099,22.2655,26.844,28.3268,24.0223,11.4715,9.49055,42.0655,22.6712,47.1315,91.857,93.789,116.492,112.767,54.5713,123.599,54.8708,49.2847,48.7149,132.039,119.729,89.5741,122.702,119.843,126.964,13.1309,140.422,145.137,134.381,131.968,130.688,126.157,124.21,117.304,25.1618,25.0795,108.118,107.437,17.4569,83.9999,23.9053,18.3719,51.0499,2.80989,20.5075,16.4698,60.9379,72.8234,67.5647,21.0991,59.6079,22.3097,33.5849,39.3975,24.8611,57.3595,11.4138,11.3648,2.03601,50.8835,34.4,2.07846,3.80968,46.8935,36.7958,41.7248,23.6532,9.5454,9.54043,6.74472,4.84501,2.20201,13.7937,2.97469,3.28905,0.00942714,0.00760971
10,10.0718,16.1455,30.0311,35.4606,37.376,34.4116,19.3152,16.4507,56.6366,36.0247,66.1314,118.276,123.925,151.001,149.384,85.873,160.083,86.6309,80.3108,79.6748,167.917,166.436,134.61,188.524,187.639,214.624,29.1849,264.799,269.916,177.695,174.985,170.375,161.057,156.92,154.616,25.8111,25.6714,138.503,137.907,18.0047,98.6463,19.4967,14.8863,49.1269,8.04379,14.3902,11.5571,33.7944,26.6381,30.6307,11.9122,23.2983,10.5556,12.2144,13.3318,19.3146,18.5324,15.098,14.92,5.3716,15.0484,17.678,5.39257,8.23197,15.4388,14.6262,12.072,12.6302,10.3834,10.3587,9.04873,7.92859,4.96553,10.2701,5.91744,6.25297,0.00321135,0.00310779
11,3.10297,5.05978,10.413,12.7537,13.5444,11.5635,6.02249,5.13693,21.339,11.655,24.54,54.0564,55.3228,73.5047,70.1941,30.9739,79.8953,31.2658,28.5446,28.2859,88.6905,76.4185,53.8759,82.2844,80.6489,94.3555,11.7531,151.277,168.349,224.004,224,221.92,218.132,216.164,215.694,15.8275,15.7753,205.925,205.485,10.6804,177.211,14.9912,11.3001,130.893,8.46952,12.5395,9.94978,112.181,62.0496,101.552,12.6428,84.185,13.2444,21.1421,26.0744,76.5459,63.9429,49.6018,49.3628,7.84558,41.9675,76.4111,8.2513,17.8094,61.9229,65.5721,48.3208,59.8652,40.7532,40.7117,31.7409,23.9268,10.2249,47.4187,14.623,16.322,0.0124164,0.0130532
