real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,4.63355,7.46839,14.4904,17.2827,18.2261,16.1233,8.6114,7.30836,27.373,16.1983,31.384,60.3212,62.6651,79.208,77.3602,39.3487,85.0073,39.6792,36.3119,35.9768,91.4337,86.163,65.3448,97.467,96.4251,114.148,13.2655,168.706,184.049,199.725,195.227,191.144,181.278,177.229,170.073,27.0701,27.0055,155.902,155.181,19.2442,127.932,25.9143,20.2852,94.4314,7.94948,21.939,17.9004,86.8582,66.0732,83.3235,21.5267,71.8796,21.8218,30.5423,35.3406,56.5484,60.7082,37.0366,36.8611,7.09638,47.2583,59.5267,7.40234,14.7305,55.9848,54.4606,46.8007,46.693,30.6962,30.6669,24.2828,18.7851,8.73456,36.0027,12.0192,13.2618,0.01275,0.0122861
1,4.63773,7.43759,14.2691,16.965,17.8768,15.9007,8.6086,7.32206,26.7021,16.0717,30.6147,57.4907,59.7138,74.6039,73.0286,38.5842,79.763,38.9148,35.7869,35.4754,85.3565,81.1041,62.779,91.873,91.1595,107.983,13.307,164.623,180.717,198.031,194.187,190.462,181.473,177.707,171.035,25.1885,25.1401,157.142,156.42,17.8654,128.342,24.9629,19.5608,93.5404,7.61896,21.4536,17.5114,86.824,67.0266,83.7166,21.3911,72.264,21.8947,30.9503,35.8779,55.4945,61.3337,35.7821,35.6141,6.76608,47.9944,59.013,7.055,14.0477,56.2832,54.287,47.1591,46.0288,29.682,29.6544,23.3551,17.9862,8.31868,35.1122,11.4623,12.6564,0.013348,0.0127556
3,4.8999,7.80628,14.7806,17.4945,18.406,16.4112,9.04321,7.72021,27.0898,16.6101,30.851,56.6679,58.6561,73.2068,71.4553,38.506,78.4175,38.8262,35.9323,35.6456,84.6256,78.9515,61.0426,88.5635,87.6752,103.928,14.2304,168.188,187.684,217.792,209.632,203.69,189.828,184.699,175.366,26.7112,26.6599,160.453,159.708,18.5099,133.156,26.2505,20.2818,97.6235,7.91395,22.1632,17.9299,90.845,69.9248,87.6012,21.8576,75.468,22.2533,31.6116,36.7665,57.7779,63.8323,37.0531,36.8841,6.99344,49.5824,61.6051,7.28991,14.5017,58.6356,56.6673,48.9983,48.0523,30.8425,30.8145,24.2251,18.6229,8.59523,36.6047,11.8529,13.0923,0.0134893,0.0130229
5,5.04262,8.01933,15.0741,17.7958,18.7123,16.7733,9.31243,7.95574,27.4441,17.0487,31.27,56.0948,58.0639,71.3921,69.9048,39.105,76.0369,39.4294,36.6285,36.3509,81.2975,76.8386,60.7061,85.7245,85.0365,99.6873,14.8566,165.39,188.044,223.024,217.459,212.928,201.321,196.557,187.294,23.8704,23.8419,170.55,169.681,16.3567,137.305,24.6332,18.8468,99.0251,8.277,20.853,16.7202,89.9242,67.5244,85.7433,20.537,73.1452,20.7556,29.4409,34.2942,58.3309,60.7999,38.1903,38.0029,7.26311,46.4028,60.8442,7.56771,15.0668,55.9998,55.0061,46.1287,47.5368,31.4891,31.4579,24.8819,19.2122,8.88558,36.802,12.2442,13.5196,0.01209,0.0119885
6,4.77351,7.64163,14.7778,17.5856,18.525,16.3217,8.68483,7.3693,27.5192,16.2349,31.3417,59.6507,61.8163,77.9696,76.0708,38.6191,83.6631,38.9199,35.5824,35.2489,90.0585,84.4306,63.6514,94.7442,93.4739,110.309,12.8627,161.272,173.444,201.444,194.118,189.392,177.789,173.56,164.708,27.2253,27.1753,152.71,152.058,18.9584,130.453,26.8359,20.7968,96.5658,7.6335,22.6798,18.3827,89.0437,69.3166,85.7438,22.2662,73.1995,22.5226,31.5088,36.4416,55.6704,61.7467,35.8802,35.7032,6.85096,48.3023,58.9521,7.1456,14.1672,56.0714,53.8622,46.6057,45.5005,29.5306,29.5011,23.3114,18.0327,8.4259,34.6844,11.5613,12.7467,0.0137408,0.013249
7,4.73258,7.60829,14.5701,17.3009,18.2207,16.2268,8.8714,7.55807,27.0402,16.4771,30.9071,57.2483,59.328,74.1194,72.4053,38.9289,79.384,39.2663,36.3345,36.0449,85.5132,80.2051,62.1263,90.5232,89.7424,106.891,14.3847,171.338,189.222,218.277,210.4,204.525,190.832,185.703,176.524,27.0256,26.9777,161.272,160.52,18.7983,132.883,26.8165,20.7795,96.5559,8.09724,22.7558,18.4348,89.0917,69.7896,85.9845,22.4792,74.0862,22.8622,32.2064,37.2842,56.5539,62.9933,36.5667,36.3848,7.044,49.5298,60.0965,7.3308,14.4772,57.5454,55.2792,48.2,46.6868,30.1052,30.0756,23.7178,18.3164,8.53099,35.518,11.7062,12.911,0.0117693,0.0112396
8,4.83894,7.73566,14.7218,17.4568,18.3804,16.3972,8.96979,7.6402,27.225,16.5914,31.0528,57.6771,59.623,74.9354,72.8778,38.5748,80.4846,38.8827,35.9146,35.6199,87.5418,80.0669,61.1547,87.9448,86.6612,100.095,13.938,151.852,169.746,215.349,208.876,204.562,192.958,188.394,178.37,27.1369,27.0786,163.489,162.676,18.5927,134.547,26.2931,20.0081,98.0885,7.58841,21.646,17.2886,89.1746,66.6792,84.8629,20.7218,71.9454,20.5633,28.7026,33.3543,57.3784,59.3448,37.2641,37.0849,6.74398,44.9749,59.7455,7.04496,14.3541,54.5113,53.7023,44.545,46.4917,30.7495,30.7191,24.1989,18.5679,8.39704,35.9827,11.6982,12.9566,0.010422,0.0104689
10,4.94097,7.86396,14.7459,17.4461,18.3694,16.5542,9.24841,7.91058,27.3652,16.9927,31.4775,58.3338,60.6754,76.0889,74.413,40.1521,81.6241,40.5102,37.5104,37.2135,88,82.8445,64.2817,93.9401,93.1845,110.683,14.6936,171.314,187.304,213.598,206.548,201.203,188.063,182.962,173.451,26.8437,26.7844,157.585,156.791,18.8209,128.383,25.9332,20.1139,93.4515,7.89461,21.8174,17.6849,86.1461,66.49,82.8856,21.3432,71.2858,21.5831,30.3029,35.1123,55.119,60.2303,35.7298,35.5583,6.90342,46.9205,58.343,7.18542,14.1551,55.2392,53.4594,46.0951,45.5087,29.5708,29.5427,23.3218,18.0086,8.39723,34.8478,11.5215,12.7078,0.0132885,0.0128319
11,4.8042,7.72712,14.9256,17.7637,18.7159,16.5506,8.90713,7.57192,27.8447,16.6233,31.786,60.19,62.4426,78.7582,76.9044,39.6613,84.587,39.9912,36.7191,36.3938,91.1818,85.7459,65.0736,97.564,96.5188,116.108,13.7955,180.652,195.567,205.848,200.85,197.102,187.204,183.166,174.963,27.4551,27.4116,160.865,160.109,19.1608,131.865,27.4036,21.3073,94.6149,8.21404,23.2686,18.915,86.4701,68.3566,83.2815,22.8706,71.3061,23.1095,31.965,36.7511,54.8404,60.5445,36.1293,35.9451,7.27234,47.965,57.7039,7.57136,14.763,54.9839,52.7776,45.9599,44.7899,29.6426,29.6117,23.6193,18.4619,8.81304,34.4428,11.9868,13.1763,0.0121715,0.0116656
13,4.56363,7.34592,13.9816,16.5883,17.4804,15.7193,8.62308,7.3392,26.2151,16.0978,30.2489,56.1556,58.5622,73.0543,71.7115,38.7678,78.1518,39.1188,36.123,35.8254,83.5259,80.1731,62.6622,91.807,91.263,108.789,13.7232,162.688,174.586,225.697,216.842,211.182,196.545,191.08,179.236,26.1118,26.0811,163.415,162.579,18.1295,135.635,26.9705,20.7254,100.036,7.9973,22.8714,18.3696,90.8699,70.4324,86.8653,22.4118,73.8752,22.4852,31.3197,36.1973,58.3759,61.6633,38.226,38.0317,7.12102,47.7751,60.7792,7.43304,14.9743,56.2464,54.8685,46.3257,47.2153,31.325,31.2925,24.7538,19.1113,8.78828,36.4851,12.1486,13.4225,0.0109625,0.0107765
