real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,2.94139,5.02449,8.55753,7.94528,7.56409,6.50683,2.62182,1.92306,4.15235,4.14184,3.14564,0.519116,0.544161,0.31447,0.363944,2.29204,0.297838,2.27858,2.47314,2.48627,0.279936,0.417287,1.011,0.626194,0.703,0.871278,0.399714,1.26311,1.25715,0.343253,0.313336,0.288133,0.231895,0.210754,0.178534,0.0299465,0.029609,0.119201,0.116716,0.0169932,0.0395247,0.0150332,0.00970604,0.00713781,9.3541e-05,0.0080856,0.00574708,0.00513929,0.00847194,0.0052917,0.00499253,0.00339154,0.00356141,0.0033629,0.00344428,0.00117176,0.00287402,0.000532243,0.000524217,6.53337e-05,0.00286773,0.00136246,6.69713e-05,0.000143016,0.00173439,0.00120121,0.00129326,0.000705665,0.000323111,0.000322218,0.000229171,0.000165175,6.88238e-05,0.00039713,9.45806e-05,0.000105365,6.52199e-07,5.69363e-07
1,4.34077,4.17216,4.14978,4.3953,4.46527,4.43258,7.07778,8.02281,4.96368,6.28502,5.27506,2.69936,2.88791,1.51894,1.88631,7.4404,1.19851,7.55541,9.27503,9.51736,0.749926,1.91796,4.49198,2.47283,2.80684,2.77298,67.1925,2.88664,2.82783,2.84538,2.67246,2.57301,2.28325,2.16975,1.95053,0.281315,0.284092,1.62918,1.6164,0.179145,1.11498,0.487747,0.380564,0.760516,15.5653,0.444689,0.363696,0.411274,0.480769,0.365939,0.411412,0.299404,0.356993,0.329022,0.31948,0.538938,0.255788,1.3502,1.32276,7.88311,0.253014,0.330746,7.44663,4.40513,0.222486,0.250858,0.1812,0.325786,0.814915,0.811682,1.19738,1.89687,4.78872,0.460188,3.25001,2.83278,0.000982763,0.0013435
2,0.89919,1.85902,1.79785,1.36079,1.27944,2.57971,0.751512,0.359555,0.866613,2.8939,1.19362,0.451189,0.520236,0.492009,0.537789,3.46813,0.50041,3.5265,3.86766,3.83238,0.489918,0.669106,1.2339,1.06246,1.19993,1.7397,0.000516981,2.33342,1.48444,0.0603471,0.0493849,0.0463077,0.0338551,0.029591,0.0169359,0.269674,0.266808,0.00852684,0.00807335,0.18797,0.00101524,0.148266,0.112012,0.000169727,3.70518e-06,0.101515,0.0799532,0.00060068,0.0127494,0.00109206,0.0580674,0.000853926,0.039399,0.0203271,0.0157071,6.47567e-05,0.00129149,1.68476e-05,1.69418e-05,2.93956e-06,0.00439567,0.00015956,2.97334e-06,4.74923e-06,0.00054213,0.000232021,0.000566885,8.75163e-05,1.79489e-05,1.79726e-05,1.11162e-05,7.19943e-06,3.24453e-06,3.54532e-05,4.31247e-06,4.79129e-06,6.59703e-08,3.55819e-08
3,3.74694,6.69786,16.4332,20.4494,21.6681,16.8321,6.07429,4.64148,31.4534,13.9671,33.1093,64.1437,61.6083,72.984,68.5949,32.8836,74.8762,32.8992,28.4891,27.9989,77.6321,64.3258,48.9419,54.8852,53.0368,48.9485,2.95457,41.2801,41.4384,9.31862,8.74167,8.2749,7.18385,6.76077,6.08966,3.60587,3.57129,4.77761,4.71974,2.42771,2.50696,2.01327,1.49143,0.9011,0.173414,1.26909,1.00697,0.688176,1.00637,0.695652,0.875269,0.532599,0.674948,0.612304,0.607284,0.307459,0.48764,0.222496,0.219849,0.101052,0.506572,0.31544,0.0994494,0.130241,0.355316,0.286039,0.297017,0.214316,0.154241,0.1539,0.133767,0.118879,0.0838119,0.159926,0.0937107,0.0974813,0.000247936,0.000227594
4,1.76229,2.18572,1.33141,1.48811,1.56756,1.98272,2.95045,2.07231,2.51409,5.44838,3.12135,7.71283,8.13735,13.4854,12.3642,7.34973,16.2906,7.62528,10.3993,10.6938,21.8108,14.9128,8.56235,17.3856,16.6236,22.0579,2.01089,38.1415,41.7347,56.1344,53.9625,53.4361,50.6507,49.5732,44.7239,154.864,154.388,40.4704,40.1212,134.375,30.2798,117.335,101.503,19.3435,1.04139,88.746,76.8898,25.234,51.0865,29.6401,65.6951,30.5204,51.6159,43.9333,42.3585,14.4622,32.7549,6.02101,6.00559,0.87896,34.6375,24.5378,0.910849,1.80643,31.9785,31.008,30.2697,20.397,5.33445,5.33477,3.57034,2.43278,1.04132,9.41888,1.43809,1.59922,0.0151284,0.0126021
5,13.9898,20.1993,25.7135,25.5203,25.5903,28.9955,19.6193,16.0945,26.2871,30.4999,28.1779,11.3159,11.6675,5.7135,6.91174,31.9085,4.37227,31.9043,33.6018,33.6911,2.71974,6.16117,16.5374,6.50358,7.30154,6.27253,12.4096,7.47186,8.15048,21.8151,22.1037,22.3945,23.346,23.8237,24.695,2.40004,2.42965,27.165,27.303,1.66127,36.3143,5.26823,4.3675,58.1959,12.8791,6.14402,5.21742,64.4465,36.3997,61.1396,8.58908,65.3674,11.2998,20.8537,25.7413,84.0312,58.7967,72.8767,73.1122,14.3745,43.0274,84.3779,15.4223,35.1556,70.0718,82.2862,66.2413,90.2221,76.5411,76.5735,64.8988,51.2977,21.9358,87.3324,32.6419,36.5896,0.304879,0.261504
6,23.0567,30.7772,37.3037,38.2897,38.3668,41.3608,41.6985,36.7333,33.2341,52.6258,31.5618,6.19839,6.16059,2.12587,2.72316,39.4223,1.58808,39.751,49.0705,50.084,1.18575,2.44591,12.0242,3.2985,4.05055,4.23246,31.9815,6.26764,6.03442,0.339072,0.336797,0.303514,0.271018,0.258378,0.338448,0.00308986,0.00308472,0.307499,0.311695,0.00279952,0.192687,0.00300993,0.00286325,0.0335618,1.09101,0.00292796,0.00280981,0.00544446,0.00382663,0.00458635,0.00294711,0.00434264,0.00298363,0.00324878,0.00336962,0.00591119,0.00405861,0.0104362,0.0100874,0.0926519,0.00370266,0.00482753,0.0714116,0.0263728,0.00420457,0.00451765,0.00403428,0.00494874,0.00632305,0.00631447,0.00712402,0.00856595,0.0153229,0.00547706,0.0108087,0.00996343,0.000199062,0.000266244
7,10.4425,16.2619,28.2771,32.6215,34.1609,32.6681,20.6929,18.2832,48.9109,35.4597,56.3572,70.2367,73.2404,71.9364,74.4197,71.1454,70.8641,71.6388,68.9432,68.6691,66.7504,78.3942,85.5632,86.6625,88.9163,92.608,43.0722,100.198,100.594,81.8393,82.1309,81.5475,80.8787,80.4902,81.8799,20.982,20.9457,80.1407,80.1491,15.7213,73.3128,19.812,16.1752,56.688,23.5277,16.7516,14.0998,43.9371,32.7672,40.1851,15.5905,34.2435,14.9606,18.1417,19.8796,35.4614,28.6382,33.2032,32.9217,16.9323,23.4523,31.5753,16.9846,23.4992,26.4856,26.9883,22.031,26.0166,25.2453,25.1972,23.552,21.9371,15.6342,23.8089,17.8573,18.5719,0.00635257,0.00634055
8,0.447381,0.570196,0.39573,0.360476,0.362746,0.642595,1.05988,0.986991,0.462659,1.34392,0.662785,0.413104,0.469183,0.485096,0.511864,2.04277,0.51395,2.11488,2.75687,2.83224,0.545823,0.637671,1.0835,0.994441,1.11157,1.70104,1.364,7.70582,8.29956,30.9562,32.0816,33.4358,36.4708,37.8078,38.3906,5.8013,5.88192,43.0287,43.1403,4.42681,55.8768,15.1765,13.8004,83.6876,3.60863,20.9637,19.0119,125.11,107.672,136.025,32.8377,155.407,45.3068,78.9233,93.5925,114.196,162.497,63.137,63.5294,5.00828,139.882,152.229,5.54303,16.9184,179.902,175.587,186.204,147.526,70.0951,70.1807,48.8144,31.7886,9.36817,105.868,16.0945,18.9643,0.154797,0.116668
10,2.42429,4.67003,26.4631,28.477,26.5292,14.4444,2.84772,1.63268,7.30183,7.90663,5.0147,0.574429,0.672657,0.636814,0.696846,8.1801,0.651317,8.29319,9.79712,9.8629,0.641416,0.882749,2.12981,1.51624,1.77376,2.76328,0.00779265,6.53341,6.01845,0.279953,0.219388,0.201819,0.141539,0.123113,0.0698076,0.331457,0.329277,0.0411973,0.0394932,0.22696,0.0129712,0.218579,0.16629,0.00262535,4.65805e-05,0.147084,0.119494,0.00527054,0.0610951,0.00919324,0.104956,0.00743079,0.0797659,0.0599855,0.0527505,0.000736847,0.0117462,0.000277721,0.000278045,4.55089e-05,0.0246802,0.00138067,4.71805e-05,8.64215e-05,0.0048707,0.00191483,0.00494715,0.000811683,0.000265372,0.000265462,0.000183387,0.000128018,5.7487e-05,0.00041726,7.86595e-05,8.73956e-05,2.815e-06,1.73445e-06
