real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,4.49792,7.2572,14.1635,16.9299,17.8652,15.7557,8.35207,7.08034,26.965,15.7913,30.9436,60.4205,62.7228,79.8285,77.7813,38.7704,85.8539,39.0954,35.6936,35.3552,92.7738,86.5031,64.9647,97.2524,96.057,113.195,12.7925,163.502,176.834,200.439,195.622,191.66,181.692,177.639,169.771,27.3021,27.234,155.825,155.092,19.2894,128.588,26.0142,20.2534,94.8859,7.70552,21.8873,17.7843,87.0371,66.2834,83.4242,21.3738,71.5778,21.5844,30.1997,34.9666,56.0246,60.201,36.5171,36.3395,6.90322,46.7289,58.8978,7.20418,14.4011,55.26,53.6844,45.9608,45.9193,30.1333,30.1036,23.8035,18.3895,8.51827,35.3173,11.7384,12.9578,0.012543,0.0121264
1,4.80188,7.67087,14.4995,17.1745,18.0855,16.2416,8.96735,7.64915,26.9303,16.592,30.9392,57.0021,59.2561,73.7181,72.2196,39.3114,78.798,39.6564,36.6734,36.3768,84.4292,80.1863,62.7827,90.8564,90.2488,106.809,14.0914,164.391,180.747,202.411,198.841,195.044,186.093,182.289,176.078,24.4459,24.3898,161.81,161.088,17.2361,131.946,23.7283,18.4805,96.1399,7.83615,20.1877,16.4015,88.1797,65.5191,84.3473,20.0271,72.4658,20.4808,29.2814,34.1625,56.9723,60.7197,36.9491,36.7728,6.93991,46.5934,60.0031,7.23731,14.468,56.0707,54.7083,46.5888,46.8658,30.5738,30.5446,24.0798,18.542,8.54203,35.9933,11.7924,13.0279,0.0127031,0.0123067
3,4.88719,7.78634,14.6834,17.3697,18.2779,16.3726,9.06747,7.74273,26.9922,16.6599,30.8388,56.6298,58.6975,73.3748,71.6345,38.7551,78.6731,39.084,36.205,35.9198,85.0333,79.2898,61.3918,89.0781,88.2088,104.519,14.2654,169.077,189.125,219.965,211.873,205.843,191.837,186.633,177.214,26.6969,26.6398,161.981,161.219,18.4926,134.09,25.9862,20.0429,97.6375,7.58334,21.8857,17.6772,91.088,70.1943,87.9564,21.5799,75.6015,21.9889,31.3962,36.5953,57.0348,63.8945,36.076,35.9097,6.6611,49.5411,61.1464,6.94264,13.8818,58.4993,56.3042,48.8001,47.3921,29.9615,29.9343,23.402,17.8985,8.18434,35.7838,11.3209,12.5197,0.0129507,0.0124485
5,4.90967,7.82919,14.8138,17.532,18.4492,16.5067,9.11189,7.77664,27.2353,16.7941,31.1053,56.5308,58.5221,72.2807,70.7008,39.0961,77.0644,39.4284,36.593,36.3125,82.5284,77.7214,61.1565,86.6422,85.9498,100.732,14.6759,168.53,191.279,207.505,203.247,199.75,190.691,186.937,179.23,23.8636,23.8435,165.453,164.707,16.4229,136.583,25.5604,19.6232,99.1062,8.14766,22.0637,17.7184,90.3327,70.893,86.652,22.0811,73.7884,22.4348,31.6081,36.5853,57.4052,61.8937,37.3922,37.1998,7.13488,48.2446,60.1228,7.43117,14.7532,56.2509,54.5021,46.4605,46.5351,30.6044,30.5726,24.1777,18.6961,8.68896,35.744,11.9409,13.1738,0.0116699,0.0114148
6,4.96063,7.9124,15.145,17.9817,18.9358,16.7925,9.05689,7.70234,28.1069,16.8325,32.0798,60.3067,62.5346,78.4847,76.6544,39.8172,84.1028,40.1351,36.8272,36.4968,90.4246,84.978,64.8044,95.3194,94.1752,110.828,13.5844,162.649,175.163,206.574,199.516,194.87,183.621,179.518,170.952,26.909,26.8584,159.117,158.467,18.6578,136.275,26.534,20.4899,99.7543,7.91443,22.3754,18.0849,90.8557,69.8502,87.1111,21.9476,73.7488,22.1742,31.1068,36.0439,56.3157,61.7096,36.4437,36.2533,7.05532,47.9356,59.2163,7.35186,14.4837,55.8278,53.7039,46.0669,45.4203,29.739,29.7073,23.5429,18.2802,8.6126,34.6825,11.7699,12.9605,0.0132469,0.012834
7,4.71761,7.58624,14.5355,17.2721,18.1976,16.2245,8.86101,7.54601,27.1125,16.497,31.0403,57.8608,59.9463,75.161,73.311,39.1158,80.6014,39.4527,36.487,36.194,87.1111,81.0501,62.4766,90.7918,89.8692,106.138,14.3594,166.852,184.215,221.637,213.981,208.478,195.273,190.302,180.857,26.643,26.5917,165.915,165.156,18.3951,137.53,26.2482,20.1684,99.7192,8.1664,22.0364,17.7286,90.4859,69.0615,86.596,21.5681,73.8094,21.7799,30.7402,35.7019,57.5266,61.8072,37.5086,37.3124,7.14471,47.8127,60.2729,7.44263,14.8142,56.4146,54.6921,46.6487,46.6341,30.6282,30.5959,24.2002,18.7227,8.69234,35.7622,11.9518,13.1866,0.0108065,0.0105014
8,4.83728,7.73537,14.6225,17.325,18.2473,16.4027,9.06855,7.73305,27.1776,16.7661,31.1638,57.8222,59.9157,75.4706,73.4482,39.1998,81.1729,39.526,36.5857,36.2942,88.4443,80.9921,62.0602,89.3818,88.1493,101.924,14.2335,153.6,171.429,207.306,201.805,198.019,187.769,183.672,174.525,27.1129,27.0452,160.631,159.86,18.632,133.138,25.8648,19.653,98.0383,7.29148,21.2067,16.9055,89.4488,66.1215,84.9922,20.2375,72.001,20.0437,28.0507,32.6685,57.5326,59.0819,36.9313,36.7581,6.45052,44.3698,60.0194,6.74159,13.8947,54.4237,53.8487,44.2925,46.6657,30.5444,30.5151,23.8781,18.1786,8.07566,35.9879,11.3317,12.5817,0.00986926,0.00995813
10,4.87276,7.74204,14.4158,17.0427,17.9491,16.2768,9.18641,7.86918,26.8575,16.8465,31.0096,57.629,59.9937,75.758,73.946,39.8514,81.572,40.2135,37.3115,37.0253,88.6767,82.4149,63.607,93.1119,92.2209,109.143,14.7921,168.83,184.992,214.249,208.931,204.406,193.062,188.406,179.836,27.662,27.5813,163.714,162.892,19.4348,132.097,25.6231,19.8053,94.3602,7.61893,21.236,17.1602,86.2447,65.5312,82.7003,20.5286,70.5246,20.6431,29.0696,33.7974,54.1943,59.0692,34.7856,34.6102,6.60354,45.5453,57.2941,6.87045,13.5847,53.9631,52.2068,44.6728,44.2641,28.5626,28.5341,22.4433,17.2777,8.00671,33.6898,11.0035,12.145,0.0119976,0.0116027
11,4.70715,7.58586,14.7338,17.567,18.5189,16.3448,8.72261,7.40074,27.6712,16.3774,31.6106,60.4471,62.6516,79.2279,77.2365,39.3582,85.1103,39.681,36.3555,36.0243,91.9043,85.784,64.8433,96.6356,95.4862,113.374,13.29,168.806,181.824,209.508,204.522,201.089,191.423,187.44,178.457,27.5616,27.5114,164.149,163.341,19.1275,134.086,27.1629,20.9778,95.3419,7.75863,22.835,18.4605,86.9062,68.2332,83.5505,22.2719,71.0067,22.3909,31.0594,35.8096,54.2742,59.8326,35.3765,35.1925,6.88843,46.9918,57.085,7.17856,14.1677,54.1156,51.9509,44.8831,43.9664,28.8956,28.8648,22.9195,17.8268,8.39791,33.6439,11.4845,12.6459,0.0110613,0.0106544
13,4.89934,7.87421,14.9274,17.6769,18.6164,16.773,9.22889,7.85369,27.7618,17.1815,31.9587,58.1603,60.5385,74.7019,73.3857,40.7474,79.6066,41.1065,38.0662,37.7634,84.7419,81.4554,64.5323,92.3007,91.7839,107.969,14.5896,159.097,171.13,218.502,211.501,206.984,195.24,190.82,180.869,24.3628,24.333,167.573,166.844,16.7901,142.726,25.504,19.508,105.964,8.23655,21.7976,17.4339,94.7941,71.7317,89.9297,21.6303,75.6654,21.8576,30.8759,35.8554,60.6084,62.3316,39.8488,39.6335,7.33486,47.7058,62.3545,7.66019,15.5333,56.6776,55.5887,46.1408,48.0762,32.3092,32.2728,25.5738,19.771,9.06668,37.2893,12.5512,13.8703,0.00986787,0.00978873
