real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,4.60747,7.44517,14.4794,17.2624,18.1978,16.0704,8.57236,7.27161,27.1989,16.1136,31.0942,59.4407,61.7189,78.1418,76.2841,38.8091,84.0005,39.1315,35.8508,35.5246,90.5904,85.156,64.2613,96.689,95.5755,114.058,13.2907,174.675,192.074,202.461,198.075,193.946,184.033,179.924,172.89,27.3213,27.2564,158.179,157.437,19.4753,128.506,26.0134,20.3899,94.5024,8.02304,21.9531,17.9307,87.0414,65.5472,83.3831,21.4459,72.1814,21.6943,30.3303,35.1134,57.5643,60.9101,37.8718,37.7009,7.19148,47.1991,60.5163,7.50866,15.0478,56.5701,55.3973,47.3561,47.8473,31.5968,31.568,24.9968,19.308,8.91348,37.0944,12.3159,13.6038,0.0122879,0.0119177
1,4.7036,7.54276,14.4623,17.1821,18.0994,16.0893,8.71728,7.41639,26.9413,16.2375,30.8315,57.7249,59.9543,75.0321,73.432,38.7024,80.3259,39.0293,35.9049,35.5939,86.105,81.7152,62.9222,92.7526,91.9284,109.364,13.5257,168.996,186.333,204.004,199.609,195.691,186.004,181.989,174.442,25.7856,25.7361,159.881,159.113,18.2407,130.077,25.3819,19.8236,94.7078,7.88464,21.6128,17.5991,87.2695,66.6533,83.7987,21.3224,72.1131,21.6585,30.4465,35.2836,56.4426,60.8204,36.8363,36.6638,7.02654,47.2621,59.4995,7.32927,14.5983,55.9717,54.4133,46.6971,46.6097,30.5735,30.5447,24.1611,18.6669,8.65747,35.9092,11.9262,13.1644,0.0129581,0.0125567
3,4.8722,7.79783,15.0258,17.8465,18.7816,16.5382,8.90359,7.57476,27.5984,16.4979,31.2692,58.1766,60.1028,75.1763,73.3187,38.4661,80.5192,38.7708,35.6923,35.3864,86.7476,80.9846,61.854,90.8267,89.7665,106.8,13.7652,169.981,186.606,215.535,206.102,199.833,184.356,178.646,167.847,25.4496,25.4136,151.953,151.175,17.5941,124.981,25.5716,19.705,93.4172,8.01535,21.5287,17.377,86.9447,66.1802,83.5488,21.0713,72.4471,21.3018,30.046,34.902,57.3656,61.1428,37.4149,37.256,7.15518,47.1818,60.7029,7.4636,14.8331,56.8669,55.7469,47.5893,48.1138,31.4717,31.4452,24.8296,19.129,8.849,37.219,12.2072,13.4826,0.014662,0.0143843
5,4.90162,7.85108,15.0132,17.768,18.6821,16.5523,8.9786,7.63754,27.2806,16.5797,30.9104,56.0562,57.9949,71.8637,70.2944,38.151,76.8214,38.4557,35.5423,35.2524,82.528,77.7721,60.3295,87.7426,86.8841,103.731,13.9759,169.807,189.155,220.664,211.894,205.514,190.211,184.446,174.068,25.96,25.9102,157.261,156.447,17.9723,127.92,25.3037,19.5552,94.0988,8.10709,21.2307,17.1807,86.4793,65.2694,82.8576,20.7593,71.5225,21.014,29.649,34.4381,56.7599,60.2239,37.2863,37.1147,7.17804,46.5076,59.6927,7.48401,14.877,55.7967,54.5837,46.5769,47.0561,31.0414,31.0127,24.5665,18.9979,8.81934,36.4288,12.1468,13.4067,0.0124191,0.0121465
6,4.84821,7.77369,15.0541,17.895,18.8365,16.5547,8.82716,7.49352,27.7297,16.449,31.429,58.7146,60.7058,76.082,74.2185,38.5684,81.5677,38.8691,35.6948,35.3784,87.9429,82.1585,62.4377,92.2545,91.0884,108.349,13.4078,168.881,184.338,208.714,200.033,194.47,180.783,175.772,165.775,27.0407,26.9894,151.607,150.878,18.6502,126.143,26.2184,20.1816,93.6931,7.80251,21.7832,17.582,86.519,65.6245,82.9561,21.0531,71.4009,21.123,29.5595,34.2906,56.3274,59.9542,36.72,36.5552,6.97694,46.1846,59.354,7.27958,14.5138,55.4114,54.2038,46.1006,46.68,30.6535,30.6259,24.2043,18.6669,8.63035,36.079,11.9079,13.1516,0.0139443,0.0137308
7,4.81489,7.73102,14.844,17.5986,18.5136,16.3841,8.88891,7.56487,27.1407,16.4532,30.7923,56.3737,58.3191,72.6371,70.9591,38.19,77.7981,38.5042,35.6068,35.3199,83.8826,78.5989,60.6674,88.8224,87.9414,105.495,14.1992,174.985,194.572,224.898,215.706,209.092,193.609,187.859,177.604,27.366,27.3194,160.858,160.042,18.984,130.453,27.0759,20.9839,94.3691,8.14102,22.8943,18.5652,87.4499,68.7232,84.4888,22.5177,73.1232,22.8443,32.0274,37.0196,56.258,62.3562,36.5998,36.4278,7.11207,49.1089,59.8197,7.40423,14.6074,57.2454,55.1895,48.1378,46.8803,30.3954,30.3672,23.9941,18.546,8.64697,35.8808,11.8714,13.0937,0.0123783,0.0118956
8,4.77564,7.66396,14.8202,17.618,18.548,16.3356,8.74402,7.4244,27.3235,16.2726,30.9549,57.8632,59.6729,74.8945,72.8229,37.8574,80.3362,38.1455,35.086,34.7816,87.1021,79.918,60.6068,87.9676,86.6397,101.036,13.3792,156.612,173.734,215.223,206.984,201.883,188.415,183.326,172.483,27.4893,27.4472,157.303,156.501,18.7198,129.473,27.1387,20.6435,95.8607,7.77526,22.2619,17.7952,87.5016,65.4361,83.2733,21.1449,71.1552,20.8586,28.7914,33.3361,57.7486,58.9335,37.9965,37.8244,6.99251,44.7788,60.0124,7.31019,14.8647,54.5899,54.1107,44.8711,47.2847,31.6462,31.6167,25.0158,19.257,8.75443,36.9554,12.186,13.4896,0.0114098,0.0115276
11,4.71932,7.5822,14.6341,17.4051,18.3293,16.1804,8.74791,7.44872,27.1219,16.2549,30.8731,57.9201,60.0008,75.3654,73.5916,38.4738,80.8496,38.7966,35.7313,35.4278,87.1084,81.8516,62.4755,92.9993,92.0612,110.933,13.935,181.445,199.989,219.062,212.204,207.064,193.932,188.712,178.798,26.6426,26.5993,161.951,161.102,18.5736,130.515,26.4508,20.5462,94.3318,8.4737,22.3933,18.1941,86.2006,66.7024,82.7624,21.9877,71.2016,22.2498,30.9869,35.7494,55.9868,60.2821,37.177,36.9966,7.51566,47.2867,58.7205,7.8265,15.2624,55.3549,53.7003,46.3287,46.0866,30.7471,30.7168,24.5296,19.1687,9.13812,35.7377,12.4441,13.6838,0.0129544,0.0125286
13,4.73322,7.64121,14.7404,17.5072,18.4344,16.3597,8.82119,7.48964,27.2883,16.4857,31.1381,57.3874,59.5479,74.0125,72.5135,38.9776,79.093,39.3061,36.2569,35.9536,84.5845,80.5906,62.5803,91.6079,90.8738,108.552,13.8748,168.313,182.257,220.298,210.479,204.123,188.451,182.704,171.391,26.4129,26.3737,155.355,154.551,18.3105,127.541,26.2909,20.2618,94.1006,7.98926,22.014,17.7543,86.1563,65.8669,82.5093,21.3608,70.9306,21.4261,29.8793,34.5781,56.321,59.6068,37.0496,36.8724,7.06254,46.1572,58.9892,7.36514,14.7131,54.9506,53.7195,45.6899,46.3225,30.668,30.6384,24.2687,18.7621,8.6761,35.8724,11.9677,13.2146,0.0111346,0.0108986
15,4.77317,7.75262,15.4544,18.4639,19.443,16.8192,8.69006,7.33428,28.4907,16.4634,32.0154,59.4533,61.155,76.0587,74.1002,38.5496,81.3422,38.8324,35.6239,35.3041,87.6952,81.3748,61.8732,90.5004,89.2407,105.891,13.3976,169.803,188.229,208.593,200.516,194.999,181.46,176.375,166.435,26.5455,26.5021,151.267,150.492,18.1798,123.614,26.2816,20.2026,91.3474,7.805,21.9996,17.7293,84.744,65.8648,81.5754,21.4286,70.5192,21.5717,30.1841,34.9296,55.6251,59.6709,36.6032,36.4379,6.93209,46.5153,58.5572,7.23534,14.5422,54.9972,53.6074,45.9296,46.1791,30.5382,30.5103,24.1724,18.6672,8.57783,35.8082,11.8781,13.1292,0.011444,0.0112892
