real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,4.65372,7.50684,14.5629,17.362,18.3064,16.198,8.66099,7.35048,27.4392,16.2807,31.4335,60.1101,62.4359,78.8372,77.0136,39.3877,84.6157,39.7184,36.3877,36.0564,91.0335,85.8286,65.1651,97.283,96.261,114.298,13.4061,171.552,187.844,200.584,196.435,192.432,182.909,178.957,172.305,27.0534,26.9891,158.146,157.434,19.2603,129.528,25.8858,20.2852,95.3949,8.05597,21.9268,17.9042,87.5894,66.1606,83.9102,21.5192,72.4196,21.8234,30.5668,35.386,57.3424,61.0882,37.6643,37.4871,7.20085,47.4412,60.2509,7.51387,14.9902,56.4662,55.0739,47.1917,47.3594,31.2443,31.2146,24.732,19.135,8.88161,36.6058,12.2358,13.5042,0.0124981,0.0120696
1,4.68972,7.51619,14.3816,17.0849,17.9994,16.0341,8.71701,7.4195,26.8429,16.2383,30.7706,57.4793,59.6997,74.5104,72.9456,38.8163,79.6683,39.1503,36.0601,35.7526,85.2964,81.0209,62.8384,91.8408,91.1419,108.109,13.5925,166.567,183.148,198.224,194.684,191.137,182.62,179.021,172.75,25.1293,25.0796,159.205,158.5,17.8171,130.415,24.7858,19.4031,95.151,7.84744,21.2359,17.3192,87.7311,66.6888,84.2503,21.1097,72.5832,21.5672,30.5072,35.4074,56.6307,61.266,36.8236,36.6498,6.98474,47.6006,59.8029,7.28537,14.5275,56.3976,54.746,47.0912,46.7681,30.5258,30.4969,24.0862,18.5858,8.60298,35.9201,11.8573,13.0914,0.013128,0.0126504
3,4.95332,7.88517,14.9429,17.6827,18.5994,16.5498,9.09716,7.76516,27.2991,16.6919,31.0289,56.9406,58.9136,73.5172,71.7567,38.5376,78.7556,38.852,35.9277,35.6377,84.9793,79.3044,61.1486,88.9886,88.04,104.541,14.2473,169.277,188.283,220.364,211.514,205.275,190.483,185.025,175.017,26.4446,26.3969,159.437,158.668,18.2772,131.702,26.066,20.1011,97.1309,8.10303,21.9329,17.7213,90.2358,68.795,86.8082,21.5434,74.9413,21.874,31.0365,36.112,58.3572,63.2421,37.7622,37.5947,7.1907,48.8821,61.9428,7.4972,14.8937,58.4378,56.8852,48.826,48.6644,31.5692,31.5414,24.8634,19.1459,8.85748,37.365,12.2102,13.484,0.0141938,0.0138265
5,4.99263,7.95072,14.9689,17.6791,18.5912,16.6543,9.24223,7.89663,27.29,16.9328,31.1154,55.9844,58.0194,71.4525,70.0288,39.032,76.1488,39.3616,36.5452,36.2662,81.341,77.318,61.0039,87.0731,86.4539,102.33,14.8185,167.682,188.228,229.384,222.317,216.855,202.972,197.416,186.867,24.1929,24.1582,168.674,167.76,16.6053,134.9,24.3514,18.6602,97.8895,8.52021,20.4291,16.4118,88.419,65.096,83.9923,19.9519,71.7837,20.1106,28.476,33.187,58.3762,59.5227,38.7495,38.5617,7.51958,45.1906,60.5062,7.83632,15.533,55.1941,54.5936,45.5045,47.6123,32.0337,32.0022,25.4482,19.7431,9.2075,37.2101,12.655,13.9584,0.012387,0.0123332
6,4.83229,7.73176,14.8771,17.6754,18.6114,16.447,8.82969,7.50238,27.5459,16.4343,31.3541,58.906,61.0047,76.6667,74.7995,38.7464,82.2361,39.0532,35.8468,35.5269,88.6567,82.8917,62.9809,92.9959,91.828,108.608,13.3207,164.458,178.873,206.62,199.002,193.869,181.473,176.919,167.893,26.7086,26.656,154.891,154.212,18.5469,131.17,26.1038,20.184,97.4054,7.82647,21.9634,17.7739,89.546,68.1908,85.8972,21.5159,73.4896,21.7705,30.6559,35.5809,56.99,61.7017,36.9397,36.7616,7.01592,47.7574,60.0887,7.3199,14.5727,56.4979,54.7743,46.8961,46.6943,30.513,30.4833,24.0933,18.6167,8.65297,35.816,11.9051,13.1362,0.0135777,0.0132068
7,4.83212,7.75203,14.8074,17.5594,18.4829,16.4508,9.00798,7.67856,27.2893,16.6664,31.1175,57.1759,59.2272,73.749,72.0906,39.0198,78.9154,39.3527,36.4347,36.1463,84.8809,79.8296,61.9833,90.1708,89.3996,106.675,14.5751,173.119,191.767,222.086,213.826,207.589,193.222,187.854,178.555,26.4551,26.408,162.743,161.979,18.3751,133.603,26.1975,20.2932,96.9532,8.38498,22.1987,17.9852,88.7366,68.4056,85.2746,21.9026,73.3645,22.2647,31.3813,36.3598,57.0344,62.08,37.3394,37.1533,7.32003,48.5154,60.1333,7.61832,14.9838,56.9345,55.0657,47.5822,46.9206,30.7499,30.7193,24.3483,18.8882,8.86481,36.0209,12.1339,13.3694,0.01195,0.0115064
8,4.8506,7.75709,14.8254,17.5871,18.5139,16.4454,8.93833,7.60732,27.3326,16.544,31.084,57.6906,59.5723,74.6875,72.6512,38.3571,80.1159,38.6565,35.6635,35.366,86.9375,79.6981,60.8578,87.4707,86.1871,99.6687,13.8061,152.138,169.687,214.997,208.064,203.584,191.497,186.785,176.481,27.0831,27.0357,161.432,160.618,18.4908,132.5,26.7245,20.3268,96.9827,7.73501,22.0222,17.5898,88.1075,66.0746,83.7902,21.0286,71.219,20.7885,28.7678,33.325,57.4691,58.8073,37.6787,37.501,6.90569,44.6619,59.6318,7.21543,14.6688,54.1836,53.5835,44.3459,46.6834,31.1982,31.168,24.6385,18.9582,8.6115,36.3826,11.9836,13.2658,0.0108252,0.0109413
11,4.71802,7.586,14.6475,17.4282,18.3582,16.2227,8.76513,7.45974,27.2332,16.3177,31.0394,58.4344,60.5382,76.1956,74.3528,38.7434,81.8041,39.0693,35.9735,35.6669,88.3001,82.6788,62.9844,93.8229,92.8457,111.873,13.9171,182.777,200.92,213.399,207.659,203.188,191.785,187.183,178.473,26.6984,26.6549,162.984,162.191,18.6067,132.593,26.6131,20.6779,95.4299,8.34895,22.6058,18.3661,87.1236,67.8367,83.7352,22.2755,71.8236,22.5784,31.4719,36.3,55.8106,60.8305,36.8402,36.6556,7.38748,47.8571,58.6394,7.69254,15.0323,55.5496,53.6029,46.422,45.7085,30.312,30.2811,24.1435,18.8506,8.96872,35.2495,12.2183,13.4375,0.0123586,0.011896
13,4.689,7.56024,14.4985,17.2122,18.1309,16.1872,8.78362,7.46265,27.0074,16.4177,30.976,57.2834,59.5744,74.0656,72.6534,39.149,79.113,39.4874,36.4151,36.1091,84.4151,80.8847,63.083,92.0922,91.4515,108.734,13.7457,162.655,174.21,219.989,210.44,204.477,189.206,183.575,171.745,26.098,26.0668,155.942,155.126,18.0793,128.627,26.5776,20.4203,94.9961,7.87609,22.327,17.9478,86.6284,66.7984,82.8801,21.668,70.8749,21.6497,30.0373,34.6992,56.1957,59.3477,36.8976,36.7154,6.977,45.9657,58.6715,7.2774,14.5708,54.4386,53.1918,45.0419,45.842,30.3879,30.3574,24.0325,18.5715,8.5765,35.4693,11.8334,13.0677,0.010866,0.0106646
14,4.71251,7.61855,14.9388,17.8214,18.778,16.4578,8.69519,7.36388,27.8214,16.3761,31.5578,59.3698,61.1901,76.6451,74.5402,38.7492,82.0879,39.0528,35.9136,35.6019,88.7724,81.6514,62.1756,89.8446,88.603,103.254,13.6135,158.356,173.85,226.979,218.153,212.634,197.981,192.415,180.371,26.3906,26.3601,163.518,162.627,18.0871,132.51,27.2571,20.8095,96.8549,7.77887,22.9188,18.3308,88.6581,68.9297,84.7932,22.2516,72.4157,22.1456,30.6137,35.3304,58.0364,60.372,38.0916,37.9143,6.93758,46.5721,60.3946,7.25057,14.8004,55.4034,54.5126,45.5777,47.397,31.6123,31.5823,24.9503,19.1733,8.66592,36.9316,12.0878,13.3909,0.0110297,0.0111148
