real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,0.00639458,0.00663702,0.00690184,0.0069741,0.00699752,0.00697722,0.00678749,0.00672989,0.00717928,0.00703385,0.00725072,0.00778064,0.00788878,0.00945341,0.00909963,0.00743202,0.0108946,0.0074411,0.00741119,0.0074088,0.0151341,0.0106268,0.00819516,0.0135361,0.0130698,0.0213096,0.0072038,0.109469,0.160276,0.919805,0.875782,0.891235,0.872332,0.868707,0.732885,20.219,20.4093,0.706879,0.699452,26.9384,0.649813,30.29,38.6409,0.517279,0.00741131,38.6463,46.2789,1.28296,7.94046,2.05921,40.07,2.35637,37.5826,23.2664,18.4449,0.249875,4.06518,0.0378064,0.037735,0.00748423,8.83403,0.664475,0.00751328,0.00811345,2.51578,1.09669,3.204,0.338713,0.0304256,0.0304257,0.0146216,0.00956898,0.00767491,0.0847512,0.00792578,0.00807173,0.00916125,0.00639768
1,0.00435904,0.00609671,0.00773901,0.00833456,0.00862443,0.00967551,0.00880382,0.00827894,0.0120289,0.0124866,0.0148134,0.0181981,0.0202545,0.025196,0.0254359,0.0243742,0.0295298,0.0247802,0.0254075,0.0254974,0.0400501,0.0338652,0.0308928,0.052482,0.0534832,0.0897175,0.0226889,0.350894,0.454543,1.60969,1.55634,1.5788,1.56083,1.55917,1.38255,4.24556,4.27418,1.36389,1.35454,3.54898,1.42549,7.17866,7.11668,2.10624,0.0186401,9.41074,9.41619,5.42122,12.5607,7.55014,13.6563,10.5263,18.0426,22.7707,22.9527,3.57558,15.9053,0.996485,1.01161,0.0151516,22.1888,7.44984,0.0155736,0.0604181,16.1996,11.9034,22.0938,7.19505,1.35683,1.36148,0.611299,0.227924,0.0193562,3.49655,0.0472971,0.0676529,0.101183,0.0645986
2,0.704005,0.869575,1.11323,1.08378,1.06505,0.966968,0.549485,0.448773,0.93465,0.766656,0.899949,0.764365,0.781105,0.720367,0.745641,0.81723,0.705764,0.814239,0.774683,0.76938,0.67314,0.765437,0.834072,0.801869,0.808837,0.803264,0.182625,0.699183,0.665615,0.261749,0.250989,0.240193,0.215486,0.205228,0.192281,0.130468,0.129133,0.155804,0.154266,0.089807,0.0797284,0.0650601,0.0469152,0.0178979,0.000604777,0.0365937,0.0278695,0.010411,0.0204835,0.010624,0.021321,0.00654186,0.0141089,0.0108959,0.0103139,0.00184376,0.00582184,0.000783903,0.00075666,7.10907e-05,0.00684275,0.0020567,6.51617e-05,0.000155521,0.00303696,0.00175936,0.0022304,0.000798893,0.000264248,0.000262568,0.000162026,0.000106311,3.00518e-05,0.000327319,4.4949e-05,5.19638e-05,1.13468e-07,9.73743e-08
3,2.35268,3.81833,9.11933,11.2001,11.6075,7.97516,4.22039,3.6387,12.6859,7.07505,11.6126,15.0976,14.1756,11.602,12.1159,12.4659,10.0826,12.5967,12.7206,12.7365,7.45331,11.0174,13.2926,11.5412,12.2492,13.1489,4.60863,17.4504,17.2555,5.74934,5.84854,5.48804,5.02938,4.79757,5.35748,0.124999,0.124496,4.34763,4.34108,0.0852795,2.20614,0.105316,0.0802711,0.755404,0.777795,0.0816111,0.0657405,0.384783,0.209209,0.313929,0.0722333,0.229451,0.0673705,0.0845714,0.0953281,0.274531,0.166236,0.295213,0.290382,0.340704,0.120377,0.210008,0.321233,0.296907,0.148771,0.158297,0.112109,0.158711,0.184002,0.183402,0.184881,0.193441,0.199557,0.151345,0.187455,0.184759,7.33284e-05,7.84525e-05
4,0.383804,0.453646,0.233637,0.215517,0.219363,0.385498,0.615946,0.55639,0.309945,0.676432,0.453976,0.239167,0.292855,0.212114,0.256445,1.07954,0.198033,1.10194,1.22304,1.23496,0.167221,0.329773,0.799671,0.578707,0.680269,0.842111,0.370997,0.952406,0.868124,0.653174,0.661007,0.656031,0.659803,0.661446,0.701499,0.0526629,0.0523097,0.721458,0.724375,0.0328783,0.785421,0.0300423,0.0193361,0.856449,0.0632953,0.0166805,0.0121753,0.863181,0.211631,0.774821,0.0177052,0.829727,0.0357298,0.110194,0.151216,0.784036,0.718074,0.402364,0.401631,0.0501296,0.42952,0.996496,0.0516952,0.101294,1.04984,1.14713,1.25082,0.929167,0.35764,0.357667,0.22421,0.142283,0.0579497,0.582477,0.0804818,0.0899862,0.342064,0.0442109
5,0.000483316,0.00059234,0.00076386,0.000826127,0.000848657,0.000834353,0.00068606,0.000648758,0.00108083,0.000902388,0.00122662,0.00252641,0.00283448,0.00577766,0.00528946,0.00183513,0.00807615,0.00187085,0.00180096,0.00179629,0.0136845,0.00836107,0.00401316,0.0150235,0.0146066,0.0326151,0.00123065,0.23758,0.347884,1.44001,1.37524,1.37138,1.29962,1.27179,1.09896,6.38188,6.42767,0.977211,0.965391,6.76107,0.677586,8.72522,9.33396,0.31814,0.00152689,9.51934,9.89533,0.556791,3.03805,0.82946,9.27336,0.818475,8.4839,6.00662,5.02425,0.0965921,1.27361,0.0208917,0.020737,0.00155673,2.56502,0.214896,0.0016249,0.0033171,0.730715,0.319224,0.866779,0.10454,0.0152357,0.0152238,0.00835329,0.00504155,0.00200495,0.0320539,0.00277867,0.0031179,0.0108628,0.00064204
6,0.143724,0.193753,0.225765,0.238769,0.247161,0.296408,0.277215,0.256801,0.36147,0.397286,0.467113,0.62268,0.703162,0.857709,0.880458,0.82208,0.944938,0.836478,0.848936,0.850795,1.05571,1.11745,1.08211,1.57366,1.62316,2.20166,0.516782,4.39528,4.9688,10.5871,10.5462,10.6964,10.8646,10.9502,10.5429,11.7422,11.8223,10.7663,10.7466,10.6645,11.3513,18.1158,17.983,12.0372,0.2042,21.2462,20.9566,17.4435,26.7007,20.3165,25.5239,22.3275,28.7701,32.1689,32.3823,11.3046,26.5388,5.27113,5.28566,0.171534,31.1856,16.3985,0.189782,0.920666,24.869,20.11,27.7431,14.2032,5.31013,5.31468,3.31487,1.88348,0.309677,8.79626,0.692151,0.88051,0.00186696,0.000801239
7,79.5874,58.694,27.8127,21.7276,20.2237,25.4541,48.8842,55.13,11.6726,24.7267,9.95547,3.05458,3.05436,1.88285,2.10391,7.34034,1.62857,7.24248,7.95862,8.02516,1.29866,1.95833,3.5634,1.96304,2.06519,1.76891,12.2357,1.11976,0.998797,0.271836,0.259884,0.246447,0.21785,0.206142,0.195902,0.0492269,0.0485449,0.157083,0.155757,0.0267681,0.0835743,0.0206633,0.012597,0.0288404,0.536359,0.00977606,0.00653344,0.010507,0.0093251,0.00812279,0.00524557,0.00456712,0.00333804,0.002988,0.00305855,0.00756213,0.00294149,0.0164171,0.015885,0.111103,0.00248638,0.00347117,0.0928947,0.0418217,0.00181654,0.00178837,0.0010389,0.00201382,0.00591859,0.00586784,0.00809525,0.0121783,0.0258545,0.00249991,0.0168483,0.0149029,2.18669e-06,2.68476e-06
8,1.22747,1.66043,2.52942,2.8427,2.94269,2.55984,1.66434,1.48876,4.09624,2.41244,4.57738,24.8305,25.1784,59.2939,49.3564,5.43241,78.0441,5.4811,4.6651,4.59437,119.377,58.4727,17.9638,57.764,50.942,63.9996,1.83582,87.5267,94.1343,60.7724,57.1597,55.1515,49.2413,46.9427,40.8345,87.3956,86.4291,33.0037,32.5352,58.7421,18.0545,52.3406,39.8026,6.23688,0.717706,39.2041,31.953,8.5,36.283,11.8369,34.595,10.1661,31.8969,32.619,31.826,2.16099,13.4932,1.3641,1.3569,0.551263,21.6996,3.09822,0.556452,0.799626,7.40506,3.72528,7.47567,1.93431,1.13841,1.13732,0.976652,0.845603,0.549266,1.30218,0.651795,0.687531,0.00198505,0.00144192
9,3.63824,5.91916,12.6964,15.8048,16.9218,15.0644,7.57918,6.33945,28.243,16.1128,33.3049,66.7192,68.4806,88.0879,84.509,42.6125,95.4022,42.9593,39.6675,39.3442,106.791,91.036,67.3778,94.6739,92.2716,100.182,14.906,109.62,110.765,91.433,89.9618,88.8837,85.8994,84.6319,81.9635,84.9343,84.6056,76.8126,76.526,71.842,62.8613,65.4876,56.3127,40.2673,4.71349,51.4692,44.669,35.8869,45.1265,36.4347,41.026,30.6913,34.4076,32.5667,32.596,19.0509,28.7597,12.7053,12.5733,3.32945,29.149,20.1782,3.36813,5.60223,22.5342,18.6735,19.1895,13.957,8.93011,8.91119,7.20479,5.8686,3.28376,9.89235,4.05059,4.34586,0.00692917,0.00600849
