real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.218584,1349.46,1.92295e+10,964.013,0.152351,13683,2.4448,34.3124,63.3578,-47.0981,225.739,23.8487,65.5585,14.8876,73.904,0.730869,285.728,44.258,91.0653,5.17044,65.6991,3.33459,73.0119,46.3173,274.4,37.2397,244.578,35.8322,328.804,-5.81366,19.5527,-1.32112,69.4038,-14.979,103.935,-34.4952,240.726,29.5803,73.1823
1,0.227192,1394.18,1.88834e+10,935.866,0.298855,14312.3,2.80306,36.6533,65.7772,-9.01813,231.416,33.712,80.8794,6.11612,97.9294,35.8748,366.982,28.3318,102.949,-46.5908,96.0336,2.76956,85.5941,-37.8007,205.971,-2.57299,297.933,-34.117,341.72,9.60993,19.9594,57.1888,73.6254,-34.696,84.7997,28.7917,327.268,0.642372,49.6076
4,0.256928,1121.99,2.02938e+10,804.716,-0.227663,13523,2.64808,62.5314,44.9168,9.27605,251.398,10.2705,57.356,-6.4812,72.1558,-65.4198,344.628,54.5018,117.829,-16.4512,101.686,7.81323,80.8311,17.8134,330.277,-35.267,298.52,72.0889,367.397,25.8202,20.5397,14.7862,94.2699,-46.4147,104.291,2.44879,360.634,61.4745,57.0329
5,0.283582,1621.49,2.58867e+10,830.818,0.566715,13990,2.40408,24.9034,60.1951,21.3357,293.513,20.1104,56.4254,-29.2504,79.6401,0.955078,313.686,-9.65056,85.4454,-20.0166,98.2715,-11.474,90.2721,-2.46784,267.697,34.0669,232.317,4.55655,312.69,-0.160013,17.6386,-5.27501,98.1935,4.1611,90.2634,-24.3446,324.644,50.4009,45.7552
6,0.30002,1643.1,1.501e+10,1005.26,0.113336,14594,2.78226,-9.37131,59.6539,-33.5413,309.077,45.2674,57.6148,15.205,74.5634,-36.8557,225.568,-31.1942,57.6069,56.7858,93.754,42.5982,77.6958,-22.3611,241.142,-22.3014,267.678,13.5378,302.086,9.90987,15.0057,-4.36526,72.9135,-21.9312,94.621,0.988412,302.622,35.9515,60.4559
8,0.201345,831.552,2.89816e+10,892.068,-0.518824,13167.9,2.42847,25.8497,64.1378,-6.47915,302.64,57.6214,52.3103,20.5254,66.9769,-14.9413,253.813,57.1137,92.242,-5.4483,90.1836,25.9121,107.693,-10.3765,279.371,16.1757,245.407,-10.9247,338.071,18.5658,17.8756,6.28385,82.2086,-0.692325,98.0578,-1.75308,322.979,-0.88695,51.9563
9,0.311013,1892.7,2.61411e+10,863.827,-0.0937234,13888.4,1.88087,54.9107,59.9319,9.85044,180.736,2.04239,74.4095,10.1074,91.7626,32.1865,352.829,5.995,76.4149,26.9949,76.4619,-58.5648,93.7602,-12.2881,268.94,38.9529,343.654,-26.0788,387.71,-33.5362,20.8505,5.21967,96.0263,28.3345,95.6854,-17.6038,271.009,1.56132,52.9324
11,0.4258,761.074,1.70264e+10,805.985,0.568747,12322.2,2.14359,24.7281,58.4875,-27.6335,220.805,17.6145,67.3491,25.2912,54.0984,46.9377,378.914,49.0991,64.2595,-13.805,101.784,10.4782,93.3531,52.7573,240.986,35.1475,241.426,-68.8045,302.033,-62.8813,16.7352,50.3957,66.2299,-28.2162,81.4525,34.5228,307.29,24.8901,57.6806
13,0.404393,1539.54,1.85242e+10,796.023,-0.227007,13221.7,2.14092,-33.49,55.9387,21.4821,226.835,45.821,62.4841,37.2772,64.6445,-27.7066,285.925,66.2446,86.1821,32.4595,92.6505,-11.3357,86.2178,-50.1884,312.992,49.2798,340.64,14.6779,352.688,23.7765,17.9864,35.9676,69.9443,5.19025,87.8994,20.7624,285.73,3.90739,65.7342
14,0.231266,1165.22,1.98857e+10,706.439,0.466492,14467,2.19171,43.1558,70.3595,30.155,246.548,0.746272,62.0891,29.3541,88.991,22.6934,373.876,-33.1702,89.5518,-41.3489,89.3819,-2.25214,72.4871,10.7824,290.16,31.4848,182.149,-25.2749,433.161,-20.3298,17.3123,-11.5131,72.5352,31.5137,103.928,-18.9093,262.322,44.6515,66.9621
15,0.445445,2608.28,2.48337e+10,858.066,-0.416014,13969.6,2.88584,-44.4016,77.6484,-23.5764,244.725,26.0331,55.7816,82.3888,57.8732,-9.45405,323.04,-7.33336,90.461,44.2351,80.9942,10.327,79.6531,-4.73495,229.36,24.2986,294.515,-0.0954669,344.693,-2.56532,15.8537,-8.50809,78.1453,67.9132,104.958,19.3858,328.719,29.9456,60.9224
16,0.350341,1850.66,2.23984e+10,977.25,0.228365,13668.2,2.47043,27.1742,48.775,10.7127,228.901,7.766,54.4903,30.5177,85.1898,-7.13937,279.066,-22.3039,103.469,13.1438,89.4587,2.30512,107.479,32.4294,246.1,60.2724,219.366,-2.49384,290.879,37.248,22.2815,2.31307,62.1094,-14.3748,95.7395,8.84972,281.842,18.7727,45.5091
