real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,6.21493,6.67581,10.1964,9.68981,3.91361,11.9436,3.97127,3.66064,3.63188,14.8864,11.9496,7.57781,15.0157,14.6333,20.2339,1.41591,43.537,50.8625,93.9598,90.4669,87.4132,86.619,80.3069,72.2145,36.0664,36.2361,63.9595,63.3087,29.8912,42.87,52.3189,51.9586,19.8388,0.640073,61.5959,62.5952,24.9788,54.7361,30.4746,74.2173,29.7609,82.0108,78.5442,73.2757,8.57122,37.9172,3.38403,3.36421,54.9316,14.1045,0.497065,0.999086,29.0827,18.2394,33.2328,9.25963,2.68182,2.6798,1.79345,1.25358,0.535262,4.33526,0.740435,0.823505
1,2.27095,2.43979,4.03847,3.75669,1.35101,4.92018,1.37147,1.26526,1.25565,6.64994,4.74265,2.72424,6.02808,5.79669,8.46414,0.535884,23.2328,29.4922,65.1991,61.0642,57.9129,57.0245,51.1855,44.4312,62.685,62.8206,38.3731,37.9031,49.4112,25.1761,73.4937,67.4826,12.002,0.31222,73.8353,71.1821,16.9491,51.9089,22.1454,78.6411,21.8175,81.4236,74.0162,67.8631,5.25925,29.7333,1.9531,1.94463,46.9984,9.21684,0.262619,0.543348,21.6028,12.6322,25.8677,6.07637,1.61568,1.61505,1.05606,0.72078,0.296818,2.75078,0.417852,0.467354
4,3.22604,3.53227,5.16382,5.01575,2.62496,5.98025,2.67592,2.60343,2.59979,7.24452,6.35138,4.56985,8.61648,8.61824,12.5549,1.90778,32.2671,38.3204,80.8773,82.0282,82.4282,82.9327,84.0284,83.4138,23.8519,24.0009,83.0848,82.9686,20.2892,76.0843,37.6314,38.8558,48.5123,3.60536,46.7161,49.8958,45.769,51.0862,46.5596,58.1533,39.0262,64.8705,58.2659,53.9082,19.1478,37.7042,9.30641,9.2312,42.8576,23.3285,1.7618,3.08369,29.7375,22.9491,27.8082,15.1261,6.96539,6.95593,5.03696,3.69654,1.69969,9.16066,2.27598,2.50998
5,1.9677,2.188,2.88422,2.8983,2.17842,3.24405,2.22491,2.2611,2.2685,3.72543,3.73327,3.23064,5.54103,5.71663,9.03035,2.09789,34.7716,44.9133,130.331,132.172,133.079,133.24,133.124,132.904,19.9758,20.1502,128.728,128.45,15.924,106.533,37.114,36.0631,59.9624,2.88396,47.0144,46.8352,55.7588,74.173,59.2821,62.9171,54.6501,75.3629,84.046,83.1413,26.0565,60.5811,14.4595,14.3352,74.19,32.9578,2.6238,5.43388,50.0787,36.5783,53.5519,23.1355,10.787,10.7713,8.17237,6.30268,2.95369,13.9163,4.02121,4.41539
8,1.68187,1.87229,2.60758,2.58669,1.6939,2.9918,1.73057,1.73368,1.73672,3.55802,3.35848,2.69851,4.87907,4.97238,7.60641,1.44118,25.3918,33.2685,175.67,178.939,178.999,180.694,181.485,174.295,28.1363,28.3653,168.533,167.752,22.119,137.896,50.0713,47.7275,78.0564,2.09985,61.5725,60.3567,79.3293,102.728,84.8404,80.9394,77.7715,96.2484,109.022,108.903,35.5671,84.4289,17.0594,16.9534,99.8767,46.7501,2.02953,4.79552,69.9923,51.6565,73.2019,32.3121,13.29,13.2755,9.31111,6.52914,2.49055,18.5571,3.68279,4.16323
9,1.47469,1.65506,2.39158,2.36879,1.4629,2.80109,1.49635,1.49286,1.49489,3.43578,3.20457,2.45828,5.05458,5.15942,9.01993,1.16626,41.0238,54.1019,149.122,147.127,145.037,144.566,139.824,132.903,24.2362,24.4061,125.267,124.619,17.4962,101.615,41.4172,37.6581,62.4147,1.59263,49.3276,47.1291,67.8705,93.5694,74.5403,65.6479,69.9885,79.8152,95.1279,96.5371,30.4517,77.6116,14.119,14.0445,91.656,41.7636,1.52925,3.77917,65.2397,47.9144,70.1169,29.6053,11.3349,11.3258,7.75756,5.30434,1.90764,16.6176,2.89277,3.29646
11,2.9941,3.34475,4.53604,4.53963,3.17194,5.16019,3.24104,3.25442,3.26055,6.04996,5.91453,4.95101,8.80748,9.04611,14.2638,2.50762,53.0958,68.7647,178.097,177.56,176.117,176.229,173.103,165.835,35.4683,35.7039,158.364,157.629,26.7151,131.328,56.8039,50.6287,81.6482,2.57017,62.8447,57.6731,88.6475,118.471,96.4853,75.3806,87.0254,84.3209,99.3501,102.505,38.8252,90.6968,18.6076,18.5023,99.4584,51.1325,2.34533,5.39481,73.2741,55.006,71.3954,34.9894,14.7692,14.7549,10.4005,7.31469,2.82266,20.5183,4.15236,4.68885
13,0.0784551,0.0880177,0.111335,0.113407,0.107763,0.124651,0.110401,0.117458,0.11848,0.143357,0.148909,0.142568,0.241459,0.254826,0.476965,0.178601,4.88964,7.90602,79.6564,83.5067,84.8505,86.8142,91.7459,90.4669,12.4644,12.6593,93.0829,92.9395,9.52584,90.479,33.4617,30.4956,67.3434,0.675838,44.4095,40.7318,89.6757,134.901,105.516,63.7435,105.8,80.1559,112.675,122.448,38.1886,120.667,14.3839,14.3608,133.371,60.0467,0.837541,2.66428,101.739,73.4294,106.191,42.753,12.695,12.6961,7.8019,4.70828,1.26763,21.8075,2.18765,2.59573
14,2.30617,2.57217,3.52256,3.52012,2.3236,4.01165,2.37298,2.36168,2.36381,4.67419,4.59996,3.73942,6.87349,7.03389,11.2343,1.74019,41.4111,53.0196,128.33,125.322,123.108,121.81,115.283,109.58,9.51488,9.55949,100.669,100.088,6.2191,77.148,15.0904,12.5938,48.1796,1.89577,17.2091,15.4945,50.5139,54.2967,53.3043,24.2272,51.0941,31.8558,45.6178,49.4279,27.4667,53.9112,13.9618,13.9026,56.3138,35.8724,1.76534,4.11259,49.7726,40.3784,53.3243,27.6426,11.6567,11.6502,8.17118,5.69241,2.15671,16.7759,3.20062,3.62477
15,1.47979,1.63621,2.6953,2.57167,1.07685,3.33107,1.09724,1.04104,1.03651,4.4922,3.5648,2.14916,5.54123,5.47314,9.88514,0.548834,40.642,52.0321,109.332,106.718,104.582,103.861,99.1833,93.1608,16.2595,16.3474,86.9621,86.4399,10.4446,72.2773,28.2106,23.6887,57.8989,0.586074,33.5443,29.6614,85.7593,113.673,100.017,47.8805,106.488,62.21,94.6516,105.551,44.4127,120.713,15.3996,15.4446,126.031,71.0886,0.660721,2.21702,111.989,87.8291,119.223,55.2589,15.2272,15.2417,8.60225,4.63154,1.01975,28.7791,1.881,2.29972
16,2.49582,2.73036,3.97681,3.86019,2.06136,4.62541,2.09895,2.0346,2.03037,5.68847,4.90289,3.52563,6.69201,6.67652,9.91107,1.28231,29.6617,37.8409,142.723,143.415,142.159,143.253,142.395,134.566,41.4902,41.7519,129.794,129.114,34.1637,108.203,63.7944,61.574,61.1502,1.3447,72.9653,72.6096,64.1073,92.3415,69.5639,85.2134,58.4949,91.3124,88.2407,84.7216,23.1031,59.7155,10.4417,10.377,69.7922,30.4043,1.28264,2.957,44.4408,31.684,42.2397,19.3035,8.1553,8.14654,5.75887,4.06002,1.57211,11.1659,2.31419,2.61269
17,0.215197,0.25172,0.299155,0.320117,0.407093,0.329624,0.419957,0.463848,0.469881,0.353586,0.463954,0.529723,0.965197,1.07436,2.33219,0.763509,18.368,25.3917,87.6402,89.9134,90.9945,91.6236,93.3683,93.147,7.11688,7.22412,92.2126,92.0428,4.82582,83.8582,19.6662,17.2229,60.9161,1.10205,26.4985,24.4751,80.5825,105.82,92.294,41.0341,87.756,55.0537,79.2118,86.5712,31.1979,93.482,10.7645,10.7379,97.5281,48.4719,0.848658,2.09592,77.3536,56.1811,77.389,32.1755,9.20943,9.20846,5.53989,3.32832,1.0054,15.9132,1.59839,1.86702
