real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,6.0764,6.30518,11.9448,10.5638,2.12397,15.0468,2.14336,1.81421,1.78305,21.5332,12.8261,5.49303,14.1309,12.9368,16.9337,0.397519,24.8818,26.5608,24.9247,23.3241,22.1161,21.7791,19.5793,16.931,42.5527,42.7458,14.6648,14.4825,40.3066,9.95346,59.2862,63.8996,5.52638,0.125979,70.9305,75.4062,9.50794,33.9895,13.2496,79.5929,14.2195,81.6684,66.5426,58.3475,2.73229,21.0542,0.81987,0.817069,36.4409,5.50086,0.0982262,0.197969,14.8862,8.04022,17.9931,3.39725,0.683316,0.683179,0.412417,0.266886,0.107314,1.31424,0.150274,0.168451
1,0.05444,0.0580068,0.101762,0.0924978,0.032464,0.129686,0.0328981,0.0307347,0.030544,0.196367,0.119357,0.0628047,0.155004,0.146499,0.237666,0.0164469,1.11997,1.67557,7.47033,6.81203,6.26931,6.19925,5.41628,4.30821,56.1048,56.3264,3.62822,3.56556,49.8292,2.32624,66.4462,65.7532,1.18633,0.0151709,67.2587,67.6363,2.55733,17.8476,4.07919,65.4623,4.54316,61.6798,43.4482,35.5687,0.590988,7.97395,0.147157,0.147272,17.5668,1.43477,0.0149772,0.0316636,5.23243,2.46562,7.31626,0.919241,0.138197,0.138312,0.078227,0.0481298,0.018402,0.315167,0.0264865,0.0299382
4,4.02783,4.3972,6.329,6.1612,3.26348,7.26911,3.32496,3.21971,3.21298,8.6729,7.72603,5.65029,10.3693,10.39,14.832,1.98985,34.62,39.9949,70.2605,70.7098,70.8241,70.9204,70.7772,69.9519,20.2123,20.3492,68.2983,68.1438,17.8666,59.0814,32.8929,35.1577,34.5332,2.93446,42.1786,46.1366,31.6792,39.0071,32.4866,52.8441,27.3092,58.7243,50.6345,45.8231,13.0791,27.5258,6.609,6.55327,33.9407,15.8047,1.33105,2.26635,21.2083,15.7581,20.5664,10.2318,4.90564,4.89847,3.61311,2.68996,1.25296,6.28002,1.67244,1.84168
5,2.93576,3.26103,4.24988,4.28607,3.17199,4.74664,3.23682,3.25648,3.263,5.35527,5.50404,4.77352,8.13464,8.39147,12.9732,2.6081,41.4771,50.6271,97.3525,97.3572,97.5716,96.8706,94.6032,94.4836,14.7496,14.8859,89.3276,89.0867,12.123,70.0032,28.769,29.0019,37.9657,2.43581,38.3111,39.1509,36.3802,54.0696,39.871,52.8009,38.7579,64.1472,70.5357,68.9727,17.365,45.9164,9.57885,9.49769,59.7491,23.0614,2.00042,3.81133,38.3265,27.1051,43,16.5054,7.20636,7.1966,5.45186,4.2432,2.11043,9.57268,2.77997,3.02779
6,1.26665,1.3958,1.83778,1.8358,1.29754,2.05797,1.32262,1.32333,1.32516,2.35654,2.30879,1.94976,3.23206,3.29956,4.81021,1.05299,13.2441,16.0811,48.5408,49.7703,49.9105,50.8305,52.7509,51.0152,15.8511,15.9963,52.343,52.2381,12.9124,53.5317,29.4867,28.0349,45.3824,1.19984,36.16,34.6388,60.9663,77.2762,69.5197,46.7867,67.8346,55.0058,67.545,70.8099,26.6265,72.6075,10.6475,10.6211,75.4172,40.4656,1.13563,2.6329,62.9101,47.5316,63.3619,28.5533,9.20993,9.20847,5.96077,3.88791,1.39625,14.9949,2.08763,2.38157
8,0.168212,0.188811,0.249488,0.251905,0.207751,0.282666,0.21276,0.221939,0.223379,0.328988,0.331979,0.297455,0.514877,0.535793,0.873852,0.289375,3.75527,5.17113,63.1696,69.1004,71.4435,74.9912,85.8158,85.8133,7.24271,7.33867,97.4629,97.6464,5.45902,121.647,18.0944,16.9974,114.193,1.29649,25.2208,24.383,121.609,94.746,120.281,39.255,108.063,53.1338,74.6754,80.9316,64.4792,101.709,28.7929,28.7451,95.7875,80.1436,1.76966,5.72623,94.348,81.7207,92.2663,59.1856,24.916,24.9065,16.2876,10.1989,2.80311,36.5895,4.8493,5.74379
9,4.84491,5.48358,7.17559,7.33789,5.48361,8.02654,5.60831,5.63048,5.64052,8.90248,9.78594,8.65197,15.3629,15.9849,25.1873,4.05006,70.4581,81.7749,114.927,113.744,113.317,112.298,109.02,108.044,15.1444,15.2459,102.802,102.543,11.1574,86.2291,28.0019,26.5361,58.4317,3.35414,36.5266,35.5591,61.262,76.4372,66.3311,52.4631,67.0085,66.9917,85.3857,88.288,34.2236,76.7129,17.9651,17.8669,89.4716,45.9132,2.7957,5.9024,70.0194,54.2017,78.2746,35.6734,14.5927,14.5819,10.3618,7.44144,3.12626,21.0439,4.40101,4.90877
11,10.1292,10.9193,16.1267,15.5076,6.68792,18.6444,6.78237,6.26835,6.22037,22.5584,19.1583,12.6231,24.374,23.8594,32.9197,2.52603,66.8871,75.5568,97.0671,92.8501,89.7126,88.6067,82.1095,75.0205,60.1732,60.3046,67.5806,67.0271,47.9143,49.8421,72.1348,66.0953,28.1176,1.28531,72.6718,68.1188,32.8102,67.5065,38.4941,75.6986,35.5935,75.7891,73.3866,70.3976,12.7573,41.47,6.13772,6.09828,54.7207,17.8516,1.03816,2.06254,30.5494,20.3999,31.1811,11.7947,4.80807,4.80297,3.47863,2.55578,1.13755,6.63541,1.56393,1.73191
13,0.0246657,0.0278512,0.0327789,0.0341338,0.0405381,0.0357715,0.0415981,0.0456488,0.0462086,0.0391259,0.0450215,0.0486085,0.0785659,0.0850344,0.17853,0.0931581,2.59603,4.33739,45.1082,47.8857,49.2459,50.4151,54.1562,55.2319,4.0395,4.12489,57.8918,57.9339,3.20592,57.7063,15.5929,14.96,41.5861,0.493605,24.9482,23.5212,53.9921,95.1199,67.0115,43.1075,75.4479,61.3345,97.8963,108.605,24.4105,99.088,10.1814,10.1441,121.538,41.5088,0.627035,2.04224,85.9102,57.5719,99.721,30.8546,8.62003,8.61879,5.50148,3.47118,0.964281,14.8832,1.66162,1.96201
14,4.84769,5.41279,6.49477,6.72515,5.46095,6.96089,5.56608,5.52589,5.52673,7.16901,8.49459,8.0998,12.407,12.9362,18.5054,3.36012,42.4595,47.9024,59.3874,57.6589,56.8955,55.8064,52.2801,51.248,2.69435,2.70286,46.948,46.7687,1.6639,37.0356,3.9508,3.18345,27.8342,2.20181,4.51889,4.04634,28.2623,21.8091,28.392,7.11875,29.5791,10.6127,18.2627,20.9484,21.8146,30.8544,12.6671,12.6415,29.1013,27.2447,1.95691,4.2323,33.6977,31.2812,38.1377,24.7748,11.4862,11.4867,8.21973,5.80379,2.32675,16.6906,3.36776,3.78928
