real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.271937,1279.38,2.37776e+10,928.459,-0.174425,13558.4,2.4019,52.0108,60.1292,-29.9277,227.173,25.4895,64.6828,12.393,73.8572,-0.469747,297.359,28.5535,95.1705,-7.52608,68.6487,1.11594,75.6748,33.7888,276.652,30.9925,255.549,26.6437,334.814,-3.77664,19.2675,-5.89147,71.657,-9.11306,102.716,-31.8591,253.542,27.9959,69.661
1,0.303805,1375.46,2.4421e+10,899.728,-0.143922,14069.5,2.72403,47.0278,62.553,-8.29387,241.754,38.7909,79.9933,7.75615,91.4097,20.4427,367.617,27.7147,97.7251,-33.5428,98.3596,13.3206,89.9757,-30.4657,223.907,25.547,294.715,-16.6957,344.216,6.45406,19.0789,34.7341,73.1666,-28.982,91.3647,8.17707,321.273,7.7132,52.868
4,0.311701,1112.54,2.42991e+10,788.05,-0.274763,13383.4,2.52019,58.0155,47.2204,15.9402,248.907,13.3949,60.8622,2.61644,72.4591,-51.6234,340.322,50.6651,114.932,-18.966,97.985,12.0281,85.8358,16.0034,313.987,-21.8563,300.399,57.5735,365.339,22.3924,20.0936,12.426,89.3357,-36.5715,103.467,-3.61356,349.628,52.1628,56.2154
5,0.329028,1443.01,2.79435e+10,848.272,0.307921,13761.7,2.37354,32.4472,59.4037,14.9411,286.732,21.4822,61.7164,-12.8412,78.0803,1.0334,307.703,-1.01809,86.2291,-17.8719,96.5009,-11.0499,95.0675,-6.10328,263.838,43.2355,242.403,4.51163,327.594,6.21154,17.1013,-3.19878,93.5908,0.41133,96.3279,-28.9707,332.183,37.4508,48.2574
6,0.355078,1410.31,1.77559e+10,951.152,-0.0413003,14283.4,2.66047,14.2974,60.3862,-27.2294,291.285,39.3718,60.6769,1.01956,75.3775,-31.262,257.966,-30.5919,65.8607,44.4047,91.8858,51.6788,83.1787,-12.6662,240.226,-8.7471,269.881,14.121,315.966,5.21993,16.1647,-6.54752,72.3538,-16.8296,90.535,-7.08404,292.14,25.1555,60.5835
8,0.249395,908.076,2.95505e+10,857.739,-0.53165,13152.7,2.4282,36.8894,60.6167,-14.8823,290.982,58.9221,56.3424,10.236,69.6643,-13.9509,269.291,47.513,89.4523,0.950552,88.2721,25.0034,103.854,-7.07545,272.887,22.0928,251.248,-3.16468,348.295,4.65081,17.1558,6.11211,78.6374,-3.87288,102.094,-4.42254,312.226,6.22697,54.1411
9,0.333185,1515.45,2.95413e+10,836.811,-0.267835,13844.3,2.09625,54.9348,58.4665,7.46949,203.436,14.3463,72.8351,21.074,87.1136,21.7047,341.236,1.29863,83.9984,13.2095,82.7544,-41.4356,92.2425,-2.52016,257.727,23.4121,333.555,-26.5211,380.185,-13.2456,18.8844,5.58252,88.7379,6.64847,98.5225,-19.8427,280.293,13.3689,53.2122
11,0.52963,777.945,1.99816e+10,788.175,0.256341,12649.1,2.22387,44.4621,58.3583,-10.0907,220.77,29.8809,66.5706,24.0588,57.1627,25.2088,370.908,32.9651,68.1933,-9.89027,98.6217,24.0222,91.6215,50.2058,251.014,42.9991,261.413,-40.8675,318.357,-60.9194,17.1379,38.9729,68.1264,-23.801,85.7731,25.0143,305.673,22.6895,59.8378
13,0.469699,1331.29,2.10993e+10,793.932,-0.26679,13175.7,2.15869,-7.48211,55.2289,20.3022,222.736,44.6307,66.3737,27.3208,68.5838,-21.139,303.346,56.9595,89.252,20.6149,90.5989,-0.334889,87.3235,-29.287,297.065,46.8395,325.453,12.6065,349.913,13.1869,17.4228,24.6988,68.1061,5.49432,89.4883,5.93186,287.045,5.48458,64.9693
14,0.30285,1201.38,2.46209e+10,750.935,0.0831448,14012.4,2.20126,45.8152,65.947,30.8292,247.806,10.6739,63.6641,30.3634,86.0003,14.589,353.973,-15.9238,92.4763,-26.8233,88.4564,10.784,83.8287,7.1827,279.549,34.9232,214.323,-15.3344,405.062,-12.0474,16.8613,-6.87805,74.7386,20.2404,106.797,-23.4876,271.738,33.7519,65.1119
