real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.295564,1090.54,2.45559e+10,892.49,-0.256355,13661.1,2.43123,55.6456,60.3021,-28.1465,239.272,29.6137,65.9607,7.10557,72.8953,-6.91664,303.71,24.15,89.5666,3.269,73.8744,7.30878,79.0099,23.6063,273.383,33.8195,245.335,13.075,344.861,-4.08282,18.7337,2.19035,72.7837,-17.3803,102.597,-24.3193,246.078,20.4442,67.2682
1,0.339918,1200.04,2.96468e+10,872.829,-0.161129,14080.9,2.60013,50.1585,60.8847,-3.55053,236.093,41.2364,75.7401,24.7696,86.3901,15.4488,343.73,24.3636,97.7119,-24.8392,95.3928,7.97809,94.4237,-24.5109,243.88,26.3836,288.728,-15.6054,332.25,2.17038,18.8057,19.3877,74.2548,-24.2671,88.2955,-3.23965,313.754,10.5867,56.0375
4,0.334417,1079.61,2.71489e+10,782.088,-0.35857,13414.6,2.45122,59.8525,48.6222,16.2998,249.697,17.7222,60.106,10.6472,72.7431,-42.2781,339.073,44.8858,113.328,-16.7658,94.7597,7.17318,86.9604,14.343,318.756,-15.9048,305.34,44.0359,371.492,25.214,19.7989,10.6398,86.649,-34.1477,106.103,-8.76055,352.811,45.3441,54.4967
5,0.367193,1313.94,3.0903e+10,830.297,0.173454,13697,2.34157,37.0858,60.0307,13.292,278.342,24.0174,63.889,-3.99101,79.3992,-0.355342,308.013,-0.024678,83.33,-14.0687,97.1278,-12.3474,95.8866,-1.21829,266.906,47.4877,244.234,5.17783,330.064,8.75159,17.0529,2.02387,93.0149,-5.93024,97.3041,-29.9592,329.254,32.6021,47.5275
8,0.267446,857.665,3.03528e+10,836.121,-0.465868,13263.6,2.46893,39.5192,60.3933,-17.2283,272.325,50.2825,58.4097,5.08521,68.4671,-6.28738,271.419,35.3413,87.429,2.37151,87.8173,24.8416,101.656,-8.46744,272.444,23.1314,255.929,0.0743955,355.947,3.29058,17.8988,5.38257,80.921,-7.30886,99.7849,-7.21414,310.784,9.19214,55.1403
9,0.352695,1479,3.09107e+10,824.322,-0.358506,13761.3,2.06655,53.8283,57.9796,4.84237,208.296,19.7307,71.9296,20.7271,86.431,14.4864,337.694,5.10699,85.3214,12.4578,84.2054,-33.648,87.5866,2.77193,265.175,27.3324,333.048,-13.2635,375.668,-5.01122,18.8088,8.97591,83.7739,1.44806,96.4406,-23.121,291.407,13.2125,52.8175
11,0.54461,895.103,2.29393e+10,755.333,-0.099994,12893,2.14758,39.5257,56.1717,-9.23604,232.932,40.2277,66.2483,24.0451,59.0217,11.5732,354.991,38.3079,73.5394,-6.21172,96.117,32.2909,91.6448,45.8775,253.034,40.5447,283.066,-29.3764,320.22,-28.4197,17.6644,31.6327,67.9002,-18.4037,89.4524,10.1879,280.376,18.8838,60.9933
13,0.46161,1256.63,2.29547e+10,786.842,-0.224768,13282.3,2.198,6.83647,55.7519,18.3121,226.023,44.3065,66.11,25.2452,71.4472,-16.3798,304.138,50.6256,89.0992,19.2549,91.4338,-4.28632,87.3956,-37.6747,277.76,45.8552,325.966,10.1683,345.448,11.7487,16.8975,13.6253,69.7577,0.417284,89.6462,1.73175,287.645,12.2241,63.5279
14,0.359903,1178.93,2.87941e+10,770.362,-0.108891,13990.8,2.1596,51.9586,64.592,25.3406,236.245,18.6382,64.567,31.4521,86.68,10.2125,350.607,-14.4506,89.8017,-16.6289,88.0446,10.8551,80.5126,12.0058,269.024,28.0714,220.866,-9.58805,400.181,-3.18823,17.3007,-1.60089,76.9964,11.1216,106.863,-21.1436,266.835,23.2415,60.4939
15,0.490376,1869.7,2.75996e+10,831.643,-0.430305,13799.6,2.61094,4.37301,66.4376,-15.0206,249.468,29.8615,61.9346,53.5894,67.5241,-8.4338,307.3,-1.62078,84.1834,27.8385,82.7999,12.4009,87.4944,4.97445,245.189,31.9793,284.451,12.5826,340.447,1.21293,16.9381,7.31809,78.0787,20.734,107.348,2.62692,289.855,13.73,55.9979
