real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.188566,1342.25,1.85304e+10,979.911,0.364089,13787.4,2.4592,23.2045,62.9086,-56.1533,232.955,17.5655,67.3907,20.5478,74.48,15.2038,275.714,46.9692,92.3893,11.6767,65.9111,1.2114,72.8396,50.3651,275.432,42.7707,250.685,46.4669,314.479,-3.69292,20.2234,0.333115,70.3108,-9.5613,104.563,-38.988,239.618,36.0653,75.6113
1,0.214012,1425.74,1.69371e+10,937.158,0.59394,14537.1,2.82127,45.1847,65.674,-3.94446,231.386,31.16,83.3054,10.7439,98.7892,50.0304,376.049,32.6886,105.19,-50.0305,97.4553,-3.82671,82.3098,-47.2935,192.804,-10.3872,304.763,-39.684,329.47,13.0477,20.2859,70.4142,72.5667,-34.1704,86.0394,37.7731,312.597,-1.0913,49.5847
4,0.233766,1200.15,1.86019e+10,791.568,-0.120104,13578.1,2.64255,62.4544,43.1104,1.99427,255.081,8.40225,58.3736,-5.3893,72.0957,-74.8101,341.964,58.1595,119.921,-14.6932,103.663,9.01469,78.3392,15.2098,330.977,-43.3667,293.725,84.7511,365.738,32.8964,21.1334,16.0901,98.8428,-46.663,105.788,9.53413,354.914,75.0875,58.1091
5,0.271367,1699.12,2.32506e+10,825.554,0.900204,14157.8,2.37779,25.0975,60.6637,24.065,302.185,26.6979,50.1976,-42.2196,80.8318,5.74166,288.432,-13.199,87.3221,-23.0011,100.435,-11.6001,91.5272,4.65224,269.575,40.0118,224.082,16.1009,302.249,-7.6735,17.5829,-15.3354,104.531,8.90404,93.3566,-21.3562,332.928,83.1527,46.8543
6,0.266707,2131.56,1.37831e+10,1039.59,0.339634,14781.7,2.71335,-15.1334,56.4579,-36.1353,313.938,46.269,56.2205,21.7941,73.4606,-37.2583,219.024,-39.9532,54.5847,62.3174,97.9086,40.2115,75.5862,-28.3145,234.946,-26.9431,266.31,19.1522,292.182,18.4339,15.026,-1.82799,70.9884,-25.4958,95.4524,-2.10438,310.118,44.1658,61.2448
7,0.310351,2896.83,4.08738e+10,950.231,-1.05946,13848.4,2.20454,29.7097,73.7874,15.3245,325.983,-15.4515,55.0834,-56.6921,65.3735,-41.7876,333.401,-6.12536,92.1043,20.2497,99.4708,40.5411,97.1899,-9.51803,261.156,-6.44448,285.361,-34.9324,296.841,-19.9474,18.2976,12.66,75.1745,18.2066,115.182,-16.9873,231.255,6.34097,56.6448
8,0.18456,781.906,2.89132e+10,907.504,-0.418165,13213.6,2.42209,18.5056,65.2346,-6.58029,309.479,61.3899,50.7718,26.8038,66.3107,-16.8207,246.15,61.598,92.1172,-3.44659,90.481,27.4415,109.69,-13.6141,277.464,12.5847,234.098,-9.89479,335.916,23.7575,17.9805,10.8589,83.6306,6.49706,96.8031,-4.6156,319.864,0.0233969,52.2371
9,0.289075,2003.34,2.47053e+10,889.777,0.124916,13908.9,1.86141,51.2097,62.7332,6.14618,166.055,3.39467,74.0076,6.05263,93.1982,39.3136,352.597,10.7704,73.8541,28.804,77.6305,-71.9818,97.9976,-12.0091,263.024,46.0655,350.387,-29.2795,382.353,-41.4664,21.5771,-0.729687,100.498,35.8756,96.6659,-13.3764,262.345,1.68175,52.7601
10,0.371482,937.995,2.69563e+10,866.578,-0.345847,13336.3,2.84625,-12.6102,46.2262,4.41911,234.399,1.20407,55.4115,-27.6792,75.501,-18.6504,313.523,-14.6587,83.5458,6.66819,93.5311,-41.5884,96.976,-1.12304,322.535,38.1825,293.864,-38.11,373.147,2.60085,16.6342,-34.5539,52.1794,-31.7178,85.379,-44.1713,238.858,-41.2512,46.0734
11,0.410098,778.171,1.42992e+10,810.499,0.851205,12224.2,2.1037,20.9948,57.4581,-35.7884,217.409,16.9651,66.928,22.0259,50.4951,61.0091,395.262,56.1166,66.3951,-16.138,103.784,3.28318,94.1717,52.5069,238.02,38.4128,224.291,-75.4972,295.561,-70.1531,15.9245,64.4916,63.9321,-28.0991,79.7751,41.8217,303.571,28.638,57.7011
