real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,3.17112e-05,2.26984e-05,4.57498e-05,2.9405e-05,0.50529,0.174422,0.298667,0.0453636,0.0711182,0.00692092,2.88992,5.46062,12.9353,15.8655,16.8788,14.6972,5.9625,4.7215,27.2729,0.463049,13.8453,0.0425294,32.5416,0.0286446,55.8602,60.9503,66.0441,69.2852,41.6057,67.5785,41.9329,36.336,35.762,66.6056,81.2394,76.5736,104.394,107.399,128.621,9.18152,174.98,182.084,0.32397,0.0192491,207.306,205.218,199.332,187.161,181.482,177.144,28.3424,28.2993,155.003,154.114,19.7747,113.367,28.1017,22.1275,78.1862,6.89567,24.013,19.689,73.0877,60.0568,71.0435,23.5613,64.3272,23.8035,32.1813,36.4906,54.323,57.074,37.8746,37.7919,6.48652,46.7414,57.6846,6.86334,0.0454424,15.199,55.1246,55.1859,49.0186,50.261,34.3385,34.3292,27.3211,20.8186,8.78545,41.2866,12.8201,14.3544,0.0153812,0.0124667,0.00515866,0.0120352,0.00992811,0.0039997,0.00186534,0.00503444,0.144628,0.0571796
2,3.24213e-05,2.34491e-05,4.65899e-05,3.03077e-05,0.473379,0.163084,0.2907,0.0446902,0.0787648,0.0076338,3.03346,5.6445,12.7436,15.4891,16.4571,14.7265,6.39618,5.11907,26.5235,0.512782,14.4158,0.0461018,31.9146,0.0288827,53.3298,58.3092,63.1531,66.3584,42.2125,64.5615,42.5893,37.526,37.0031,63.1703,78.1696,74.8533,101.695,104.982,127.189,10.1413,177.936,184.082,0.339057,0.0204901,211.096,210.465,206.015,196.337,191.322,187.632,27.2825,27.2386,165.166,164.21,19.0374,117.835,26.7677,21.0405,77.2558,6.85247,22.7033,18.5953,70.8611,56.7504,68.4126,22.1113,61.8616,22.2551,30.0936,34.1815,53.6017,54.5867,37.6322,37.5724,6.33832,44.2315,56.7565,6.70725,0.0465271,15.0019,53.4769,54.4377,47.8346,50.688,34.9798,34.9784,27.7957,21.0189,8.6723,42.4888,12.8055,14.3924,0.0156035,0.0125805,0.0052268,0.0121742,0.0103333,0.0039642,0.00184919,0.00624551,0.158725,0.109586
7,2.89901e-05,1.95105e-05,4.19618e-05,2.48456e-05,0.469634,0.124073,0.278476,0.0329707,0.074866,0.00724804,2.94438,5.50925,12.6199,15.4132,16.3957,14.5607,6.25748,5.0049,26.62,0.507115,14.2066,0.0448672,32.0274,0.0226908,54.6436,59.7581,64.2014,67.7998,42.2675,64.9973,42.6463,37.4665,36.935,61.787,79.7639,76.2841,103.915,107.413,129.492,10.1743,177.526,182.887,0.344912,0.0199983,201.402,200.094,194.462,183.55,178.389,175.939,24.8321,24.8168,155.303,154.523,17.3064,115.216,25.8703,20.3686,79.3824,7.22966,22.3852,18.3308,73.1011,58.5321,70.5796,22.1903,63.6878,22.5224,30.7232,34.9681,55.4823,56.0082,39.4056,39.3352,6.74501,45.2901,58.2931,7.14064,0.0467148,15.937,54.5694,55.5267,48.4546,51.8273,36.4105,36.4068,29.1181,22.1594,9.22728,43.7277,13.5833,15.2466,0.0132912,0.0111566,0.00458873,0.0122015,0.0103653,0.0037234,0.00173271,0.00616544,0.129986,0.0983169
10,3.50789e-05,2.39522e-05,5.04163e-05,3.0565e-05,0.548441,0.152094,0.28378,0.0418112,0.075681,0.00775896,2.81167,5.27546,12.4586,15.365,16.368,14.1344,5.93355,4.75374,26.625,0.498711,13.4838,0.0463907,31.6377,0.0273122,57.2811,62.2223,67.9305,71.3331,40.3134,68.8719,40.6423,35.4162,34.8898,65.6643,83.3655,75.7523,106.519,109.258,130.692,9.83185,177.465,184.553,0.340595,0.0208891,213.815,212.612,206.725,194.903,189.154,186.116,26.0529,26.0109,162.585,161.675,18.053,116.697,25.63,20.0355,78.3142,6.8495,21.7199,17.7151,72.4177,57.2837,69.9945,21.2854,63.6421,21.5936,29.83,34.1547,54.8905,56.1849,38.0144,37.9467,6.34385,45.1251,58.5004,6.70684,0.0471328,14.9342,55.3536,56.3009,49.5567,51.9422,35.0134,35.0097,27.617,20.802,8.59741,42.8392,12.6436,14.202,0.0148589,0.0119947,0.00500861,0.0124191,0.0102496,0.0038604,0.00189749,0.00568682,0.180621,0.121898
13,3.47962e-05,2.3988e-05,5.00306e-05,3.06587e-05,0.524223,0.148926,0.288911,0.041487,0.0786839,0.00790383,2.92262,5.45437,12.6214,15.4767,16.4696,14.4213,6.1779,4.95793,26.6798,0.515806,13.9286,0.0469282,31.8407,0.0278649,55.8847,60.8487,65.9507,69.3918,41.1809,66.8585,41.5316,36.403,35.8826,63.8251,81.287,75.5587,104.683,107.717,129.431,10.1706,178.971,186.47,0.340134,0.0208572,208.895,207.421,201.496,189.741,184.143,181.121,26.8364,26.806,158.589,157.722,18.7707,114.623,27.1321,21.4083,76.883,6.63998,23.3391,19.1719,71.8735,59.0789,69.998,23.0468,63.7561,23.3984,31.7906,36.0975,53.75,56.8421,37.0113,36.9545,6.09084,46.5303,57.7012,6.44003,0.0461291,14.4366,55.4226,55.7895,49.721,51.1809,34.4056,34.4047,27.1076,20.3406,8.29918,42.2574,12.2883,13.8319,0.0157401,0.0129854,0.00539123,0.0120539,0.0101077,0.00431442,0.00207984,0.00626038,0.184745,0.126476
16,3.37251e-05,2.29408e-05,4.85689e-05,2.92653e-05,0.522506,0.143355,0.282786,0.0390243,0.0764146,0.00771995,2.83765,5.30804,12.3957,15.2411,16.2273,14.1247,6.01371,4.82812,26.3481,0.509259,13.5897,0.0463317,31.4006,0.0261289,55.686,60.6075,65.5977,69.0674,40.4302,66.3905,40.7719,35.674,35.1592,63.159,80.817,74.8534,103.891,106.862,128.138,10.0496,176.079,183.43,0.341502,0.0206805,205.932,204.318,198.362,186.562,181.002,177.909,25.8769,25.8531,155.907,155.063,18.09,113.729,26.6095,21.0296,77.7632,6.80133,23.1028,19.0002,72.9943,59.7577,71.0936,23.0514,64.8955,23.5704,32.2487,36.6682,54.9272,57.9189,38.0086,37.9504,6.31566,47.4259,58.8961,6.68208,0.0466074,14.9528,56.5835,56.9868,50.8955,52.3418,35.3345,35.3333,27.91,21.0047,8.62575,43.3032,12.741,14.3283,0.0149219,0.012445,0.00516098,0.0122955,0.0103458,0.00425757,0.00208227,0.00623445,0.147133,0.114567
17,3.52714e-05,2.2798e-05,5.1233e-05,2.8901e-05,0.537489,0.130985,0.313943,0.0373086,0.0803655,0.00816592,3.00582,5.62342,13.2048,16.2109,17.2466,14.9681,6.26253,5.01418,27.81,0.539774,14.2225,0.0496366,33.0621,0.0260099,56.8809,62.0122,65.3846,69.3499,42.1949,65.5764,42.5355,37.0861,36.5338,61.4692,80.9214,77.4606,104.471,107.911,128.859,10.4925,179.764,188.212,0.37182,0.0222406,218.057,214.645,208.284,194.789,188.776,183.053,26.3879,26.3643,160.806,159.891,18.3813,118.389,26.9447,21.1652,79.9745,7.30941,23.0847,18.8821,73.5735,59.4286,71.1444,22.6698,63.9309,22.8761,31.0259,35.2713,54.827,56.196,38.544,38.468,6.67957,45.4994,57.8379,7.05099,0.0503125,15.5162,54.4227,55.0676,48.1222,50.9713,35.4092,35.4044,28.2206,21.4407,8.97577,42.6422,13.1463,14.7445,0.0151164,0.0125607,0.00520605,0.01301,0.0107407,0.00413511,0.00193411,0.00644969,0.206064,0.153566
19,4.14011e-05,2.51722e-05,6.03989e-05,3.16528e-05,0.594536,0.12882,0.343464,0.0385797,0.079964,0.00833421,2.9697,5.58217,13.5429,16.7435,17.8256,15.0973,6.1041,4.88123,28.6877,0.530609,13.9776,0.049736,33.7963,0.0273949,58.7047,63.9536,65.6013,70.1329,42.0214,64.9825,42.3358,36.5849,36.0097,59.8509,81.2395,79.0189,104.505,108.208,127.838,10.404,177.343,187.231,0.364694,0.0223985,205.362,203.903,197.521,185.906,180.571,179.091,26.9752,26.9471,158.212,157.473,18.7072,117.699,27.2203,21.28,80.1261,7.10099,23.1083,18.8319,73.9557,59.6541,71.5981,22.5362,64.7088,22.68,30.9289,35.2719,55.5121,57.0359,38.5258,38.4548,6.44705,45.985,59.0338,6.80504,0.0498545,15.1134,55.7874,56.6881,49.7832,52.4488,35.5175,35.5146,28.0061,21.0575,8.66252,43.4677,12.7558,14.339,0.0159699,0.0131969,0.00551263,0.0129477,0.0106004,0.00428883,0.00202782,0.00617782,0.160248,0.105705
21,3.69143e-05,2.54134e-05,5.3506e-05,3.26981e-05,0.527433,0.172098,0.336347,0.0457506,0.0785352,0.00771509,3.07388,5.75886,13.5085,16.4997,17.5287,15.2829,6.24562,4.96125,28.0021,0.505119,14.3392,0.0467244,33.2967,0.0293081,55.2318,60.2772,63.9329,67.3866,42.2907,65.013,42.6121,36.9857,36.4075,63.5451,78.722,76.2674,101.279,104.488,124.765,9.6333,170.638,177.764,0.348434,0.0211118,213.926,210.963,207.013,196.003,190.688,181.824,27.067,27.0278,160.045,158.971,18.923,115.919,26.9145,21.2077,77.9998,7.02891,23.0119,18.8793,72.5748,58.5241,70.2931,22.576,63.3111,22.8036,30.8757,35.0692,54.2052,55.7903,38.1447,38.0791,6.60012,45.2567,57.3745,6.98273,0.0490085,15.4388,54.1978,54.8447,48.1776,50.7906,35.2646,35.261,28.144,21.4123,8.9862,42.5353,13.1647,14.7604,0.0159529,0.0129777,0.00541383,0.0130727,0.0110146,0.00420123,0.00195739,0.00644131,0.141931,0.120848
23,3.47147e-05,2.35042e-05,5.01777e-05,3.00255e-05,0.515364,0.144039,0.302433,0.0409155,0.0796128,0.00800964,3.00095,5.60788,12.9891,15.8923,16.9007,14.8247,6.27084,5.0136,27.2524,0.518099,14.2224,0.0479656,32.5233,0.0277382,55.5874,60.6362,64.7465,68.3988,41.9478,65.4127,42.295,36.9856,36.443,62.2597,80.1113,76.2574,103.668,106.995,128.439,10.045,179.232,188.02,0.354213,0.0216131,215.547,212.036,205.376,191.467,185.315,179.669,27.228,27.1953,157.181,156.267,18.9721,115.425,27.3637,21.497,79.104,7.06882,23.3833,19.1382,73.9232,60.0688,71.7998,22.9759,65.1511,23.2666,31.7447,36.1436,55.4525,57.7502,38.5466,38.4785,6.56285,46.921,59.1404,6.93688,0.049031,15.343,56.3554,56.9043,50.3994,52.3056,35.5186,35.5144,28.1399,21.2942,8.88556,43.2263,13.0244,14.6116,0.0156551,0.0128562,0.00534208,0.012961,0.010762,0.00421088,0.00203225,0.00606551,0.154643,0.0933775
24,2.84642e-05,2.18611e-05,4.08452e-05,2.87352e-05,0.46639,0.204682,0.280224,0.0495046,0.0695628,0.00672835,2.82576,5.35281,12.6001,15.4411,16.4329,14.4446,5.95969,4.73479,26.7223,0.472877,13.8174,0.0431147,32.1209,0.0280524,54.7676,59.9627,65.3142,68.4436,41.9749,67.2686,42.3357,36.8567,36.2948,67.5052,80.7319,76.8448,104.805,108.049,130.956,9.71396,182.566,189.885,0.335709,0.0192641,202.205,201.835,196.505,186.456,181.425,180.336,26.9807,26.9184,158.672,157.875,18.5472,115.473,25.8872,20.1963,79.1278,7.24942,21.937,17.8868,72.7859,57.9625,70.3203,21.6386,63.723,22.0763,30.5464,34.9113,54.4207,56.3171,37.9706,37.8653,6.60773,45.6577,57.5368,6.96858,0.0458848,15.2457,54.7424,54.9267,48.6959,49.8456,33.8011,33.7876,26.8271,20.4633,8.70542,40.5749,12.6087,14.0951,0.0137488,0.0107955,0.00449912,0.0113983,0.00884385,0.00343326,0.00167511,0.00398582,0.16197,0.049403
25,3.59024e-05,2.41378e-05,5.1824e-05,3.08526e-05,0.556143,0.153815,0.300272,0.043191,0.0778514,0.00793998,2.86287,5.36644,12.7404,15.7186,16.7404,14.3913,6.02118,4.8304,27.1298,0.516207,13.6655,0.0476168,32.163,0.0282848,57.2247,62.2354,66.4789,70.2426,40.8188,66.904,41.1501,35.866,35.3359,63.2283,81.8797,76.3117,105.013,108.086,129.21,10.2547,181.758,190.204,0.347132,0.0212773,208.342,205.74,199.301,186.418,180.584,176.551,26.5155,26.4738,154.399,153.538,18.4205,112.409,26.1296,20.4814,76.6991,6.89902,22.1862,18.1379,71.4499,57.1341,69.1493,21.7097,62.785,21.941,29.942,34.1304,54.7714,55.3151,38.5724,38.5213,6.45315,44.5356,57.9315,6.83762,0.0478575,15.3745,54.2408,55.3851,48.185,51.7621,36.057,36.056,28.7118,21.721,8.93244,43.6028,13.2313,14.8806,0.015447,0.012513,0.00521983,0.0127449,0.0110588,0.00403303,0.00191844,0.00698372,0.181467,0.120317
