real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,0.000119456,6.55915e-05,0.00016996,7.59361e-05,0.46337,0.0802593,0.470905,0.0191934,0.212542,0.0222466,5.03769,8.44878,14.9354,17.1732,18.0593,18.3922,10.6636,8.94884,28.0124,1.1497,20.8148,0.111041,35.1156,0.012715,46.4132,52.1871,51.2975,56.3396,54.8995,50.4175,55.6701,52.3086,51.9393,44.1542,68.8965,82.1108,102.276,110.435,145.373,16.4845,246.914,252.235,0.639691,0.0466006,111.172,110.57,108.064,104.257,102.612,103.855,6.63114,6.63516,97.8518,97.721,4.37412,83.7299,8.05304,6.16135,63.5351,7.12382,7.60661,6.11337,58.4566,39.7602,56.2115,9.03622,53.1204,10.9168,19.6455,24.1438,43.7297,48.2541,28.3407,28.2253,5.71715,37.9014,48.9971,5.90603,0.0856772,11.3398,50.2881,49.8027,48.4459,42.4265,24.3149,24.3023,18.6523,14.1418,6.57003,31.2531,8.95181,9.87367,0.00802478,0.00707735,0.00339935,0.0202277,0.0131723,0.00344921,0.00309162,0.00504639,0.189351,0.0603083
2,7.4713e-05,6.63479e-05,9.89827e-05,8.3969e-05,0.366376,0.18823,0.169123,0.0586535,0.0791408,0.0104918,1.73538,3.09766,6.52961,7.98996,8.52787,7.80048,3.9468,3.27784,14.4748,0.437241,8.34433,0.0510003,17.8636,0.0388952,38.9461,42.4964,57.1782,57.2131,25.8891,63.0379,26.2238,23.6031,23.348,67.8689,71.5508,51.6009,97.2547,97.3491,136.865,7.69919,277.924,305.16,0.284369,0.0239159,276.034,264.362,253.885,229.587,220.039,204.562,30.7487,30.7004,174.701,173.304,20.5212,122.969,31.0553,23.8033,79.2968,4.36405,26.6266,21.4453,82.2873,78.1323,84.5756,27.294,79.5312,29.0018,42.9349,49.7271,51.5134,76.1298,28.2278,28.1742,3.7023,65.8822,63.6846,3.87815,0.0446991,8.7117,73.3701,67.6818,70.552,53.7133,25.6703,25.6727,18.1411,12.4978,4.70044,36.8858,6.98654,7.93516,0.0217533,0.0178144,0.00800984,0.0121574,0.00871616,0.0066103,0.00402504,0.00422051,0.145945,0.0707171
3,0.000100668,4.68702e-05,0.000145164,5.34346e-05,0.434644,0.0518613,0.367104,0.0148093,0.082627,0.00954403,2.58655,4.75028,11.1809,13.6772,14.5408,12.6253,5.01947,3.98053,23.6647,0.410836,11.6898,0.044151,28.7177,0.0110633,47.2751,53.3257,50.1974,56.4986,38.31,47.658,38.6689,32.8025,32.2072,38.9938,68.7633,76.9637,101.941,109.593,141.088,7.05415,215.335,228.766,0.26624,0.0212065,162.994,162.162,159.336,154.697,152.696,152.135,8.69947,8.7135,144.204,143.882,5.53295,126.05,11.184,8.30142,100.755,4.86259,10.4343,8.15476,101.127,66.0937,98.1507,12.3418,93.8679,14.8316,28.299,35.8948,77.2241,83.4792,43.8818,43.8842,4.53254,61.1423,90.8097,4.80988,0.0419725,12.1167,90.1071,93.5702,85.143,82.9828,42.2178,42.2387,29.3323,19.3333,6.3289,61.1762,10.0181,11.6129,0.00765152,0.00698999,0.00330146,0.0128627,0.0105252,0.00341969,0.00260822,0.0062326,0.111299,0.0829929
6,0.000158118,8.39287e-05,0.000224718,9.92945e-05,0.766405,0.143153,0.481788,0.0425944,0.11183,0.0143606,3.04107,5.54462,13.6427,16.999,18.1151,14.8652,5.92247,4.78982,29.3841,0.616884,13.3309,0.0698535,34.5354,0.0291832,64.4262,70.9019,71.4585,77.7518,42.2842,69.8701,42.5948,35.9598,35.3146,61.9703,92.1647,88.7581,125.495,130.855,162.163,10.0028,235.269,249.124,0.412933,0.0332317,260.158,253.084,244.006,224.148,215.836,206.215,17.6675,17.6417,178.467,177.318,11.6797,128.963,17.835,13.4322,86.8349,6.15676,14.9046,11.809,81.0278,55.7856,77.3817,14.838,70.6123,15.3837,23.7732,28.6821,62.4051,60.2708,39.3847,39.3649,5.36097,43.7902,68.7372,5.62964,0.0643389,12.8393,62.7833,67.1514,55.9092,63.4383,37.8307,37.8466,27.7452,19.246,7.02162,51.0128,10.65,12.1747,0.017224,0.0142595,0.00664502,0.0179404,0.0135729,0.00519129,0.00275125,0.00820482,0.196161,0.187393
7,4.98209e-05,4.43153e-05,6.57399e-05,5.59467e-05,0.235864,0.103723,0.0988753,0.0380211,0.0478585,0.00736129,0.989034,1.77744,3.8239,4.71712,5.04425,4.55014,2.28479,1.90222,8.65473,0.275829,4.84786,0.0357203,10.6479,0.0303808,24.8212,26.9535,37.6521,37.2614,15.2775,41.9514,15.474,13.8846,13.7326,45.6966,46.5815,31.4979,62.2862,61.7288,87.2094,5.01371,184.07,204.87,0.209895,0.0183124,233.009,228.005,226.075,217.64,214.07,199.258,31.0886,31.0978,183.051,181.799,20.8689,143.169,34.2469,26.3,89.4672,4.11509,29.7301,23.8977,94.4012,97.739,99.2959,30.3714,89.9728,31.8894,47.1771,55.1187,53.5571,85.5316,29.2349,29.158,3.67536,73.6894,65.9205,3.87328,0.036369,8.99286,77.5625,68.9451,72.3136,53.1668,25.8682,25.8641,18.4701,12.8649,4.81772,36.1998,7.2173,8.19909,0.0198344,0.0172053,0.00755774,0.0109884,0.00828983,0.00659166,0.00378389,0.00392032,0.139503,0.0523479
10,0.000132325,7.71216e-05,0.000181883,8.75742e-05,0.901254,0.125528,0.429326,0.0153956,0.143719,0.0138507,3.79782,6.67253,14.2978,17.4471,18.5677,16.5098,7.79065,6.38724,30.5081,0.744694,16.5682,0.0692649,36.7907,0.00815453,75.6069,82.1793,99.5706,102.491,49.592,103.506,50.0982,44.135,43.5377,97.7527,123.116,97.9428,160.098,161.917,203.642,11.1647,253.676,241.433,0.404524,0.0287651,165.499,161.145,159.727,152.458,149.267,138.461,4.48197,4.48655,125.939,125.158,2.85074,98.3904,5.93421,4.37651,79.3761,5.59853,5.72968,4.43189,78.7914,48.8584,75.4262,7.12633,71.6438,8.83612,18.1647,23.7177,65.0537,61.6431,40.1793,40.1524,5.08598,42.8528,72.6134,5.37403,0.0550319,12.7049,67.0324,71.8951,61.0731,66.1279,37.5775,37.5814,27.367,19.0524,6.92756,50.6983,10.5777,12.0843,0.00469451,0.00406708,0.00197274,0.0143351,0.0112401,0.00195005,0.00156254,0.0063057,0.220207,0.0599833
12,0.000131414,5.60024e-05,0.000193993,6.66777e-05,0.753039,0.124633,0.394229,0.0340471,0.0727178,0.00903263,2.06998,3.84115,10.7437,14.0603,15.1234,11.1157,4.18332,3.40555,25.6758,0.425016,9.49737,0.0453147,29.417,0.0216543,63.0345,68.4175,64.4659,71.0931,32.6775,61.7841,32.8615,27.0424,26.5128,54.855,82.3973,77.4083,108.703,112.774,131.061,7.53394,183.982,198.183,0.275586,0.0210446,174.415,172.606,166.219,155.115,150.247,149.321,13.3008,13.2709,131.34,130.745,8.62786,99.3823,13.2263,9.862,73.0626,4.45299,11.2362,8.8434,72.6743,50.8131,71.0154,11.904,68.1246,13.3094,23.1472,28.6535,55.4549,61.4393,32.3146,32.2961,3.91968,46.2858,65.1426,4.12874,0.0415495,9.72453,65.6957,67.5102,62.5715,59.4871,30.6408,30.6523,21.6491,14.6632,5.19854,43.8312,7.94449,9.10473,0.0118562,0.00952727,0.00443814,0.0113857,0.00867951,0.00345704,0.00217903,0.00465818,0.145086,0.0827489
13,6.17405e-05,4.82685e-05,8.36962e-05,6.04663e-05,0.262839,0.0798701,0.154031,0.0427892,0.0622101,0.00832485,1.47582,2.67414,5.76834,7.01518,7.46665,6.79187,3.19242,2.59589,12.3467,0.28342,6.96933,0.0371035,15.1108,0.0414743,28.0448,30.903,35.2358,37.2006,21.1923,36.0418,21.4321,19.0628,18.8226,33.1845,45.864,40.3534,65.1258,67.3981,91.9697,5.08051,184.076,205.628,0.178984,0.0182703,234.934,228.591,223.119,209.729,204.346,191.503,39.8662,39.9311,171.043,169.793,27.5555,127.149,46.2845,36.139,76.1157,2.97178,40.6697,33.0876,82.7843,98.9796,88.7899,40.9592,80.3618,41.9944,57.0845,63.9372,40.6471,79.5534,20.2876,20.2175,2.58763,75.2679,53.1301,2.71762,0.0327725,6.13558,69.4176,57.5036,66.7869,40.2973,17.4214,17.4156,12.2625,8.56083,3.30827,25.1284,4.8739,5.50907,0.0307587,0.027739,0.0120781,0.00996849,0.00726315,0.0107201,0.00607172,0.00317814,0.30896,0.110022
16,3.53241e-05,3.63883e-05,4.58492e-05,4.7194e-05,0.125154,0.113058,0.0632809,0.037467,0.0426766,0.00663202,0.691708,1.18216,2.20083,2.64369,2.81905,2.78782,1.73092,1.49416,4.88476,0.271272,3.39927,0.034235,6.27396,0.0242289,13.9295,15.3133,23.0259,22.3143,10.5649,27.0137,10.7588,10.2209,10.1766,33.2469,28.8825,19.6512,40.294,40.0031,61.2651,5.13025,185.616,229.75,0.205336,0.0167723,309.713,294.84,285.272,258.105,247.254,224.021,25.3919,25.3432,189.763,187.998,16.0857,130.426,25.5372,18.836,85.0527,3.78053,21.4652,16.7889,90.0362,79.4882,92.0806,22.4344,88.3717,24.661,40.22,48.1469,60.842,84.197,32.531,32.5413,3.29024,69.7176,76.3167,3.47416,0.0331693,8.70632,85.7737,82.6827,84.2275,68.5176,31.6603,31.6814,21.5036,13.905,4.43978,48.0004,7.06246,8.21398,0.0130782,0.010469,0.00472083,0.00916402,0.00677931,0.00365382,0.00229765,0.00377178,0.079656,0.0568891
17,0.000101357,8.70385e-05,0.000132465,0.000106861,0.619803,0.271967,0.2123,0.0423945,0.088528,0.0105298,2.0035,3.54925,7.72996,9.58625,10.2548,9.02363,4.40446,3.65629,17.5551,0.496653,9.34149,0.0534706,21.3468,0.0199651,54.4682,58.6565,86.7939,84.243,29.6126,98.5363,29.9667,26.5476,26.2209,111.007,104.651,64.3448,134.036,130.618,178.447,8.2329,296.809,307.273,0.310376,0.0237367,219.923,211.336,206.047,189.097,181.893,165.944,11.4733,11.4427,141.64,140.406,7.32182,98.9579,11.6633,8.62312,67.984,4.50903,10.1285,7.90678,67.1255,50.2152,66.1992,11.0929,61.758,12.5978,22.1815,27.4272,46.5331,55.6764,27.2446,27.1713,3.83664,42.9318,54.3494,4.01843,0.0455796,8.92327,56.4489,55.4479,52.554,46.4016,24.1233,24.1185,17.4968,12.3896,4.84429,33.0536,7.11234,8.03288,0.00937415,0.00726024,0.00347465,0.0116516,0.00825309,0.00265444,0.00171708,0.00362516,0.377461,0.134498
