real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,3.21683e-05,2.29042e-05,4.64205e-05,2.96419e-05,0.495005,0.168932,0.296991,0.0451533,0.0732367,0.00720819,2.90336,5.46753,12.8416,15.7282,16.7291,14.6283,6.02141,4.78259,27.0117,0.476674,13.8828,0.0439446,32.2673,0.0285391,54.9693,60.0303,64.6449,68.0002,41.5025,65.9434,41.8382,36.385,35.8259,64.5565,79.8169,75.8774,103.128,106.291,127.785,9.43995,177.875,185.797,0.330764,0.0198305,209.917,207.416,201.3,188.617,182.794,178.088,27.7855,27.7413,155.778,154.879,19.3161,113.987,27.5395,21.6487,78.6541,6.89416,23.5806,19.3235,73.8674,60.5672,71.9324,23.3048,65.3805,23.7278,32.4619,36.9296,54.656,58.2364,37.6699,37.5852,6.41238,47.7127,58.4823,6.77642,0.0460419,14.9549,56.4202,56.2823,50.449,50.8415,34.0568,34.0473,26.9391,20.4442,8.60857,41.2881,12.546,14.0496,0.015281,0.0123849,0.00514488,0.0120696,0.00975771,0.00406514,0.00198079,0.00479128,0.180379,0.0621798
2,3.22917e-05,2.27303e-05,4.64669e-05,2.92203e-05,0.488445,0.150493,0.286289,0.041929,0.0784849,0.00777141,2.96118,5.52197,12.6384,15.4379,16.419,14.5375,6.28116,5.03913,26.5828,0.525725,14.1633,0.0474441,31.8941,0.0278283,54.6344,59.6618,64.5057,67.9041,41.8563,65.6135,42.2271,37.1266,36.6057,63.3,79.8418,75.5932,103.617,106.875,129.161,10.4497,180.628,187.189,0.351886,0.021005,211.506,210.795,205.681,195.316,190.105,187.429,27.2507,27.2125,164.905,164.01,18.9952,118.479,27.0275,21.2344,77.896,6.98017,22.9843,18.8172,71.4595,57.8046,69.1713,22.4629,62.6873,22.6826,30.81,35.0177,53.5224,55.6321,37.2085,37.1365,6.32509,45.3401,57.047,6.67636,0.0473309,14.7634,54.4759,55.0536,49.0831,50.6321,34.1947,34.1908,27.0352,20.4208,8.48602,41.7763,12.4502,13.9743,0.01537,0.0124956,0.00517855,0.0120323,0.00981827,0.00398475,0.0019284,0.00547598,0.158655,0.085657
6,3.88899e-05,2.7462e-05,5.56353e-05,3.52356e-05,0.568023,0.181619,0.30258,0.0474878,0.0778678,0.00790641,2.93706,5.48441,12.8314,15.7671,16.7794,14.547,6.1344,4.91559,27.1046,0.505053,13.867,0.046506,32.1808,0.0294647,57.1707,62.0962,67.7951,71.0123,40.9759,69.078,41.3064,36.0343,35.5011,67.0676,82.8683,75.9776,105.479,108.173,129.008,9.96046,171.52,176.405,0.335064,0.0209753,190.846,193.899,191.508,188.157,185.422,189.362,25.7269,25.6858,171.554,170.907,17.9086,123.829,25.6383,20.195,81.5606,6.87214,22.1329,18.1755,74.645,59.1266,72.1795,22.1675,66.2588,22.872,31.897,36.4999,56.6613,59.1671,38.8608,38.7806,6.34558,48.1488,60.7241,6.71114,0.0470213,15.0568,58.4062,58.8633,52.8755,53.5925,35.4372,35.431,27.8173,20.899,8.58915,43.5446,12.6499,14.2151,0.0156984,0.0127359,0.00535998,0.0125493,0.0103404,0.00433871,0.00226438,0.0054783,0.198961,0.0953784
7,3.03912e-05,2.0465e-05,4.38462e-05,2.59833e-05,0.49367,0.126422,0.275944,0.0331427,0.076603,0.0075288,2.923,5.461,12.5476,15.3687,16.3591,14.4512,6.23966,5.00446,26.6508,0.519489,14.1075,0.0462226,32.0018,0.0227487,56.1546,61.2705,66.6148,70.1461,42.043,67.5139,42.4187,37.2565,36.7305,63.9681,82.4747,76.9151,106.895,110.139,132.831,10.3062,181.911,187.372,0.35191,0.0205496,203.849,201.432,195.405,183.322,177.856,173.935,24.5298,24.5168,153.288,152.479,17.104,114.28,25.7557,20.3043,79.3445,7.17681,22.4125,18.3761,73.7599,59.4739,71.4881,22.3877,64.7571,22.8745,31.4296,35.8213,55.3929,57.2971,38.7536,38.6781,6.62889,46.5473,58.781,7.00615,0.0472928,15.5128,55.8394,56.3908,49.9082,51.9217,35.5456,35.5402,28.2363,21.4212,8.95247,43.051,13.1176,14.7119,0.0133875,0.0112934,0.00465617,0.0122168,0.0100756,0.00385883,0.00186589,0.00556553,0.143301,0.0872243
10,3.50868e-05,2.39985e-05,5.0283e-05,3.0493e-05,0.535352,0.14275,0.273965,0.0388742,0.0786288,0.00815687,2.81508,5.24519,12.1519,14.9472,15.9194,13.883,6.00776,4.84085,25.9243,0.526272,13.4644,0.0488515,30.9068,0.0258479,56.1445,60.9719,67.1815,70.4043,39.9095,68.2415,40.2528,35.3076,34.8098,64.9017,82.4487,74.3011,105.534,108.172,130.029,10.2338,177.473,184.105,0.358282,0.0219005,214.66,213.668,208.28,197.168,191.652,188.399,24.8682,24.8374,165.253,164.332,17.2647,118.794,25.0625,19.6516,79.0163,6.99092,21.4856,17.5648,72.8887,57.7205,70.5149,21.3064,64.2272,21.7974,30.3184,34.7404,54.8597,56.9759,37.7462,37.6749,6.36351,45.9847,58.812,6.71347,0.0488477,14.8041,56.2353,56.9685,50.7526,52.2429,34.7091,34.7057,27.2798,20.5067,8.50175,42.7758,12.4581,13.9868,0.014472,0.0118738,0.00495915,0.0126221,0.0101786,0.00397028,0.0020266,0.0056298,0.168763,0.111987
13,3.32728e-05,2.29767e-05,4.77942e-05,2.93501e-05,0.509874,0.142064,0.275282,0.0398335,0.0775385,0.00783616,2.84028,5.30168,12.2639,15.0593,16.0341,14.0471,6.06268,4.87599,26.0971,0.517667,13.6452,0.0469598,31.2013,0.0269228,55.504,60.4452,65.8903,69.2966,40.5806,66.8272,40.9363,35.9306,35.4247,63.6074,81.3397,74.9214,104.988,107.97,130.267,10.2605,182.103,189.99,0.342677,0.0207672,210.962,209.071,202.899,190.602,184.855,181.4,26.6844,26.6552,158.762,157.887,18.6212,114.955,27.0581,21.3215,76.925,6.62179,23.2941,19.1178,72.0974,59.6264,70.4008,23.0798,64.2998,23.5313,32.2089,36.6364,53.3102,57.6747,36.2056,36.1406,5.97196,47.424,57.7764,6.30051,0.0457152,13.9943,56.3448,56.349,51.042,51.0491,33.3699,33.3676,26.0996,19.5172,7.99332,41.4207,11.7729,13.24,0.0152611,0.0126082,0.00522603,0.0116398,0.00938355,0.00421708,0.00209861,0.00531599,0.16898,0.0997747
16,3.35276e-05,2.26656e-05,4.82608e-05,2.88192e-05,0.527317,0.139986,0.278456,0.036753,0.077208,0.00787801,2.79475,5.21857,12.2053,15.033,16.0129,13.8992,5.93469,4.7754,26.0772,0.525201,13.3752,0.0480144,31.0633,0.0245615,56.1298,61.0196,66.6902,70.0463,39.9138,67.6258,40.2502,35.187,34.6776,64.2942,82.0007,74.5977,105.106,107.833,129.505,10.099,177.853,185.352,0.360307,0.0214445,211.42,207.155,201.331,187.778,181.813,174.153,24.8436,24.8263,152.672,151.726,17.3599,112.74,25.9728,20.5423,78.1252,7.06452,22.7275,18.7016,73.769,60.4384,71.9737,22.8977,65.691,23.5947,32.5943,37.1424,54.9656,58.8109,37.892,37.8232,6.50703,48.2811,59.2077,6.86803,0.0488229,15.0675,57.4782,57.5677,52.0527,52.369,34.8759,34.8722,27.5222,20.7885,8.70838,42.8233,12.7141,14.2539,0.0141944,0.0119536,0.00495569,0.0126374,0.0102313,0.00419845,0.00212985,0.00554224,0.129667,0.0900948
17,3.53682e-05,2.26727e-05,5.13487e-05,2.86302e-05,0.540797,0.124389,0.310511,0.0353927,0.0826801,0.00849145,3.0175,5.624,13.1075,16.0827,17.1102,14.8862,6.31103,5.06838,27.6022,0.561023,14.2283,0.0517747,32.8222,0.0251067,56.8577,61.928,65.5914,69.5116,41.9793,65.7398,42.3218,36.9868,36.4467,61.2237,81.0979,76.9563,104.557,107.887,128.89,10.716,179.872,188.268,0.389824,0.0232056,219.419,214.718,208.482,194.397,188.331,180.772,25.8539,25.8382,159.337,158.404,18.0296,118.73,26.8746,21.1425,80.8361,7.51903,23.2015,18.9982,74.697,60.7404,72.4194,22.9692,65.1464,23.3123,31.8009,36.1884,55.1024,57.5102,38.4541,38.3701,6.78892,46.7573,58.4849,7.15055,0.0522989,15.5111,55.6551,55.9814,49.4882,51.3303,35.0852,35.0791,27.8775,21.1862,8.96741,42.4612,13.0348,14.5937,0.0149154,0.0125368,0.00519142,0.0133244,0.0106657,0.00423546,0.00203499,0.00602966,0.198633,0.13292
19,4.44044e-05,2.68056e-05,6.45918e-05,3.34805e-05,0.606602,0.125543,0.345278,0.036699,0.0816513,0.00866508,2.95241,5.53267,13.4033,16.5754,17.6482,14.9318,6.03093,4.82435,28.4334,0.538148,13.795,0.0512262,33.4892,0.0263726,59.0069,64.2382,66.5587,71.0091,41.5298,66.0392,41.8355,36.0753,35.4989,60.6189,82.3999,78.8099,105.984,109.514,129.815,10.1904,179.714,189.593,0.375912,0.0232852,219.673,215.732,209.006,194.947,188.845,182.917,25.9879,25.9708,161.065,160.169,18.039,120.057,26.9104,21.0845,81.8776,7.20781,23.1143,18.8649,75.8059,61.2831,73.4816,22.8114,66.2102,23.1261,31.7351,36.226,55.908,58.404,38.5173,38.4365,6.53452,47.2247,59.6413,6.8885,0.0518175,15.1338,56.8028,57.2907,50.6635,52.4729,35.1958,35.1907,27.7196,20.8757,8.68136,43.0854,12.6978,14.2494,0.0158038,0.0132825,0.00557,0.0135425,0.0108802,0.00450258,0.00217394,0.00602065,0.156072,0.10636
21,3.85348e-05,2.59625e-05,5.57821e-05,3.31654e-05,0.531852,0.155902,0.3329,0.0434061,0.0826018,0.00829925,3.09454,5.76483,13.3901,16.3524,17.3746,15.1907,6.34712,5.07108,27.8048,0.539111,14.4023,0.0500983,33.0932,0.0291362,55.3343,60.3943,63.8731,67.5102,42.3205,64.6112,42.6563,37.1853,36.6255,62.134,78.9065,76.3657,101.908,105.254,125.977,10.1946,174.354,181.775,0.370277,0.0225214,218.427,215.244,210.61,198.711,193.1,184.878,27.2395,27.2072,162.588,161.539,19.0608,117.993,27.3775,21.5738,78.6063,7.1719,23.4226,19.2133,72.6973,59.1234,70.4629,22.9536,63.4119,23.1538,31.2803,35.4937,53.7788,56.0344,37.6047,37.531,6.57846,45.6524,57.1239,6.94156,0.0512022,15.1746,54.3677,54.8011,48.5347,50.4368,34.5474,34.543,27.4691,20.8666,8.79828,41.8856,12.8284,14.3716,0.0164207,0.0134958,0.00563005,0.0133318,0.0108962,0.00440144,0.00206321,0.00615886,0.145032,0.110889
