real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,8.78225e-05,4.81221e-05,0.00012596,5.73788e-05,0.903227,0.128265,0.437334,0.0344007,0.100328,0.0116612,3.27558,6.02199,14.476,17.8828,19.0097,15.7804,6.30286,5.03198,29.9913,0.539322,14.1581,0.0583568,34.5809,0.0253103,63.7682,68.5225,72.5004,76.6923,40.5531,71.5003,40.7796,34.8863,34.2954,63.4127,87.6172,78.3571,108.71,111.087,128.654,9.13009,165.922,173.923,0.370768,0.02853,221.521,214.787,209.159,194.634,188.686,177.914,19.9018,19.9205,158.386,157.421,13.8098,123.034,23.3406,18.4061,90.1937,6.84869,21.3893,17.5515,89.8813,72.5556,88.9225,22.9593,82.4994,24.8693,37.273,43.5911,64.4137,74.6568,40.7474,40.6878,6.37999,60.3111,72.8044,6.73162,0.0583963,14.8421,73.7024,72.6001,67.4559,63.1618,37.5303,37.5283,28.5512,20.9449,8.54041,48.4736,12.5135,14.0748,0.0168839,0.0152504,0.00666435,0.0177279,0.0145409,0.00677436,0.00440027,0.00803706,0.535938,0.137867
2,6.26991e-05,3.84642e-05,8.94043e-05,4.71172e-05,0.640891,0.128907,0.346773,0.0352986,0.0969242,0.0110856,3.03945,5.57384,13.0046,16.0368,17.0788,14.6594,6.28022,5.09106,27.7635,0.635568,13.9509,0.0634316,32.9655,0.0251403,61.1158,66.5952,72.1567,76.3426,42.0592,72.47,42.4138,36.8595,36.3077,66.7763,89.8163,81.3535,116.869,120.145,146.097,11.2304,203.324,210.357,0.449908,0.0291963,243.887,238.402,234.231,221.054,215.125,202.797,23.0728,23.0707,180.57,179.422,15.8033,135.613,25.1188,19.5513,92.2399,8.02084,22.0243,17.88,85.7855,68.1473,83.3266,22.4992,74.8333,23.4871,33.9118,39.3136,61.1106,66.0619,41.0247,40.9036,7.07682,53.032,65.9841,7.42756,0.0633526,15.9347,64.1888,63.8017,57.6714,56.688,36.3364,36.3228,28.3419,21.3455,9.06449,44.7953,13.0487,14.5877,0.0155792,0.0134207,0.00579509,0.0164443,0.0124125,0.00503606,0.00280956,0.0057576,0.139411,0.0527565
3,0.000137795,8.23824e-05,0.000193104,9.96267e-05,0.882501,0.179485,0.427452,0.0564864,0.11894,0.0160326,2.87487,5.13757,12.2553,15.2705,16.2665,13.3161,5.73814,4.73739,26.0932,0.733467,12.2613,0.0858511,30.209,0.0418839,59.729,64.5181,68.9813,73.0655,36.3822,68.6188,36.6501,31.6136,31.1331,62.7902,84.6095,74.0431,107.513,109.919,131.739,11.2073,186.822,197.778,0.546068,0.0410032,208.268,204.303,197.983,185.292,179.954,175.035,26.5762,26.5623,156.297,155.537,18.5751,119.582,27.7342,21.8528,80.328,7.96302,24.0134,19.7197,73.4353,62.0413,71.6947,23.9166,64.4179,24.4858,33.5661,38.0999,50.713,58.0335,34.154,34.0167,6.77785,48.6643,55.0036,7.05213,0.0846949,14.0235,55.4507,53.6698,50.6369,46.4069,29.3769,29.36,23.1069,17.7572,8.15277,35.9376,11.2693,12.4574,0.0263618,0.0225853,0.0101312,0.0224913,0.0159541,0.00844876,0.00460618,0.00663619,0.141824,0.0541007
6,0.000134766,8.10497e-05,0.000187295,9.7324e-05,0.98804,0.186922,0.406457,0.0550128,0.108736,0.0143781,2.80154,5.04343,12.1903,15.2595,16.2719,13.2005,5.57688,4.57562,26.2325,0.652324,12.0551,0.074994,30.2355,0.0394654,63.4121,68.0533,75.6625,79.1882,35.9082,75.8483,36.1593,31.0422,30.5535,69.5565,91.2993,75.0373,113.316,114.762,136.073,10.3805,180.446,187.623,0.47003,0.0359458,219.158,217.824,212.256,200.859,195.329,191.807,24.6705,24.6449,169.015,168.104,17.1345,123.035,24.8723,19.4055,80.7105,7.27502,21.0574,17.1429,73.5055,57.2155,70.7892,20.5375,63.9789,20.7373,28.7927,33.136,54.9075,56.1638,37.2122,37.1412,6.35443,44.5095,59.0217,6.65953,0.073475,14.2553,55.8371,57.2143,50.2804,52.8628,34.3132,34.3127,26.589,19.7151,8.1593,43.114,11.8566,13.3158,0.0238702,0.019915,0.00894455,0.0201826,0.0155659,0.00695255,0.00349662,0.00904213,0.191897,0.127236
7,5.23123e-05,4.17924e-05,7.13652e-05,5.22903e-05,0.472816,0.172487,0.219972,0.0354861,0.106341,0.0119586,2.66759,4.72013,9.55557,11.5889,12.3505,11.5907,6.24409,5.24088,20.801,0.725559,12.832,0.0702036,25.7771,0.0209785,52.9999,57.6773,75.3092,75.6014,38.1218,81.9001,38.6317,35.4125,35.1008,86.0573,92.5612,70.5531,121.746,122.323,162.342,13.0306,265.344,273.859,0.479473,0.0306537,238.257,235.808,234.555,227.333,223.388,210.449,17.6155,17.5919,188.967,187.593,11.7841,135.425,18.104,13.822,87.351,7.99318,15.4972,12.3984,79.5564,56.5219,75.9925,15.7557,67.2121,16.5427,25.1014,29.8309,57.7484,57.2963,39.4264,39.3135,6.88481,43.2419,61.2958,7.21096,0.064952,15.4014,56.8328,58.3557,50.1353,53.4583,35.1267,35.1155,27.4357,20.6261,8.71135,43.1797,12.5559,14.0496,0.0113562,0.00926819,0.00410021,0.0156717,0.0113844,0.00327963,0.00177485,0.0052182,0.158144,0.0706512
10,0.000142815,8.29457e-05,0.000197002,9.67394e-05,0.902534,0.134328,0.364609,0.0329711,0.109207,0.0157724,2.60898,4.64311,10.9289,13.6245,14.5243,11.948,5.19724,4.28481,23.4955,0.662124,11.0876,0.0805765,27.2315,0.0234066,58.6129,62.959,72.6129,75.5048,32.8425,73.4269,33.0859,28.5023,28.0635,66.7867,88.0996,69.2828,110.364,111.255,134.62,9.93184,180.426,186.155,0.523428,0.0406104,216.064,210.861,205.534,192.672,187.299,179.298,15.1108,15.1265,161.526,160.725,10.2524,128.838,18.135,14.1074,95.5393,8.59759,16.7311,13.5896,89.6539,65.6872,86.4912,18.3999,79.2895,20.4018,32.0972,38.138,66.5531,70.1053,44.2756,44.1539,7.79982,54.9943,72.3782,8.18077,0.0862882,17.1745,70.299,70.7203,64.1294,62.9159,39.3858,39.3727,30.5384,22.9544,9.94662,49.2239,14.1405,15.7634,0.0156536,0.0142045,0.00657396,0.0254915,0.0197444,0.00677634,0.00469959,0.00922983,0.201197,0.0975026
12,0.000140334,7.12033e-05,0.000201405,8.36219e-05,0.854631,0.114632,0.528567,0.0370362,0.115316,0.0143805,3.4006,6.17066,14.7183,18.0888,19.1986,15.9903,6.40403,5.13764,30.0662,0.599302,14.2796,0.0691372,34.8685,0.0300937,59.6253,65.0063,63.278,68.9905,41.6451,60.6699,41.9033,35.7563,35.1422,51.6508,79.3821,80.1426,103.503,108.125,126.957,9.58835,174.196,186.429,0.420493,0.0341505,190.886,188.408,183.251,174.014,170.19,167.475,21.4734,21.4999,153.604,153.036,14.8871,125.741,25.2767,19.8989,91.8474,7.0143,22.9624,18.804,89.4018,73.6244,88.3176,24.2635,81.0935,25.9008,38.0716,44.2504,61.8374,73.4232,38.76,38.6639,6.31129,59.9852,69.8544,6.62169,0.0685157,14.1453,71.5119,69.5997,65.4449,59.6585,34.7384,34.7315,26.2938,19.3202,8.07767,45.0389,11.62,13.016,0.0215173,0.0197263,0.00887282,0.0205572,0.0158639,0.00872401,0.00533143,0.00789918,0.260492,0.140355
13,0.000107085,5.70963e-05,0.000154357,6.96024e-05,0.800065,0.134506,0.423871,0.0553109,0.0866268,0.0108841,2.57299,4.77545,12.2179,15.3234,16.3238,12.9866,4.95157,3.96437,25.9115,0.453621,11.2767,0.0531458,29.6262,0.0447387,54.684,59.2297,57.3118,62.5242,34.0162,54.634,34.2068,28.9143,28.4006,46.7824,71.1379,69.2161,90.9627,94.4714,110.09,7.93887,164.934,183.776,0.309487,0.025841,196.131,192.031,186.433,175.025,170.338,164.358,32.808,32.788,147.315,146.522,22.8886,113.151,33.7321,26.4691,77.3379,5.20367,28.8861,23.6471,78.3139,72.7796,79.2966,28.5321,73.3642,29.1252,40.1244,45.647,51.5621,68.4336,30.8426,30.7845,4.63591,58.4607,60.5029,4.87185,0.0504946,10.6961,65.484,61.8903,61.0417,51.3624,28.0801,28.0788,20.8574,15.0319,6.03046,37.6012,8.83123,9.94979,0.0286074,0.0243142,0.0106542,0.0148625,0.0115623,0.00881405,0.00491026,0.00611817,0.351419,0.1434
16,7.09427e-05,5.34005e-05,9.69146e-05,6.64119e-05,0.634873,0.188552,0.255676,0.050454,0.105308,0.0126355,2.55273,4.54761,10.018,12.3937,13.2349,11.5724,5.62408,4.68965,22.1516,0.699312,11.81,0.0728442,26.6104,0.0341825,58.924,63.6458,80.8865,81.954,35.7275,85.9015,36.1113,32.0987,31.716,85.8004,98.6434,72.5484,126.181,126.108,160.844,11.7349,243.939,256.03,0.482596,0.0323466,214.787,207.98,200.841,185.574,179.531,171.88,28.0717,28.0405,152.357,151.519,19.3525,114.706,28.3836,22.1776,74.7076,7.10659,24.2168,19.7733,68.5439,60.5012,67.5078,23.9024,60.6898,24.38,33.2976,37.6699,45.6339,55.4448,29.9346,29.8014,5.78157,47.4275,50.4061,5.99746,0.0661287,11.9627,52.5264,49.9119,48.6002,42.1374,25.4556,25.4403,19.7468,15.019,6.78563,31.7765,9.40303,10.412,0.0197913,0.0164535,0.00714441,0.0155611,0.0102505,0.00573927,0.00306094,0.0038671,0.125675,0.0491118
17,0.000130675,7.61709e-05,0.000184297,9.2626e-05,1.01279,0.197153,0.432991,0.0638759,0.102186,0.013596,2.73265,4.99743,12.6248,15.91,16.9735,13.4312,5.35256,4.35329,27.2176,0.59312,11.8386,0.0692023,31.0321,0.0463751,63.8407,68.4101,73.474,77.489,35.5066,72.9008,35.7127,30.3109,29.795,66.5281,88.6173,74.7448,109.566,111.194,130.807,9.5629,182.163,195.262,0.427189,0.0336177,236.914,229.993,223.317,206.903,200.07,188.959,30.0438,30.017,165.817,164.718,21.0117,122.473,30.803,24.2691,81.6538,6.70602,26.6152,21.8652,78.6091,69.074,78.0653,26.5332,70.9245,27.1971,37.3943,42.5176,52.9614,64.642,33.8078,33.71,5.88046,54.403,59.4277,6.15279,0.0676964,12.8571,61.4754,58.8784,55.9771,50.0651,29.952,29.9423,23.0049,17.1797,7.39614,37.9938,10.5248,11.7424,0.028159,0.0237612,0.0105459,0.0191142,0.0143213,0.00882301,0.00483899,0.00676948,0.500796,0.182026
