real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,3.08492e-05,2.20432e-05,4.4554e-05,2.85519e-05,0.499544,0.171253,0.299936,0.0442918,0.0710706,0.00683382,2.93213,5.54197,13.0795,16.0207,17.0408,14.8977,6.05404,4.79,27.5316,0.465088,14.0726,0.0424267,32.9116,0.0282139,56.0722,61.2286,66.3178,69.5732,42.2864,67.9048,42.6232,36.9655,36.3834,67.0119,81.6339,77.3818,105.043,108.142,129.515,9.26167,175.059,181.68,0.326661,0.0192122,207.204,205.61,199.907,188.258,182.711,179.003,28.5575,28.5152,156.822,155.943,19.9371,114.518,28.2749,22.2484,78.6021,7.0637,24.0637,19.7099,72.8012,59.4129,70.4983,23.4485,63.5565,23.5384,31.6046,35.7906,54.556,56.0527,38.5912,38.5082,6.6934,45.7069,57.3703,7.08848,0.0459944,15.7107,54.106,54.5037,47.8361,50.17,35.0661,35.0567,28.0913,21.5164,9.12441,41.7587,13.3155,14.9013,0.015234,0.0123385,0.00509045,0.0122399,0.0102746,0.00387906,0.00175521,0.00535661,0.132166,0.0553226
2,3.25333e-05,2.35647e-05,4.67878e-05,3.04787e-05,0.468775,0.164979,0.294785,0.0449874,0.0783071,0.00749917,3.06886,5.71117,12.8537,15.5935,16.5609,14.8661,6.43373,5.1368,26.6277,0.500502,14.536,0.0448936,32.0619,0.0289384,52.9479,57.9261,62.6408,65.8149,42.4447,64.1075,42.8206,37.7146,37.1844,62.9681,77.5598,74.7811,101.001,104.33,126.37,9.88083,176.3,182.504,0.328988,0.0200201,212.132,211.386,207.117,197.46,192.434,188.056,27.2447,27.2004,165.461,164.471,19.008,117.798,26.708,20.9892,77.3351,6.74129,22.6426,18.5406,71.0347,56.6799,68.5175,22.0323,61.8318,22.1434,29.8912,33.9475,53.8873,54.3561,38.0011,37.9481,6.32435,43.8951,56.8431,6.70477,0.0456202,15.1465,53.1499,54.2633,47.2356,50.8274,35.5424,35.5423,28.3244,21.4221,8.77472,42.992,13.0271,14.6597,0.0155865,0.012555,0.00521953,0.0121868,0.0106276,0.00394923,0.00181567,0.00686191,0.158509,0.132309
7,2.82222e-05,1.91046e-05,4.09426e-05,2.44224e-05,0.454036,0.127385,0.282706,0.0335564,0.0726737,0.00691392,2.95522,5.54738,12.7395,15.5351,16.5188,14.7008,6.23985,4.97069,26.7633,0.487165,14.2785,0.042864,32.2445,0.0227881,53.9364,59.1022,63.1004,66.7098,42.6188,63.9871,42.9981,37.7051,37.1591,61.378,78.5842,76.4323,102.77,106.432,128.399,9.89386,176.368,181.958,0.330844,0.0191589,198.848,198.167,192.708,182.44,177.451,176.009,25.1931,25.1755,155.397,154.642,17.5396,114.968,26.1351,20.5672,79.2817,7.14058,22.5728,18.4765,72.8979,58.4565,70.3196,22.3145,63.3014,22.5763,30.6368,34.8153,55.5329,55.4919,39.7891,39.7229,6.75519,44.8455,57.9812,7.16584,0.0453085,16.1659,53.8443,54.8929,47.4705,51.5729,36.9389,36.9361,29.6954,22.6488,9.37703,44.0211,13.8788,15.5944,0.0132155,0.0110597,0.00454424,0.0120406,0.0105348,0.00365943,0.00166262,0.00671346,0.121316,0.113476
10,3.59399e-05,2.44493e-05,5.17277e-05,3.11999e-05,0.547159,0.152905,0.293475,0.0425459,0.0761468,0.00774577,2.88218,5.40482,12.7063,15.6265,16.6343,14.417,6.02524,4.81325,26.9262,0.488603,13.7186,0.0456412,31.9918,0.0279341,56.7516,61.6867,66.8277,70.2823,40.7195,67.6664,41.0451,35.7537,35.2171,64.5128,82.0779,75.6756,105.02,107.896,128.823,9.60584,174.235,181.073,0.331919,0.0206952,213.684,212.467,206.684,194.928,189.196,185.896,26.1791,26.1367,162.372,161.449,18.1666,116.49,25.6894,20.0853,78.3471,6.76741,21.7237,17.7162,72.4742,57.0012,69.9363,21.2053,63.472,21.4302,29.4818,33.7422,55.298,55.7718,38.5008,38.4407,6.35403,44.5658,58.6595,6.72965,0.0467309,15.1223,54.9373,56.1652,48.8648,52.2269,35.6922,35.6896,28.2288,21.2663,8.73407,43.4811,12.9082,14.5151,0.0152216,0.0122704,0.00512856,0.0126234,0.0107202,0.00391244,0.00188546,0.00628272,0.183513,0.142086
13,3.21674e-05,2.21145e-05,4.648e-05,2.83898e-05,0.503758,0.148862,0.290483,0.0410288,0.0732439,0.00717109,2.87413,5.40841,12.7148,15.6087,16.6116,14.4818,6.0188,4.79604,26.9102,0.476884,13.804,0.0428743,32.1175,0.0271861,55.5995,60.662,65.1088,68.6718,41.3089,65.9866,41.6489,36.2843,35.7377,63.3527,80.4958,76.0697,104.017,107.234,128.743,9.59206,178.315,186.238,0.315457,0.0190822,210.802,208.744,202.675,190.254,184.442,180.33,27.3003,27.2661,157.477,156.569,19.0366,113.739,27.4295,21.5963,76.8308,6.43566,23.5107,19.2783,72.1297,59.3728,70.2471,23.1403,63.8179,23.4235,31.747,36.033,53.959,56.7016,37.2909,37.239,6.00874,46.3211,57.7004,6.36909,0.0429556,14.4974,55.0661,55.4931,49.0573,51.1084,34.7939,34.7935,27.486,20.6242,8.32737,42.5051,12.4176,13.9998,0.0151412,0.0124242,0.0051376,0.011388,0.00979569,0.00406543,0.00191461,0.00632958,0.176431,0.144662
16,3.38074e-05,2.37223e-05,4.85014e-05,3.03864e-05,0.505904,0.151891,0.277385,0.0410383,0.0767446,0.00769211,2.8585,5.33479,12.2873,15.0555,16.0219,14.0863,6.0693,4.87058,25.9968,0.499627,13.6767,0.0454992,31.0914,0.0270371,54.6531,59.5241,64.9729,68.2249,40.4453,66.1022,40.7958,35.8071,35.2999,63.537,80.0782,74.0728,103.247,106.181,127.95,9.85705,176.141,182.974,0.33038,0.0203533,206.132,204.79,199.051,187.568,182.052,179.009,26.1041,26.0776,156.685,155.82,18.2673,113.512,26.744,21.1582,77.4163,6.6262,23.2356,19.1285,72.8982,59.8339,71.0555,23.1979,64.8751,23.723,32.391,36.797,54.8123,57.8972,37.8927,37.839,6.21461,47.4555,58.762,6.58414,0.0456922,14.8492,56.4106,56.7442,50.558,52.1059,35.3171,35.3163,27.9186,21.0006,8.57555,43.191,12.7157,14.3126,0.0152613,0.0126892,0.00527253,0.0122764,0.0105274,0.00434858,0.00211902,0.0065955,0.157117,0.130819
17,3.33315e-05,2.17924e-05,4.8469e-05,2.77524e-05,0.516124,0.133185,0.308751,0.0377514,0.0770025,0.00769385,2.97039,5.57898,13.144,16.1315,17.1621,14.9179,6.18954,4.94105,27.6974,0.515563,14.1549,0.0469219,32.9883,0.0259645,56.2427,61.4081,64.6102,68.5569,42.2287,64.9155,42.571,37.0747,36.5159,61.2943,80.1251,77.3759,103.776,107.314,128.319,10.2122,178.837,187.329,0.353064,0.021001,216.702,214.198,207.958,195.105,189.202,184.663,26.7649,26.7369,161.979,161.074,18.6159,118.347,27.0897,21.256,79.663,7.13811,23.1254,18.9003,73.1796,59.0303,70.6951,22.6307,63.4939,22.7776,30.8046,34.9953,54.7888,55.7063,38.6742,38.6022,6.59413,45.0516,57.5948,6.9737,0.0479332,15.5319,53.8984,54.6501,47.4818,50.7997,35.6445,35.6403,28.4667,21.6262,8.97759,42.7603,13.2246,14.8513,0.0148664,0.0122747,0.00507701,0.0125146,0.0105558,0.00398263,0.0018335,0.0065777,0.204436,0.164897
19,3.93056e-05,2.44013e-05,5.72615e-05,3.08299e-05,0.580506,0.133351,0.331429,0.0397231,0.0784575,0.00810237,2.94405,5.54156,13.4151,16.5875,17.6639,15.0039,6.09975,4.87888,28.5099,0.522583,13.97,0.0485111,33.6548,0.0276449,58.745,64.0165,66.1235,70.5683,42.0906,65.7082,42.4138,36.7113,36.1409,60.9087,81.9022,79.1873,105.448,109.108,129.235,10.4177,179.125,188.736,0.355709,0.021763,207.349,206.529,200.216,188.912,183.55,182.974,27.3207,27.2855,161.215,160.468,18.9014,118.542,27.1893,21.2118,80.1117,7.03659,22.9533,18.6798,73.7234,59.093,71.2466,22.287,64.3447,22.3692,30.4683,34.7575,55.7345,56.5132,38.8719,38.8045,6.42547,45.3653,59.0045,6.79105,0.0485468,15.2248,55.2838,56.4004,49.0507,52.49,35.9511,35.9486,28.4051,21.355,8.71945,43.8084,12.9035,14.522,0.015752,0.0128835,0.00537549,0.0126373,0.0105028,0.00411328,0.00191944,0.00633494,0.1745,0.116234
21,3.59076e-05,2.55562e-05,5.19135e-05,3.31237e-05,0.526754,0.191114,0.329456,0.049794,0.0745517,0.00724328,2.99834,5.64619,13.3784,16.3694,17.3965,15.1067,6.06454,4.79553,27.8436,0.471037,14.0673,0.0437301,33.0875,0.0307273,55.4129,60.4393,64.7293,67.9835,41.7924,66.175,42.1005,36.3893,35.8017,65.5211,79.4655,76.0675,101.861,104.861,125.17,9.04777,169.982,177.149,0.326477,0.0198804,212.733,209.324,205.247,193.733,188.26,178.771,27.8559,27.8056,156.802,155.711,19.4599,113.163,27.1543,21.3695,76.7759,6.81095,23.063,18.9059,71.8224,57.9655,69.5752,22.4883,62.635,22.6225,30.5001,34.6137,54.0024,55.0438,38.2547,38.1973,6.53505,44.5551,56.9033,6.932,0.0467857,15.5177,53.3402,54.0981,47.0727,50.3682,35.5599,35.5569,28.5083,21.7309,9.06665,42.5646,13.3583,14.9928,0.0161111,0.0129015,0.00538441,0.0128078,0.0111728,0.0040711,0.00186357,0.00694771,0.148306,0.139116
23,3.40767e-05,2.32587e-05,4.92807e-05,2.98027e-05,0.506516,0.147675,0.302397,0.0420038,0.0778471,0.00773937,2.9997,5.61724,13.025,15.9251,16.9329,14.8723,6.2535,4.98747,27.2841,0.500251,14.2455,0.0461252,32.5844,0.0281855,55.2114,60.2742,64.2097,67.8546,42.0615,64.9273,42.4084,37.0569,36.5083,62.0815,79.5172,76.2268,103.054,106.449,127.783,9.80804,177.869,186.414,0.339656,0.0208204,214.45,211.457,204.823,191.216,185.1,180.131,27.5773,27.5403,157.329,156.42,19.2052,114.963,27.483,21.5751,78.8428,6.92815,23.4044,19.1449,73.7079,59.7062,71.514,22.9101,64.8511,23.129,31.4533,35.7933,55.6905,57.304,38.9124,38.8515,6.52078,46.4122,59.1449,6.90655,0.0474774,15.4612,55.8937,56.6597,49.7126,52.4344,36.0686,36.0655,28.6466,21.6732,8.96529,43.7122,13.2222,14.8543,0.0157099,0.0128245,0.00532757,0.0127767,0.010907,0.0041455,0.00196198,0.00646329,0.161067,0.10537
