real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,3.12391e-05,2.23133e-05,4.50896e-05,2.8889e-05,0.50293,0.171712,0.29834,0.04453,0.0709862,0.00686992,2.9031,5.48682,12.9805,15.9145,16.9306,14.7656,5.99209,4.7427,27.3684,0.463479,13.9253,0.0424454,32.6846,0.0283407,56.0408,61.1622,66.3323,69.5747,41.8735,67.8981,42.2043,36.5758,35.9978,66.9158,81.6135,76.9658,104.923,107.951,129.306,9.18599,175.238,182.148,0.325424,0.0192273,209.498,207.269,201.444,189.146,183.405,178.591,28.4975,28.4553,156.228,155.314,19.8942,114.08,28.2473,22.2329,78.3988,6.9818,24.0748,19.7262,72.9484,59.7255,70.7599,23.5134,63.8717,23.6538,31.8342,36.0671,54.4241,56.4553,38.2643,38.1824,6.60357,46.1092,57.4742,6.99132,0.0457723,15.4899,54.4982,54.7625,48.2954,50.1985,34.764,34.7549,27.7737,21.228,8.9844,41.5702,13.112,14.6769,0.015301,0.0124031,0.00512199,0.0121757,0.0101628,0.00392773,0.00179677,0.00525526,0.134794,0.0561386
2,3.20623e-05,2.31479e-05,4.61219e-05,2.99196e-05,0.467245,0.161655,0.292058,0.0440689,0.0783008,0.00752135,3.05243,5.68088,12.7952,15.5324,16.4989,14.8015,6.42018,5.13139,26.56,0.506252,14.4915,0.0453289,31.9855,0.0284798,53.0103,57.9936,62.7125,65.9112,42.3808,64.1376,42.7588,37.677,37.1503,62.8575,77.6771,74.7994,101.181,104.517,126.637,10.0135,176.94,183.06,0.333887,0.0201689,211.586,210.879,206.549,196.9,191.889,187.77,27.1118,27.0693,165.285,164.311,18.9162,117.879,26.6694,20.9639,77.3754,6.81194,22.6374,18.5391,70.9816,56.7138,68.4793,22.0524,61.8211,22.1824,29.9662,34.033,53.7685,54.4164,37.8815,37.8249,6.34977,44.0063,56.776,6.72598,0.0459797,15.1205,53.2353,54.289,47.4301,50.7457,35.33,35.3293,28.1326,21.2842,8.75197,42.7895,12.9591,14.5739,0.015418,0.0124496,0.00516953,0.01215,0.0104625,0.00392748,0.00181237,0.00655851,0.155293,0.121728
7,2.84009e-05,1.91993e-05,4.11582e-05,2.45048e-05,0.459471,0.12573,0.279878,0.0331935,0.0738154,0.0070776,2.94853,5.52493,12.6612,15.4486,16.4298,14.6164,6.24766,4.98715,26.6501,0.498032,14.2382,0.0439384,32.0958,0.0226668,54.1998,59.3356,63.5924,67.1808,42.4211,64.4577,42.8005,37.5736,37.0356,61.5887,79.1117,76.2689,103.297,106.868,128.971,10.0285,177.391,182.863,0.339166,0.0196072,202.669,201.25,195.657,184.625,179.402,176.554,24.9759,24.9594,155.681,154.878,17.398,115.203,25.9593,20.4334,79.3228,7.20393,22.439,18.3705,72.9938,58.4346,70.4301,22.2097,63.4412,22.5039,30.6189,34.8246,55.4639,55.6816,39.5777,39.5095,6.76842,44.9947,58.088,7.1717,0.0461585,16.0671,54.1482,55.1644,47.9177,51.672,36.6584,36.6551,29.3984,22.4054,9.31761,43.8575,13.7423,15.4296,0.0132001,0.0110605,0.00454539,0.0121431,0.0104481,0.00367152,0.00168554,0.00639474,0.125712,0.105504
10,3.52953e-05,2.40403e-05,5.0788e-05,3.06906e-05,0.546693,0.152808,0.28897,0.0421819,0.0754921,0.00770049,2.84312,5.33671,12.5958,15.5153,16.5223,14.2841,5.96742,4.77176,26.8096,0.49161,13.5916,0.0457911,31.851,0.0275373,57.0208,61.9686,67.3122,70.758,40.5312,68.1902,40.8574,35.5778,35.0441,65.0421,82.6557,75.7796,105.699,108.524,129.652,9.69381,175.598,182.529,0.335453,0.0206972,213.701,212.57,206.79,195.108,189.394,186.288,26.071,26.028,162.757,161.84,18.0682,116.754,25.5789,19.9888,78.465,6.82218,21.6419,17.6451,72.5201,57.0679,70.0014,21.1653,63.5813,21.4334,29.5727,33.8665,55.2128,55.9619,38.3748,38.3102,6.37013,44.7863,58.657,6.74152,0.0468451,15.0857,55.1482,56.2697,49.1864,52.1463,35.4397,35.4363,28.0027,21.1038,8.69902,43.2285,12.8232,14.4105,0.0149462,0.0120419,0.00503085,0.0125037,0.0104723,0.00385241,0.00187439,0.00593543,0.182826,0.130603
13,3.3352e-05,2.3023e-05,4.80703e-05,2.95178e-05,0.51426,0.150813,0.290121,0.0416711,0.0755004,0.00746205,2.89915,5.43628,12.6939,15.576,16.5761,14.4769,6.09781,4.87425,26.8506,0.492688,13.8799,0.0444464,32.0428,0.0276908,55.808,60.8322,65.5814,69.0866,41.3121,66.4887,41.6576,36.393,35.8577,63.739,80.9454,75.9477,104.396,107.533,129.087,9.85727,178.368,185.912,0.324263,0.019753,206.922,205.568,199.659,188.04,182.491,179.726,27.1736,27.1406,157.288,156.431,18.9841,113.662,27.3599,21.5738,76.6233,6.49969,23.4982,19.2923,71.8457,59.202,69.9998,23.1676,63.7434,23.4862,31.8459,36.1384,53.8452,56.7808,37.1538,37.1007,6.02557,46.4758,57.7036,6.38138,0.0440983,14.4521,55.2677,55.6681,49.4349,51.1898,34.6385,34.6381,27.3255,20.4963,8.30249,42.4395,12.3516,13.9183,0.0154861,0.0127323,0.00527426,0.0116299,0.00992066,0.00419506,0.00199481,0.00629036,0.182959,0.134964
16,3.38054e-05,2.33783e-05,4.85731e-05,2.98807e-05,0.514801,0.147627,0.27925,0.0400175,0.0765701,0.00769967,2.84708,5.31953,12.3325,15.1381,16.1144,14.0995,6.04395,4.85164,26.1657,0.50335,13.6363,0.0457617,31.2424,0.0265864,55.2567,60.1558,65.4638,68.8161,40.4524,66.442,40.7994,35.7603,35.2497,63.5255,80.662,74.5305,103.841,106.783,128.396,9.94772,176.535,183.588,0.333849,0.020432,205.864,204.412,198.511,186.827,181.273,178.306,25.992,25.9673,156.1,155.249,18.183,113.431,26.7067,21.1232,77.464,6.66424,23.2107,19.1026,72.9229,59.8841,71.0922,23.1797,64.9264,23.7098,32.4011,36.8193,54.8082,57.9755,37.8501,37.7954,6.21884,47.5249,58.8159,6.58507,0.0458226,14.821,56.5369,56.8725,50.7553,52.1983,35.2608,35.2601,27.8442,20.9303,8.54919,43.2055,12.6673,14.257,0.0151103,0.0125927,0.00522702,0.0122095,0.0103923,0.004321,0.00210991,0.00643835,0.153946,0.125344
17,3.4426e-05,2.23838e-05,5.00263e-05,2.84418e-05,0.528167,0.132534,0.311884,0.0377111,0.0788283,0.00795183,2.98979,5.60391,13.1839,16.1842,17.2183,14.9506,6.23017,4.98187,27.7744,0.529306,14.1942,0.0484664,33.0452,0.026115,56.6047,61.7551,65.0248,68.986,42.2284,65.2671,42.5701,37.0963,36.5409,61.4056,80.5475,77.4619,104.133,107.626,128.563,10.3868,179.178,187.659,0.36386,0.0216975,216.528,213.808,207.512,194.529,188.626,183.913,26.6404,26.614,161.484,160.587,18.5435,118.413,27.039,21.2248,79.7743,7.24215,23.104,18.8885,73.2364,59.0854,70.7599,22.6274,63.5656,22.789,30.8438,35.0471,54.7533,55.8118,38.6016,38.5273,6.64513,45.1557,57.6289,7.0201,0.0492979,15.5313,54.0423,54.7675,47.6997,50.8377,35.5204,35.516,28.3426,21.5343,8.97941,42.6892,13.1869,14.7991,0.0150496,0.012454,0.00515755,0.0127832,0.0106507,0.00406022,0.00188141,0.00652692,0.203968,0.158881
19,4.02537e-05,2.47873e-05,5.86651e-05,3.12611e-05,0.588658,0.132269,0.336016,0.0394759,0.0788689,0.00817946,2.94664,5.54549,13.4586,16.6491,17.7295,15.0247,6.08717,4.86831,28.5959,0.524603,13.9469,0.0489075,33.7197,0.0276615,58.9078,64.1777,66.1472,70.6311,42.0365,65.6562,42.3555,36.6228,36.0499,60.7251,81.9026,79.2402,105.361,109.022,128.978,10.399,178.667,188.41,0.358466,0.021974,206.079,205.025,198.671,187.259,181.918,181.056,27.2753,27.2422,159.686,158.946,18.8845,117.995,27.2489,21.2707,80.0288,7.05096,23.0352,18.7533,73.751,59.2766,71.3242,22.3858,64.4296,22.4784,30.6167,34.9202,55.6146,56.6576,38.7194,38.6505,6.42769,45.5508,58.971,6.79047,0.0489869,15.1735,55.4191,56.4583,49.2696,52.4292,35.7592,35.7565,28.2328,21.2282,8.69287,43.6374,12.8401,14.444,0.0158779,0.0130266,0.00543841,0.0127466,0.0105375,0.00417801,0.00195569,0.00625306,0.169722,0.110057
21,3.61831e-05,2.548e-05,5.23519e-05,3.29352e-05,0.524441,0.184177,0.331298,0.0479054,0.0761951,0.00742838,3.0298,5.6911,13.4051,16.3833,17.4077,15.1604,6.14275,4.86723,27.8384,0.485226,14.1795,0.0449591,33.1053,0.0298685,55.1703,60.1931,64.2956,67.594,41.9696,65.6421,42.2842,36.6281,36.046,64.7552,79.0167,75.9843,101.448,104.518,124.843,9.27695,169.9,176.908,0.336037,0.0203967,212.146,208.918,205.163,194.203,188.935,179.419,27.2931,27.2487,157.885,156.797,19.0742,114.316,26.912,21.2004,77.4285,6.92434,22.969,18.8421,72.3577,58.3405,70.1047,22.5052,63.1119,22.712,30.7177,34.8836,54.1942,55.5241,38.2847,38.2233,6.58992,44.98,57.2244,6.98226,0.0478423,15.534,53.8428,54.5298,47.6581,50.6275,35.4897,35.4863,28.404,21.6431,9.06459,42.6082,13.3142,14.9338,0.0159016,0.0128385,0.00535786,0.0129603,0.0111248,0.00411883,0.00190361,0.00670193,0.142647,0.129665
23,3.42238e-05,2.34078e-05,4.94613e-05,2.99854e-05,0.508093,0.148627,0.30156,0.0418821,0.0783298,0.00780445,2.99631,5.6066,12.9888,15.8829,16.889,14.8346,6.25232,4.99033,27.2271,0.505146,14.2231,0.0465958,32.5184,0.0279906,55.3025,60.3574,64.482,68.088,41.9902,65.2581,42.3374,37.0043,36.458,62.4522,79.8099,76.184,103.374,106.715,128.196,9.85032,178.543,187.082,0.343556,0.0210138,215.874,212.485,205.889,192.001,185.804,180.072,27.3061,27.2701,157.226,156.293,19.0166,114.892,27.2834,21.4269,78.7964,6.95699,23.281,19.0513,73.7431,59.7579,71.5891,22.8512,64.9567,23.1229,31.5272,35.8966,55.5492,57.4803,38.7124,38.6488,6.52509,46.6092,59.1188,6.90648,0.0478857,15.3908,56.0849,56.7455,50.0013,52.3349,35.7859,35.7822,28.3918,21.485,8.92248,43.4416,13.1244,14.7349,0.015598,0.0127506,0.00530004,0.0128145,0.0108213,0.00415181,0.00198542,0.00623013,0.159292,0.098844
