real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,3.23359e-05,2.34498e-05,4.65741e-05,3.04419e-05,0.501516,0.181887,0.298949,0.0471629,0.0724711,0.00708839,2.91086,5.48666,12.9081,15.8083,16.8135,14.6947,6.01362,4.76832,27.137,0.469937,13.9053,0.0433823,32.4079,0.0291119,55.3358,60.394,65.501,68.6888,41.5923,67.1028,41.924,36.406,35.8394,66.352,80.6099,76.116,103.75,106.762,128.166,9.28038,175.861,182.949,0.328467,0.0196557,209.64,207.647,202.012,190.052,184.391,179.71,27.844,27.7967,157.255,156.333,19.3804,114.535,27.4526,21.5937,78.8524,6.95819,23.4791,19.2463,73.7394,60.0246,71.631,23.1536,64.98,23.5242,32.0945,36.494,54.8423,57.6776,38.0908,38.0054,6.52751,47.1212,58.357,6.90331,0.0462272,15.2467,55.877,55.9217,49.7883,50.775,34.4405,34.4305,27.3508,20.8265,8.80344,41.4979,12.824,14.354,0.0153352,0.0123601,0.0051388,0.0122283,0.00998886,0.00400939,0.00192171,0.004917,0.160034,0.0568164
2,3.25122e-05,2.31636e-05,4.67582e-05,2.9846e-05,0.482156,0.156705,0.29019,0.0431514,0.0792495,0.00776125,3.01843,5.61847,12.7469,15.5242,16.5008,14.702,6.38549,5.11916,26.6375,0.524242,14.3739,0.0471776,32.0089,0.028218,54.0149,59.024,63.8089,67.1209,42.2074,65.052,42.5838,37.5058,36.9842,63.186,78.9758,75.3517,102.616,105.913,128.099,10.3881,178.734,184.841,0.348617,0.0209254,209.056,208.777,204.118,194.592,189.642,187.235,26.9836,26.9429,165.012,164.116,18.8185,118.172,26.6132,20.9123,77.5728,6.98307,22.5993,18.5044,70.9121,56.7743,68.4472,22.0455,61.9616,22.2227,30.1307,34.2474,53.6695,54.7509,37.6537,37.5878,6.39671,44.3995,56.8611,6.76105,0.0474009,15.0303,53.7137,54.6284,48.1874,50.7344,34.8305,34.8279,27.6502,20.9209,8.6741,42.3444,12.7651,14.3354,0.0154056,0.0124692,0.00517742,0.0122315,0.0102133,0.00395062,0.00186965,0.00596294,0.156208,0.0970575
7,2.97322e-05,1.99933e-05,4.29624e-05,2.54085e-05,0.480253,0.124005,0.277324,0.0328135,0.0763234,0.00745205,2.95078,5.51127,12.5991,15.3977,16.3824,14.5395,6.29311,5.04385,26.627,0.517735,14.2266,0.0459266,32.0191,0.0226263,55.2027,60.3089,65.0953,68.6722,42.2539,65.9003,42.6349,37.4997,36.9743,62.4602,80.7596,76.498,105.005,108.42,130.706,10.3379,178.898,184.122,0.351061,0.0204403,199.506,198.135,192.399,181.452,176.326,174.088,24.5177,24.5044,153.813,153.059,17.0955,114.653,25.6855,20.2401,79.4211,7.24956,22.3035,18.2777,73.3854,58.8477,70.956,22.2086,64.1878,22.6273,30.9989,35.3145,55.5555,56.6128,39.2112,39.1378,6.72031,45.8572,58.62,7.10787,0.0473462,15.7921,55.2217,56.0308,49.2072,51.997,36.1001,36.0955,28.781,21.8737,9.12922,43.5242,13.4051,15.0394,0.0133268,0.011228,0.00462508,0.0122852,0.0102818,0.00380038,0.0018058,0.0059015,0.137223,0.092657
10,3.54946e-05,2.42169e-05,5.09512e-05,3.0834e-05,0.546419,0.14832,0.281643,0.0406887,0.0775609,0.00800456,2.8273,5.28527,12.3688,15.2335,16.225,14.0702,5.99113,4.81347,26.3843,0.514311,13.5178,0.0478425,31.3844,0.0268398,56.8243,61.7111,67.5686,70.905,40.1968,68.5295,40.5318,35.4292,34.9154,65.2213,82.8995,75.141,105.957,108.658,130.166,10.0567,177.081,183.988,0.350481,0.0214993,213.552,212.516,206.876,195.482,189.879,186.918,25.5833,25.5471,163.667,162.76,17.7562,117.629,25.4883,19.9672,78.6076,6.92136,21.7414,17.7625,72.6557,57.6937,70.308,21.4447,64.0119,21.8544,30.2719,34.656,54.7722,56.7215,37.7634,37.6927,6.34697,45.7575,58.6067,6.70163,0.0481637,14.8269,55.8867,56.6324,50.2788,51.9811,34.7066,34.7027,27.3193,20.5624,8.52558,42.6309,12.5032,14.0372,0.0148273,0.012075,0.00504365,0.0125618,0.0102205,0.00397112,0.00199438,0.0056121,0.17835,0.115226
13,3.40612e-05,2.33846e-05,4.89995e-05,2.98727e-05,0.516174,0.14387,0.283985,0.0406228,0.0782556,0.00788021,2.89312,5.40092,12.4987,15.3334,16.32,14.2943,6.14147,4.93311,26.4793,0.517072,13.8375,0.0469448,31.6247,0.0274831,55.6157,60.5804,65.5728,69.0649,41.0029,66.3908,41.3566,36.2758,35.7611,63.1455,80.9579,75.3274,104.48,107.566,129.439,10.2455,180.227,188.134,0.340841,0.020805,210.244,208.683,202.589,190.596,184.922,181.965,26.8864,26.8561,159.28,158.414,18.7767,115.11,27.1701,21.4111,76.94,6.61643,23.3417,19.156,71.9379,59.2855,70.1312,23.0442,63.9394,23.4118,31.8966,36.2492,53.5244,57.1362,36.6037,36.5434,6.01344,46.8295,57.7104,6.35156,0.0458044,14.1907,55.7777,56.0186,50.2521,51.1277,33.9057,33.9043,26.6073,19.9183,8.12707,41.8803,12.0121,13.5188,0.0155613,0.0128341,0.00532332,0.011814,0.00972499,0.00425725,0.00207335,0.0057898,0.178172,0.112787
16,3.3826e-05,2.27776e-05,4.87612e-05,2.90011e-05,0.529221,0.140882,0.284106,0.0381036,0.076755,0.007803,2.82459,5.28403,12.3924,15.2575,16.2484,14.0926,5.98101,4.80467,26.4017,0.517069,13.5188,0.0472039,31.4269,0.025547,56.114,61.0421,66.0739,69.5754,40.3097,66.8131,40.6469,35.5186,35.002,63.3838,81.3525,75.03,104.422,107.339,128.622,10.1052,176.922,184.576,0.351119,0.0210837,210.527,207.913,201.918,189.273,183.468,178.514,25.5086,25.4859,156.339,155.437,17.8122,114.293,26.2939,20.7616,78.2227,6.94581,22.8383,18.7692,73.3652,59.7949,71.4121,22.8246,65.1291,23.3838,32.1369,36.5963,55.0291,58.115,38.0425,37.9788,6.41764,47.5305,59.056,6.78188,0.0477278,15.037,56.8559,57.2228,51.2755,52.417,35.1972,35.1949,27.7877,20.945,8.67855,43.1727,12.7505,14.3189,0.0146239,0.0122096,0.00506465,0.0124641,0.0102915,0.0041919,0.00207762,0.00588704,0.140158,0.103105
17,3.58365e-05,2.30958e-05,5.198e-05,2.91969e-05,0.547683,0.128927,0.311743,0.0364487,0.0819657,0.0084082,3.00734,5.61305,13.1403,16.1384,17.172,14.9014,6.28212,5.04065,27.7173,0.553759,14.2009,0.0511554,32.9377,0.025587,57.3042,62.4019,66.208,70.1158,42.0306,66.4274,42.3714,36.9819,36.4367,62.0716,81.7876,77.3841,105.315,108.618,129.695,10.6377,180.529,188.829,0.383753,0.0229352,218.154,214.073,207.722,193.893,187.853,181.262,25.9897,25.9702,159.501,158.583,18.1166,118.255,26.7798,21.0533,80.3181,7.44411,23.0352,18.8528,74.0208,59.8831,71.6424,22.7165,64.4083,22.9919,31.282,35.5863,54.9512,56.7056,38.5325,38.4525,6.76017,45.9712,58.1034,7.12732,0.051755,15.5521,54.914,55.438,48.6686,51.117,35.2807,35.2753,28.0896,21.3544,9.0003,42.5637,13.1251,14.7053,0.0150338,0.0125655,0.00521008,0.0132854,0.0107944,0.00419526,0.00198923,0.0063009,0.204098,0.146381
19,4.22368e-05,2.54084e-05,6.16518e-05,3.18551e-05,0.601014,0.126047,0.347734,0.0374111,0.0803759,0.00841131,2.9735,5.58862,13.5885,16.8055,17.8916,15.1267,6.09028,4.86809,28.7845,0.533148,13.9616,0.050162,33.8876,0.0267608,58.9357,64.1967,65.7833,70.354,42.0188,65.1026,42.329,36.5288,35.9486,59.7859,81.4667,79.2034,104.774,108.482,128.099,10.3516,177.546,187.564,0.369141,0.0226502,207.024,204.964,198.445,186.298,180.842,178.418,26.523,26.4999,157.693,156.935,18.4018,117.96,27.0673,21.1817,80.6987,7.15986,23.0948,18.8333,74.5858,60.2354,72.2518,22.6387,65.2707,22.8588,31.2643,35.6692,55.6486,57.5888,38.5112,38.4351,6.49194,46.511,59.2661,6.84811,0.0504957,15.1288,56.232,56.9539,50.2259,52.4464,35.341,35.3369,27.8528,20.9636,8.67336,43.258,12.728,14.2947,0.0158063,0.0131611,0.00550128,0.0131137,0.0106339,0.00435151,0.00207979,0.00601186,0.15826,0.10165
21,3.78259e-05,2.56412e-05,5.48513e-05,3.28648e-05,0.531322,0.163806,0.338369,0.0443511,0.0802661,0.00795775,3.08941,5.7762,13.5188,16.5135,17.5436,15.2955,6.29012,5.00707,28.0277,0.519343,14.3831,0.0481033,33.3221,0.0290418,55.3344,60.3957,63.8149,67.3825,42.3682,64.7003,42.6936,37.0995,36.5257,62.7556,78.6983,76.4265,101.412,104.706,125.058,9.86628,171.787,179.078,0.357336,0.0216799,215.552,212.485,208.223,196.801,191.35,182.775,27.0086,26.9736,160.798,159.738,18.8897,116.632,27.0526,21.3228,78.2363,7.07193,23.1674,19.0095,72.6845,58.8793,70.4549,22.7522,63.4846,22.9946,31.1414,35.3635,54.037,56.0658,37.8537,37.7846,6.56777,45.5967,57.3618,6.93996,0.0498268,15.27,54.4648,54.9885,48.5733,50.7279,34.895,34.8912,27.7749,21.1004,8.86634,42.2537,12.9626,14.5298,0.0160998,0.0131813,0.00549925,0.0131398,0.0109006,0.00430163,0.00201762,0.00623577,0.143341,0.114382
23,3.56872e-05,2.43154e-05,5.14785e-05,3.10486e-05,0.515417,0.146079,0.301677,0.0414069,0.0811523,0.00822576,3.00698,5.60348,12.9044,15.776,16.7752,14.7502,6.29616,5.04386,27.0486,0.528792,14.2116,0.0491737,32.3029,0.0279892,55.2909,60.3095,64.6137,68.1999,41.8046,65.3576,42.1559,36.9293,36.3955,62.3008,79.9428,75.8589,103.51,106.797,128.451,10.1738,179.732,188.403,0.361504,0.0221566,216.287,212.89,206.379,192.639,186.513,180.793,27.0003,26.9681,158.195,157.27,18.8193,115.948,27.1804,21.365,79.2151,7.12441,23.2692,19.0558,73.9697,60.0671,71.8586,22.9233,65.2631,23.2712,31.837,36.2665,55.3658,57.9521,38.3996,38.3281,6.58444,47.1553,59.164,6.95441,0.05009,15.3023,56.6129,57.0608,50.8055,52.2669,35.2715,35.2666,27.9173,21.1357,8.86143,42.9964,12.9497,14.5168,0.0157985,0.0129882,0.00541017,0.0131876,0.0108356,0.0042892,0.00210303,0.00593017,0.149342,0.0854422
