real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,0.000653209,0.000705258,0.00079778,0.000889656,1.38294,1.46707,0.295556,0.329903,0.155894,0.0282173,1.81388,2.88279,5.64271,6.99425,7.46739,6.37043,3.69583,3.23116,12.4121,0.782112,6.78687,0.131227,14.3982,0.181126,51.9448,54.1121,89.1958,85.7999,18.9917,99.0656,19.2211,17.5756,17.4344,106.39,103.84,43.5074,113.964,104.293,122.919,8.89964,159.077,170.456,0.66077,0.0705168,184.74,179.235,177.203,169.453,166.467,156.027,90.1468,90.0539,145.543,144.795,63.761,122.168,86.5989,68.8897,89.7522,8.29486,70.9547,58.8704,89.4641,103.109,91.765,63.9502,82.0039,59.6374,67.5966,71.4706,55.2041,77.6458,36.4272,36.2544,7.428,73.9986,60.9851,7.74838,0.140587,15.2684,66.8327,59.1862,59.6056,47.5604,30.2967,30.2685,24.2054,18.9951,9.06084,35.7304,12.3643,13.593,0.10734,0.0922901,0.042586,0.0464177,0.0358868,0.0344782,0.016783,0.0153857,0.0220269,0.0196924
2,7.30975e-05,1.96672e-05,0.000116738,2.09143e-05,0.168161,0.0129879,0.50742,0.00416485,0.0932761,0.0051628,3.72509,6.6227,12.8038,14.4064,15.0308,15.3023,6.43641,4.89525,21.9991,0.214296,14.9291,0.0173176,27.654,0.0028969,21.9779,26.0956,16.1711,20.6795,41.029,13.4182,41.4312,36.4294,35.8209,8.90728,25.1764,56.3598,44.7976,53.6285,69.1121,2.92083,113.288,109.909,0.0507841,0.00598279,30.1844,29.2841,28.7476,27.1235,26.4689,24.2362,2.17153,2.20053,21.4486,21.2473,1.50488,15.4658,7.37101,6.65298,10.8663,0.337022,12.3245,11.1454,26.6132,82.9074,41.2831,24.8287,54.9992,40.7015,84.644,101.115,10.0541,89.7688,2.54902,2.56651,0.230888,125.639,24.8604,0.236247,0.00748066,0.488692,76.0354,43.4327,100.969,19.2173,2.92344,2.93083,1.50209,0.801845,0.255401,7.49237,0.381608,0.442358,0.00300042,0.00493258,0.00217025,0.00172839,0.00125058,0.0136292,0.0287188,0.00151184,0.136414,0.0477228
3,5.22766e-05,2.35161e-05,7.62498e-05,2.58748e-05,0.0769293,0.00789521,0.196614,0.00214946,0.183517,0.0201451,3.03753,4.54015,5.45728,5.7215,5.9226,7.71386,7.40107,6.69271,8.74624,1.12623,11.7768,0.10996,11.9852,0.00161661,9.64082,11.4154,9.11053,10.8255,26.8499,8.38301,27.5414,29.8916,30.1607,6.35182,13.8948,26.8417,25.3362,29.7913,43.9338,16.4836,109.791,110.027,0.667565,0.0563694,42.3392,43.8485,43.5428,44.7724,45.2552,50.1704,0.581639,0.585179,53.122,53.4876,0.356019,64.2757,1.04618,0.763308,91.3042,20.3625,1.10655,0.840552,68.8145,17.245,53.2721,1.51403,48.4335,1.98306,4.67642,6.56556,110.88,31.8329,124.05,123.792,26.3265,15.5443,81.6451,28.7361,0.160892,68.5041,40.7551,60.7491,30.3172,84.4525,110.539,110.419,103.247,89.3213,42.2575,99.1976,61.1172,67.3856,0.00129971,0.00131925,0.000725784,0.0809108,0.085359,0.00101126,0.000970821,0.0368775,0.011192,0.017718
6,2.42357e-05,1.76351e-05,3.29836e-05,2.13953e-05,0.0791321,0.0209347,0.0622436,0.00774661,0.0338659,0.00392252,0.696569,1.2585,2.44504,2.91613,3.10327,3.10809,1.7244,1.42668,5.29579,0.139697,3.65992,0.0170347,6.84604,0.00782174,11.786,13.2497,15.4132,16.3032,11.4434,16.0983,11.6371,10.8825,10.8059,15.3285,20.9307,19.7718,32.526,34.2466,53.0842,2.99499,179.753,218.383,0.0603597,0.00714895,137.97,131.615,127.626,117.313,113.564,101.276,12.9494,13.0635,88.4556,87.5148,8.2772,67.318,25.3531,19.3197,49.6123,0.581132,27.3232,21.6808,88.4427,139.414,110.586,36.0098,115.45,44.8303,80.2444,96.393,35.9482,131.783,9.91877,9.98779,0.466022,130.101,67.475,0.491976,0.0106238,1.36632,119.036,90.0932,126.745,52.961,11.1472,11.1717,5.77082,2.89297,0.665686,25.2392,1.16832,1.42064,0.00801327,0.00912135,0.00404259,0.00288704,0.00232663,0.0066734,0.00624278,0.00206971,0.157329,0.0623341
7,0.000135522,3.81021e-05,0.000240752,4.22322e-05,0.0684264,0.0186347,1.44034,0.00508374,0.215528,0.0137554,6.33774,11.0582,17.5107,16.8897,17.0105,22.7312,8.98168,6.83896,20.963,0.591003,21.4417,0.0504014,30.0049,0.00342734,7.79401,9.79074,6.01221,7.36682,59.03,5.65782,59.5351,51.5488,50.3936,4.93209,9.79759,43.2082,20.5644,25.947,30.4447,5.96768,35.1,34.3537,0.186434,0.0190136,39.4373,39.3955,39.2553,38.6816,38.3451,37.0786,1.47613,1.49169,34.5562,34.3654,0.991181,26.5258,3.98714,3.26133,16.2947,1.02511,5.89019,4.9741,28.8023,59.6993,39.8684,11.7279,47.8231,19.963,47.6458,59.7872,10.5222,68.916,3.57385,3.56763,0.701945,84.542,22.4537,0.710879,0.0249977,1.21675,59.5216,35.6056,74.242,15.9606,3.24977,3.25131,2.08894,1.4645,0.709474,6.42882,0.924377,1.01137,0.00319794,0.00384286,0.0019454,0.00569759,0.00329221,0.00759288,0.0656444,0.00170702,0.0816877,0.0226223
10,2.74747e-06,3.38369e-06,3.21594e-06,4.26122e-06,0.000297997,0.000232447,0.00029999,0.000316928,0.000344686,0.000120024,0.00173113,0.00237914,0.00307256,0.00335254,0.00348561,0.00391484,0.00361896,0.00341314,0.00509279,0.00151516,0.00529996,0.000422852,0.00642764,0.00132642,0.00858488,0.00952371,0.0109919,0.0114197,0.0115627,0.0117215,0.011803,0.0123129,0.0123869,0.0121568,0.0144117,0.014935,0.0224944,0.0239728,0.0411931,0.0138576,0.724556,1.57019,0.0016846,0.000294271,21.8426,21.2953,20.8323,18.94,17.9729,15.3689,11.3736,11.8704,11.2106,10.9805,8.09343,4.50396,96.6248,82.2836,1.99052,0.0221882,122.076,104.274,4.96949,37.6385,8.34426,128.4,13.2419,114.557,91.9463,80.9203,3.27795,26.4776,0.954457,0.973982,0.0221133,51.3275,8.14161,0.0238392,0.000546536,0.0921702,25.0819,16.2257,40.5085,9.24615,1.6021,1.61023,0.766058,0.318501,0.0401327,4.52204,0.0920151,0.123052,0.0106946,0.029974,0.011871,0.000333151,0.000601943,0.0452551,0.0281168,0.00252779,0.198846,0.0948062
12,0.000248832,9.38921e-05,0.000374437,0.000101046,0.558574,0.0421117,1.6866,0.0101587,1.62124,0.109122,17.1757,24.1652,28.1554,29.2968,30.1871,38.084,36.9236,33.9869,42.1177,7.78234,54.6938,0.809045,54.5723,0.0080741,40.9213,46.3127,35.0885,40.7247,99.3906,31.5678,101.076,108.836,109.702,24.0143,46.4971,86.1929,65.9029,74.2371,82.2634,82.2079,95,91.8538,3.7426,0.246844,62.1483,63.9446,63.8023,65.2212,65.6775,70.5131,4.74619,4.76788,72.1214,72.398,3.24435,75.6649,7.09636,5.64451,77.5609,23.0125,7.18977,5.91421,65.7026,35.7857,58.8655,8.59089,53.9166,9.95701,16.4058,19.8736,65.9113,43.7639,58.9006,58.6378,18.2004,30.871,59.8838,18.7413,0.442672,32.9436,46.2022,52.1557,38.9818,54.4238,50.0405,49.9884,44.1909,37.7296,20.6972,51.1255,26.9068,29.059,0.00682815,0.00719286,0.00356093,0.064856,0.0384236,0.00521861,0.0041759,0.0139754,0.0157132,0.015979
13,3.98835e-05,6.66573e-05,4.66274e-05,9.28251e-05,0.0505764,0.0718872,0.0146335,0.113543,0.00612895,0.00117346,0.0533005,0.0901358,0.226003,0.295149,0.319091,0.248142,0.0989537,0.0807867,0.572489,0.0151944,0.2246,0.00371782,0.665626,0.18177,2.5644,2.65598,5.21558,4.60121,0.765654,6.6359,0.77028,0.634338,0.621549,9.3787,5.72885,2.15483,6.46873,5.77544,8.29948,0.131936,21.4774,26.5556,0.0100107,0.00207806,19.9433,18.0739,17.6607,15.5477,14.8063,11.4303,47.2792,47.3421,9.25649,9.07602,39.983,5.63297,50.0838,44.2764,2.81097,0.0636811,46.8991,41.8134,6.18429,48.6557,10.4479,48.2425,10.9633,50.2898,57.5226,56.8565,1.3079,18.9624,0.4388,0.438411,0.0561282,38.0873,2.84043,0.0585305,0.00309669,0.122493,10.643,4.55587,13.3267,1.70198,0.401085,0.401207,0.262941,0.17707,0.0704669,0.710333,0.101401,0.114262,0.128422,0.104962,0.0458707,0.00124335,0.00101173,0.0377675,0.0233513,0.000636142,0.187058,0.00818134
14,5.01532e-06,5.22145e-06,6.31081e-06,6.6142e-06,0.0227051,0.0142915,0.00590724,0.00402197,0.00163734,0.000176612,0.0223659,0.0419755,0.133125,0.183803,0.201596,0.145018,0.0422934,0.0322361,0.399019,0.00363221,0.119139,0.000631344,0.471303,0.00237208,2.1978,2.31204,4.64046,4.16085,0.519646,5.85567,0.5218,0.398364,0.386883,7.77851,5.40142,1.86309,6.56466,5.85608,9.17923,0.036033,31.846,39.406,0.00166473,0.000268098,9.67948,8.27045,7.73751,6.05016,5.48477,3.78603,2.10412,2.10614,2.5045,2.42734,1.30607,0.94719,2.76997,2.01779,0.267366,0.00698371,2.60419,2.00878,1.05798,36.0736,3.57417,3.16473,4.7552,4.03471,12.0255,19.5634,0.107375,16.0874,0.0331496,0.0330983,0.00529634,38.6241,0.354295,0.00540151,0.000366682,0.00970289,5.9593,1.07898,11.2505,0.259253,0.0323499,0.0324107,0.0192367,0.0126463,0.00569527,0.0871568,0.00756626,0.00836237,0.00131903,0.00114452,0.000502354,9.47861e-05,5.93128e-05,0.000664443,0.00732357,3.18308e-05,0.105723,0.012497
15,2.37816e-05,8.79874e-06,3.66499e-05,9.63708e-06,0.0350681,0.00422693,0.127311,0.00149289,0.139083,0.0138241,2.44581,3.64713,3.96854,4.0264,4.14079,5.85066,6.36665,5.82718,5.89897,0.808734,9.67714,0.0613309,8.2371,0.00133192,4.75273,5.69432,3.73195,4.66446,19.8389,3.22099,20.3793,23.1951,23.5191,2.23418,5.87256,15.7131,11.6124,14.4257,22.2746,14.382,87.2114,97.8373,0.227507,0.0200916,58.9549,59.4296,58.902,58.2135,57.7741,57.3769,0.827071,0.834505,53.8731,53.6499,0.538286,42.7203,1.85908,1.40648,25.6138,1.31312,2.27614,1.79062,39.4108,46.796,49.6264,3.80951,54.5891,5.97635,17.2695,24.8694,15.1524,64.4001,5.38663,5.38888,0.864711,53.7131,31.6631,0.879489,0.0246249,1.65487,66.066,49.8178,78.198,27.5206,5.61406,5.62586,3.41896,2.19711,0.901656,12.6826,1.24905,1.39894,0.00124305,0.00138709,0.000657665,0.00418343,0.00212634,0.00131415,0.00294581,0.00117869,0.300739,0.14272
