real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
0,2.67049e-05,1.69659e-05,3.89375e-05,2.14427e-05,0.455525,0.0999957,0.258809,0.0272963,0.0633257,0.00647157,2.5665,4.88102,11.7618,14.5265,15.4824,13.355,5.37332,4.25744,25.3205,0.429851,12.5657,0.0395059,30.2256,0.0198035,53.6263,58.5597,62.497,66.254,38.556,62.7881,38.8621,33.5603,33.0216,58.5376,77.7804,72.99,101.056,104.226,125.317,8.68869,173.821,182.361,0.312617,0.0182603,229.507,223.673,218.425,204.374,198.356,187.521,25.6523,25.663,166.544,165.507,17.7571,127.337,28.8157,22.7484,90.476,7.04672,25.8374,21.2109,87.0953,73.5737,85.771,26.7502,77.8479,28.0151,39.3913,45.0154,61.0664,70.1034,40.3786,40.2691,6.52729,58.2531,66.8278,6.89524,0.0428669,15.3697,66.9434,65.0567,60.2995,56.6254,35.8372,35.8235,27.8949,20.9388,8.68352,44.2242,12.6827,14.2232,0.0125347,0.0110764,0.00451543,0.0113457,0.00889717,0.00424161,0.00224757,0.00394137,0.187661,0.0701964
2,5.18072e-05,3.46729e-05,7.3942e-05,4.37046e-05,0.555441,0.152955,0.326829,0.0454127,0.0884344,0.0096952,2.9655,5.46374,12.5995,15.4323,16.4104,14.2902,6.14056,4.9554,26.4374,0.568207,13.6909,0.0555851,31.4863,0.0314857,54.8558,59.9227,63.8867,67.6642,40.6034,64.431,40.9511,35.7931,35.2737,61.0678,79.5246,75.3672,103.818,107.254,130.113,10.5623,184.913,192.715,0.387507,0.0253575,223.348,223.22,218.596,208.989,203.908,201.193,27.2593,27.2342,177.907,176.945,18.9724,128.128,27.9511,21.9897,83.5492,7.12206,24.1242,19.7777,76.8886,63.0583,74.787,24.0099,67.7678,24.5896,33.8966,38.6108,55.2466,60.6825,37.1433,37.041,6.30811,50.0506,59.8111,6.63213,0.0548902,14.398,58.885,58.1979,53.4768,51.6491,33.1401,33.1296,25.8746,19.469,8.19022,40.9152,11.8675,13.2869,0.0183922,0.0153619,0.00654465,0.0142803,0.011025,0.00533334,0.0029356,0.00534076,0.135085,0.0498246
6,5.63706e-05,3.69603e-05,8.0365e-05,4.61212e-05,0.582632,0.146741,0.343854,0.04233,0.0987036,0.0108367,3.29667,6.00742,13.3424,16.2011,17.1988,15.2749,6.84211,5.54332,27.4582,0.616323,14.9425,0.0604171,32.7702,0.0291167,55.4999,60.5624,64.5152,68.3003,42.8147,64.9277,43.1935,38.1601,37.6478,60.9522,80.1101,76.7252,104.391,108.01,130.298,11.3931,178.93,184.098,0.410031,0.0277401,188.74,191.279,187.341,181.906,178.524,184.411,23.4712,23.4509,166.277,165.806,16.2566,123.156,24.2962,19.0379,83.2216,7.55488,21.0586,17.2077,76.3418,59.9212,73.8968,21.1992,67.6909,21.9442,31.1327,35.9086,57.5853,60.1638,39.2234,39.1299,6.64776,48.3108,61.9886,6.98764,0.0589171,15.2085,59.6029,60.2396,53.8967,54.7248,35.5401,35.5336,27.7216,20.7612,8.64211,44.1017,12.5805,14.1104,0.0170657,0.0142815,0.00615274,0.0154992,0.0120766,0.00512811,0.00276769,0.00642521,0.246921,0.117558
7,5.38131e-05,3.67892e-05,7.59621e-05,4.59534e-05,0.60632,0.157037,0.310883,0.0413024,0.091215,0.00983374,2.99464,5.49126,12.5102,15.3497,16.3392,14.2823,6.26992,5.07248,26.5764,0.576702,13.8789,0.05565,31.7256,0.0286492,58.8377,63.9779,71.6898,74.9312,41.2153,73.1769,41.5803,36.4298,35.9119,69.687,88.3357,78.0179,113.902,116.576,141.841,10.428,193.401,198.15,0.385994,0.0252026,216.227,213.437,207.633,195.034,189.253,183.526,25.4428,25.4371,161.39,160.457,17.8234,119.112,27.2779,21.6161,80.8832,6.90581,24.0426,19.8027,75.9732,63.6768,74.3994,24.3212,67.4631,25.0797,34.5371,39.264,53.7969,60.6781,35.8979,35.7972,6.14284,50.4429,58.5977,6.45495,0.0542402,13.9177,58.3276,57.1101,52.8315,50.2025,31.9396,31.9289,24.9033,18.7423,7.93582,39.5046,11.4505,12.8073,0.017439,0.0149913,0.00637688,0.0141127,0.0107664,0.00551544,0.00289165,0.00506308,0.149157,0.0595579
10,4.39812e-05,3.06654e-05,6.21293e-05,3.85654e-05,0.574391,0.152404,0.269719,0.0393215,0.0811455,0.00876658,2.70126,4.98983,11.5038,14.181,15.1124,13.1214,5.73844,4.64233,24.7238,0.52404,12.7446,0.0502152,29.4404,0.0264345,56.4054,61.0658,69.8053,72.4477,37.924,71.6501,38.2523,33.4949,33.0191,68.7958,85.1579,72.5468,108.316,110.201,133.596,9.7001,180.526,185.837,0.353991,0.0227609,218.436,215.696,211.038,199.308,193.686,185.964,24.1878,24.1747,163.302,162.247,16.8932,118.318,25.6005,20.2492,79.4691,6.56642,22.555,18.565,75.3719,62.0249,73.8546,22.9819,67.6005,23.9419,33.5936,38.4276,54.3288,61.0277,35.9882,35.9122,5.93187,50.3874,59.7465,6.2482,0.0493205,13.7119,59.6,58.8328,54.5352,52.0832,32.7334,32.7283,25.3685,18.91,7.82148,41.1139,11.4194,12.8187,0.0155391,0.0131852,0.00557013,0.012975,0.0101919,0.00485029,0.00267339,0.0052176,0.159533,0.0838425
12,6.41234e-05,4.15598e-05,9.10683e-05,5.15408e-05,0.55151,0.133752,0.337821,0.0420423,0.0945684,0.0107422,3.01337,5.50443,12.4584,15.1887,16.1375,14.1894,6.16892,4.97828,25.93,0.569315,13.6749,0.0584124,30.9935,0.0311924,53.33,58.4623,61.9033,65.9338,40.4197,62.0733,40.7768,35.6769,35.1596,57.6418,77.9856,74.944,103.576,107.491,131.748,10.1338,190.952,200.539,0.389927,0.0271296,212.845,210.534,203.869,191.447,185.935,183.115,26.7225,26.7145,162.354,161.576,18.53,122.674,28.3944,22.2899,83.9952,6.85051,24.7247,20.2222,79.3347,66.851,77.9291,24.8455,70.8705,25.5751,35.6089,40.6883,55.8085,63.8986,36.5215,36.4221,6.05281,52.8955,61.4629,6.35544,0.0571167,13.7597,61.6842,60.3694,56.1136,52.771,32.5929,32.5839,25.1118,18.6834,7.78649,41.028,11.2773,12.6404,0.0194852,0.0167192,0.00722208,0.0152571,0.0115812,0.00615524,0.00326647,0.00560676,0.157743,0.0691026
13,4.31396e-05,2.96785e-05,6.1621e-05,3.78191e-05,0.556942,0.164288,0.293122,0.0470894,0.0777773,0.00820627,2.70494,5.05043,11.9953,14.821,15.79,13.5244,5.65456,4.5409,25.6672,0.488977,12.8097,0.0466472,30.4281,0.0308058,55.4708,60.357,65.2986,68.8755,38.5796,65.9415,38.8945,33.8022,33.2932,62.5228,80.6826,73.6718,104.022,106.905,128.989,9.4746,185.119,195.698,0.319708,0.0209097,216.215,212.595,205.648,191.249,184.878,179.154,27.3855,27.3469,155.697,154.744,18.9885,112.241,27.5353,21.6525,75.7588,5.92515,23.8101,19.5457,73.4837,62.8828,72.7942,23.9673,67.34,24.8715,34.7771,39.6952,52.4692,61.6827,33.9075,33.8427,5.32191,51.66,58.7618,5.61078,0.0442948,12.5097,60.0985,58.5984,55.4916,50.9729,30.9245,30.9205,23.6998,17.4801,7.07275,39.4404,10.4179,11.7287,0.0170205,0.013984,0.00590987,0.0115798,0.00911884,0.004931,0.00281861,0.00466227,0.179101,0.0629105
16,6.08941e-05,4.1539e-05,8.56611e-05,5.1764e-05,0.61595,0.158154,0.304002,0.0435178,0.0937924,0.010896,2.79607,5.09904,11.6869,14.3909,15.3252,13.2408,5.84037,4.75446,24.9167,0.593293,12.7878,0.0608701,29.5681,0.0306251,56.3856,61.1528,69.0404,72.0391,37.8575,70.4949,38.1828,33.3999,32.9249,67.0175,84.8759,73.0051,109.003,111.147,135.794,10.1983,192.592,202.03,0.416775,0.0282237,207.345,201.226,194.834,180.477,174.687,166.528,25.9823,25.9825,147.771,146.933,18.2387,113.886,28.3777,22.5859,81.0096,7.21736,25.329,20.9535,77.7853,67.1371,76.8361,25.9778,70.2029,27.0606,37.3676,42.3891,54.7755,63.9775,36.4007,36.2981,6.46782,54.0424,60.2772,6.78721,0.0607231,14.3387,61.3306,59.3424,56.1622,51.4763,32.3254,32.3138,25.235,19.0878,8.26828,40.0783,11.7962,13.1512,0.0190876,0.0166886,0.00714502,0.0162289,0.0122754,0.00649795,0.00358923,0.00551957,0.133157,0.0593425
17,7.67019e-05,4.85123e-05,0.000109351,5.99991e-05,0.667275,0.161101,0.401143,0.0464106,0.107555,0.0123916,3.30392,5.99591,13.674,16.6871,17.7158,15.3474,6.61595,5.35568,28.1094,0.650286,14.5136,0.0673847,33.1789,0.0325752,57.1555,62.2311,65.7639,69.7204,41.8422,65.9566,42.1685,36.7827,36.2393,61.6586,81.4368,77.12,105.453,108.802,131.021,10.9279,183.826,191.43,0.448884,0.031396,223.548,218.138,213.17,199.633,193.728,183.225,24.5241,24.5168,162.091,161.059,17.1316,121.25,26.3253,20.8063,83.0011,7.48618,23.2412,19.1173,78.3522,64.9197,76.7088,23.6617,69.2806,24.5363,34.2191,39.1151,55.3949,61.9219,37.1612,37.058,6.65426,50.9186,60.1872,6.97918,0.0661511,14.7071,59.4818,58.41,53.4691,51.5012,33.0922,33.0809,25.9277,19.6352,8.50582,40.715,12.143,13.5409,0.019966,0.0171946,0.00748683,0.0178408,0.0136212,0.00658485,0.00353275,0.00645572,0.252871,0.109387
18,6.00152e-05,3.81799e-05,8.53715e-05,4.71323e-05,0.539282,0.118388,0.342761,0.0389004,0.0982632,0.0108616,3.15093,5.7169,12.6686,15.372,16.3204,14.5454,6.49711,5.26529,26.1823,0.618136,14.2406,0.0617187,31.4489,0.0298908,52.8318,58.0066,60.398,64.671,41.7367,60.032,42.1257,37.0962,36.5835,54.538,76.265,75.5393,101.537,105.847,128.799,11.0123,178.99,184.205,0.426618,0.0283496,222.492,224.494,220.737,214.375,210.474,212.595,26.6195,26.6114,191.587,190.817,18.421,140.406,27.8322,21.6702,88.1081,7.65277,23.6802,19.215,77.3329,62.5038,74.3825,23.102,65.7733,23.2278,31.8002,36.2904,53.8366,57.7967,36.4476,36.3032,6.47539,47.0247,57.2824,6.76861,0.0605207,14.2914,55.4325,54.878,49.6242,48.7015,31.4935,31.4773,24.635,18.6571,8.03357,38.4791,11.4627,12.7851,0.0187213,0.0158148,0.00679137,0.0151779,0.010944,0.00530986,0.00260414,0.00489198,0.13512,0.0545596
