real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.204597,1398.15,1.85027e+10,953.375,1.11645,13764.5,2.44657,28.4207,62.1917,-48.6101,231.318,14.5172,66.5126,28.2362,74.301,8.09952,279.595,43.4894,91.6755,4.14843,69.3681,4.8449,73.7977,48.3562,270.368,37.5062,249.8,39.5614,318.922,3.0322,19.9998,-2.64255,68.8203,-14.4381,103.344,-35.3282,239.343,25.9686,73.1389
1,0.302467,963.776,2.51287e+10,891.433,0.430247,13903.2,2.77261,38.8678,61.0249,-8.55059,233.916,38.7144,76.1009,17.0063,83.875,27.0308,364.867,16.8229,95.5825,-40.0747,90.5058,14.6318,81.4463,-31.7615,251.01,16.2337,281.381,-42.0543,330.923,14.1748,20.3637,40.5193,75.0065,-31.0737,84.7491,0.219494,316.172,-9.66761,58.9908
2,0.346866,1530.5,2.44139e+10,817.501,0.483163,13569.8,2.13693,26.2159,58.7523,-1.55909,270.951,33.2607,63.0504,21.3329,72.8464,-2.23419,318.284,24.5568,89.8938,2.39036,87.639,24.0399,88.4598,7.06995,257.443,21.7652,259.272,-8.60653,343.067,18.6328,16.2174,-7.92379,80.7304,-5.37987,96.346,-12.2743,273.947,6.35159,54.8364
4,0.251986,838.532,2.73344e+10,827.106,0.354451,13602.5,2.81548,51.4436,47.1852,16.5702,250.416,7.22405,59.1182,33.3861,75.9009,-52.879,323.288,49.0473,110.676,-11.4282,93.6515,7.05368,93.3402,27.9542,335.036,-30.7433,282.931,48.8715,387.941,31.2344,19.7341,7.92075,93.065,-36.4329,107.584,-0.332719,347.305,43.8912,52.8398
5,0.30479,1238.08,2.34167e+10,861.464,0.944124,13771.2,2.27042,24.1676,62.2125,11.0515,278.985,14.5516,58.9543,3.15565,78.5717,-3.1076,322.042,9.83775,84.2986,-2.37731,106.39,-4.45613,89.8495,-5.459,239.072,26.6157,230.816,-1.46842,337.075,-0.236511,19.1837,19.3182,95.5036,-25.1587,80.786,-23.3373,351.854,24.8693,49.2571
6,0.356173,1147.27,1.94262e+10,994.71,0.741789,14450.5,2.92619,-1.97741,61.1814,-25.3347,314.469,55.8249,56.685,21.1732,79.9851,-30.3145,255.953,-13.5889,72.2769,14.4869,91.8359,45.7717,72.7143,-17.7073,251.659,-12.0804,265.61,7.06615,288.866,6.70241,16.2974,-1.76318,80.4803,-21.4464,88.5965,-2.29432,317.812,15.6198,55.0727
7,0.34173,1133,2.82892e+10,811.959,0.679995,13411.3,2.22614,28.8027,63.124,10.0108,265.895,37.0504,64.425,19.0501,71.3301,2.83319,311.849,21.4835,88.1591,22.7389,88.9389,16.1798,89.3045,-4.966,263.013,32.9995,269.551,-8.05506,343.324,12.5059,17.0146,-2.44247,78.1478,-1.90218,89.5699,-4.92824,278.533,11.7205,59.3202
8,0.197329,724.582,3.25885e+10,886.773,0.426461,13243.5,2.42366,28.865,60.232,-14.471,297.047,72.5069,51.6645,34.1688,68.7375,-10.5673,269.479,50.5458,91.7827,14.5335,95.734,15.0251,106.217,-30.1521,265.594,28.7063,243.991,1.93033,328.5,13.2041,18.3944,-4.4887,80.6624,-6.14031,92.8191,-0.0266269,313.392,0.683028,52.0014
9,0.345506,1387.12,2.74317e+10,839.003,0.88715,14127,2.09965,37.5559,56.5559,3.979,210.182,9.28239,75.4085,18.8942,83.3152,15.9843,352.311,7.50395,79.4732,19.4279,74.8762,-40.2878,88.743,-23.7993,249.556,29.7417,312.203,-7.22364,374.885,-17.8573,19.1756,5.29795,88.7652,7.49928,89.7972,-24.637,263.376,2.53585,56.7753
10,0.363743,1118.05,3.24537e+10,818.419,0.297707,13555.4,2.33661,20.903,61.1392,-16.8674,257.244,49.6769,66.4322,7.77663,66.8629,-0.301331,316.97,22.509,92.7048,4.9504,90.7877,-4.7845,88.4636,-25.5029,269.024,21.4758,268.437,-9.25162,346.615,9.65602,17.1267,10.4747,79.1542,-15.0217,97.4722,-10.925,280.067,12.2638,57.6343
11,0.399035,717.744,1.65079e+10,815.462,1.67708,12356.7,2.20685,15.0332,59.1013,-36.0806,208.478,14.4522,66.9681,27.1795,55.6327,56.7897,386.625,43.1048,66.5855,-22.2973,105.356,5.51619,97.2809,53.4908,233.301,39.203,231.929,-73.5885,302.133,-71.0168,16.3405,58.1747,66.5762,-29.3263,80.1753,33.3189,298.059,28.5317,57.7084
12,0.330256,2283.44,4.88241e+10,726.032,0.87992,13624.9,2.4613,56.2963,71.0513,28.0607,295.292,-1.11349,69.6272,48.7553,59.4376,-18.5985,361.452,35.0721,83.4116,18.1113,115.075,25.7865,79.4869,-32.1816,280.397,33.4884,292.107,52.7874,353.645,10.3147,23.2103,-14.8403,97.2813,27.7332,68.5452,1.45509,252.825,85.4867,52.2121
13,0.408347,1660.14,1.74028e+10,799.446,0.752838,13319.2,2.13553,-38.8978,54.174,19.0196,238.82,43.1333,61.585,44.0862,61.9068,-27.8482,286.761,64.2642,87.7287,39.6401,95.281,-11.2143,87.557,-55.2525,317.26,50.4168,340.871,14.6602,359.199,32.8178,17.8683,36.8453,68.1623,11.7501,85.7577,20.6455,285.4,-7.46258,64.6361
14,0.243395,1196.52,1.94664e+10,702.566,1.46625,14462.6,2.18614,39.4636,72.5669,31.9429,249.395,-8.25515,60.579,35.624,88.1591,29.9223,362.518,-34.3896,91.4233,-36.6327,86.1573,-1.95542,76.1117,13.9404,283.176,35.6179,175.296,-33.5849,433.078,-19.5534,17.1941,-4.3564,70.4683,35.2472,101.823,-19.7524,252.135,46.971,69.5039
15,0.432711,2625.84,2.46163e+10,881.423,0.532502,13847.5,2.87727,-49.3267,77.521,-30.149,243.53,30.2943,54.1751,74.5078,55.5478,-7.33404,323.787,-7.74663,90.3819,45.3246,82.8637,10.5656,78.696,-1.26125,232.694,23.211,295.806,-0.640258,339.708,-3.68638,15.7897,-10.4647,82.1066,77.854,106.397,28.1584,334.036,30.2376,62.9525
16,0.335139,1521.99,2.2229e+10,956.759,0.466971,13664.5,2.52582,14.8223,52.5388,-8.93026,256.425,40.6765,57.3784,28.2514,75.7092,-21.2345,303.707,6.3432,99.7045,13.7472,94.7082,25.8473,109.8,23.4148,252.138,42.1005,194.625,5.32256,312.928,29.7018,23.273,13.2421,62.5577,-33.5959,94.9016,-6.13126,292.608,7.06428,44.7533
17,0.257012,1492.96,2.50445e+10,879.608,0.224617,13347.6,1.96854,34.8975,59.2643,-0.0253123,290.452,21.7564,65.0371,35.7654,70.8042,-4.34516,377.456,-4.78629,95.9104,33.7532,92.2179,46.5337,91.2968,8.37003,231.888,30.8279,298.228,-9.52491,352.078,13.4026,19.2338,20.3425,85.9318,-12.6312,109.238,-0.178135,319.351,15.8691,55.166
18,0.501736,1599.41,3.15759e+10,967.1,0.362761,14494.8,2.41962,27.4234,62.6164,24.765,220.3,37.5327,64.4383,17.9618,84.3868,-10.7363,316.364,46.8753,79.2644,-31.5366,77.3202,12.8329,82.9209,10.0117,173.383,22.0391,263.861,3.55013,317.976,18.8084,17.6949,0.13815,72.2653,-18.6302,110.421,-1.79706,290.65,35.7254,60.9132
19,0.183355,1340.76,1.6693e+10,955.708,0.561276,14015.3,2.08607,-8.4112,63.1943,-10.3404,279.327,86.0907,58.8907,-10.0313,66.0977,32.3439,332.186,20.1118,86.1432,21.7092,86.0008,48.6363,107.545,1.05171,204.134,27.4489,237.374,8.27231,360.556,-12.6709,12.6248,-3.88223,98.316,4.67401,109.499,19.3408,305.58,9.56,33.6332
20,0.324488,2448.41,2.55395e+10,927.255,0.592322,13047.9,2.12237,15.9306,66.6928,-12.6168,254.666,-53.4881,64.7401,-34.628,64.2654,-23.2809,257.503,49.3389,82.865,48.1851,53.6294,50.4842,98.4472,-36.8344,276.755,33.9675,266.987,-16.0734,330.24,54.8066,21.2013,-13.2434,86.5902,8.18417,104.434,15.5345,223.906,22.8208,42.6044
21,0.317494,764.866,2.43973e+10,841.11,0.61308,13987.8,2.37345,8.27821,63.4168,-11.7551,251.408,40.5629,67.6202,31.3645,67.5026,-3.25575,315.699,27.1861,92.9123,30.8152,87.1207,14.7175,92.4986,-10.846,249.652,27.0596,243.47,-5.69292,306.252,3.28525,16.0372,18.7491,93.398,-21.7134,103.295,-10.1394,315.766,15.565,64.5793
22,0.385688,1656.7,2.73692e+10,818.983,0.544258,14155.9,2.53647,30.522,64.0832,21.9048,286.115,26.7984,43.8374,2.30247,84.024,30.315,286.822,-0.721204,85.1533,3.10437,91.8802,-0.681031,94.7195,37.6002,294.006,29.6305,251.538,9.11645,313.359,17.0268,18.6806,4.11902,102.97,38.447,115.064,-15.6195,215.71,-10.5338,56.8256
23,0.433733,827.635,2.62078e+10,806.034,0.58665,13709.8,2.26405,83.0604,74.3173,17.3167,200.548,37.1502,70.2125,6.77689,59.0535,-9.61588,272.898,11.9758,91.2671,5.81664,88.1983,15.6297,94.4772,-7.70773,262.536,7.51222,241.278,25.2064,337.616,18.5508,15.8033,-9.23246,83.6535,30.3115,106.965,-34.6207,311.634,-21.7462,76.0449
24,0.301524,1346.52,4.93311e+10,979.449,1.54589,13630.5,2.45992,16.5444,55.9104,3.16728,228.787,-12.2046,67.382,20.0828,87.6781,-6.14941,294.005,-13.4447,86.69,26.1597,91.344,65.0846,101.1,-1.07181,253.273,19.8937,262.366,3.94788,373.675,-1.49194,17.8204,26.7802,96.1295,-0.210235,102.007,-11.2135,242.568,26.5303,57.9847
25,0.329488,1209.72,3.03326e+10,832.103,0.573166,13750.9,2.43133,29.9236,62.2166,-4.82847,282.026,40.7512,67.2167,19.4281,74.0483,-5.66549,314.191,33.6626,99.2536,5.80285,87.6483,7.23299,92.1189,-25.1348,240.635,20.0705,269.626,-0.913358,330.877,-2.69045,18.0133,10.8036,81.7721,-2.44693,91.1793,4.53007,289.585,6.96133,57.2387
26,0.258192,3041.41,3.25058e+10,802.988,0.358042,14690.9,2.16193,-5.76572,57.1541,2.66041,271.031,20.9413,67.0221,-7.21495,70.0534,28.0818,280.841,13.516,100.602,31.538,78.9959,21.5582,90.4469,1.2509,256.847,28.2723,221.243,19.8819,401.805,-4.26838,14.5192,-12.3172,93.3932,18.6536,119.741,-49.774,277.497,45.3562,43.0954
27,0.319289,1160.94,2.76574e+10,843.545,0.809974,13986.1,2.91869,13.4483,61.6757,-55.8544,279.255,39.4343,62.851,-24.2304,72.405,23.0587,270.209,-25.916,86.6022,1.85859,110.441,-26.0948,87.6356,-48.0123,267.938,-44.0166,280.264,0.808853,387.269,22.6296,16.0661,31.5074,80.1981,-7.86998,114.578,48.9043,254.543,17.5142,56.5361
28,0.415901,1671.73,2.80268e+10,772.642,0.275919,13578.5,2.32196,33.635,62.2323,18.4082,271.075,8.32948,60.208,20.2989,65.1393,-4.00461,309.352,33.7022,86.0061,22.1966,82.7056,9.10487,94.3221,36.8132,272.513,7.8493,265.557,-7.03207,366.13,11.9961,15.5499,3.6833,87.0428,-12.9405,102.135,3.79731,280.273,31.9872,56.7821
29,0.365194,1630.85,2.23598e+10,801.87,0.723768,13795.5,2.29969,30.5896,56.8468,2.25794,262.397,41.5918,63.1953,8.14291,66.321,-13.281,314.535,33.2246,91.1494,27.7858,84.4443,10.7228,80.0773,-8.61435,239.941,29.5281,271.601,4.88241,343.086,21.0563,18.2825,6.53852,77.7764,-2.26316,99.1279,7.88579,263.339,-12.9027,54.0389
30,0.380935,2140.23,1.67453e+10,778.691,1.67069,14407.7,2.14251,-6.29894,58.315,-5.99171,289.971,65.3823,59.9463,-13.7376,67.155,-18.0652,326.688,-0.975352,103.516,45.5901,72.0988,-4.61375,59.2411,-0.782638,256.53,-4.63056,345.686,14.6643,409.912,1.54962,14.9003,16.7427,88.0626,-16.2961,98.1094,16.0672,274.987,5.14216,58.0305
31,0.38897,3296.4,1.078e+10,858.828,1.63767,14362.2,2.27595,-3.53418,73.4722,81.6912,258.015,32.8984,72.1308,60.537,75.3019,30.2909,322.931,-35.2392,83.7843,-15.1045,77.131,-19.9911,94.9358,-6.57248,304.279,-27.9828,269.961,-48.8153,319.401,-11.6614,14.1967,-22.1331,97.7048,-4.17993,69.5789,-2.45451,252.932,28.0036,64.1318
32,0.442172,1199.73,1.75074e+10,847.583,1.09516,13281.5,2.34381,24.4962,60.0995,11.7029,280.15,52.735,73.0099,18.5012,84.8477,11.1678,346.124,40.2975,95.4468,4.67987,98.4198,4.21201,94.022,-15.0509,202.953,-8.54074,282.828,23.0597,382.387,-20.9732,16.3516,11.8146,64.1856,-17.9257,93.8939,0.126541,294.61,-0.962533,49.7322
34,0.399005,1145.5,2.11412e+10,782.286,0.555127,13829.6,2.09067,44.1759,61.8289,-1.21951,267.044,29.1644,65.4494,17.7754,68.0072,1.02895,309.904,20.8622,92.4039,3.53173,99.0245,-5.38635,86.1119,1.32302,241.755,18.7205,261.595,17.932,360.095,18.3682,17.2086,-14.7978,81.335,-1.68504,95.7832,1.88417,291.116,29.0706,55.1192
35,0.435401,791.808,2.65954e+10,948.613,0.488051,13892.2,2.40414,48.7123,65.4441,-2.49211,227.565,43.0049,64.514,46.4105,66.9053,-13.529,307.021,17.9263,95.9584,-13.7964,91.4512,39.4811,95.213,-5.90565,267.442,3.19179,262.264,-13.2811,288.109,10.0308,19.3235,1.1531,85.2364,-11.3678,83.4159,25.9335,318.907,-7.33948,57.6794
36,0.382793,1556.63,2.05841e+10,850.71,1.02031,14536.9,2.39199,-38.0047,60.9652,-3.50848,211.2,51.2917,45.8229,56.488,85.803,-23.1826,260.1,27.7304,83.738,-27.7682,97.6655,-51.441,101.843,35.93,290.794,9.06457,270.161,-4.3761,331.45,16.418,11.7993,36.0221,85.0705,-22.3711,124.452,7.78373,360.358,-26.6124,40.8967
37,0.469288,2520.5,1.80097e+10,763.968,0.508209,13706.9,2.68472,50.4226,69.2614,11.4769,292.809,-52.1115,61.7174,58.81,75.0256,-19.5514,340.303,5.72985,81.6964,-29.846,88.6278,34.0008,81.9146,25.7131,295.758,2.26642,310.562,-4.641,308.352,38.9571,17.8579,33.3738,93.9107,1.43196,87.4557,-14.9631,277.333,12.0619,57.5368
38,0.283595,1012.85,3.31528e+10,876.141,1.03788,14336.6,2.28514,30.2295,50.7162,15.7295,262.372,17.203,57.4142,24.4265,89.5384,-11.7889,289.511,2.51366,82.8364,-5.94896,87.6034,14.7428,93.4376,26.6385,261.985,4.21561,274.569,2.83152,309.733,12.8517,15.3685,-13.0684,84.0904,0.313719,97.1477,24.7484,303.806,8.30552,55.0228
39,0.266998,1372.57,3.47462e+10,822.004,0.411963,14506,2.42597,17.7065,56.0082,-10.9934,238.671,29.4154,63.4486,7.95653,85.5531,18.7052,377.667,30.4504,87.8505,17.0725,78.9373,7.11442,64.3674,-33.6396,244.463,5.73155,264.087,-40.2191,320.383,-11.9551,21.6456,1.52635,65.7538,-3.09031,82.4227,9.50206,265.877,24.5383,61.3048
40,0.570331,1057.14,2.31225e+10,1017.43,-0.359657,13763.6,2.54803,42.0037,61.4434,-14.1626,232.901,30.1489,74.2504,24.7829,73.5339,-14.3174,338.642,16.3058,85.2748,14.8188,89.4595,-5.37949,90.1881,4.8876,273.104,23.3495,215.687,25.6439,380.21,18.9625,14.477,9.5465,79.7864,1.13769,81.7289,-27.6379,239.054,7.73072,65.7539
41,0.463776,1174.4,3.15781e+10,912.082,0.882305,14328.2,2.22503,42.8221,60.8591,2.19677,266.649,-18.356,70.891,39.1763,73.8498,25.1065,309.806,20.9177,91.9818,6.7805,92.528,39.271,91.8045,5.20674,286.324,19.2835,274.4,-14.6739,396.758,2.49925,18.1521,8.37722,98.089,17.2731,105.034,-12.9386,302.852,5.3807,59.3633
42,0.637067,911.966,2.07133e+10,792.306,0.0149976,14216.2,2.21483,53.4173,64.9982,5.47489,232.708,15.9973,67.1415,28.2336,75.3042,5.34667,313.304,1.45053,91.4271,7.26758,84.6192,12.3386,86.1443,22.3786,270.733,2.30205,195.259,2.12091,357.75,-14.1438,18.2337,16.936,80.6616,-3.33111,96.1425,-2.66988,226.163,8.22274,57.4628
43,0.269143,1415.11,3.25062e+10,937.144,0.702975,14646.8,2.38868,27.5189,90.8261,70.1794,239.567,19.5707,62.1752,54.1759,104.205,11.9143,346.816,17.684,105.94,26.131,100.406,-0.120533,79.7443,-5.85812,333.595,4.20379,193.829,-29.9346,296.927,-21.657,13.7548,4.70039,95.7024,-4.94973,95.0583,4.16214,316.683,31.2594,74.6535
44,0.296524,1395.81,4.38543e+10,872.354,0.0356985,14776,1.93715,45.3323,49.3363,28.0283,238.376,50.406,61.303,55.679,79.8087,-5.30338,279.863,-18.6329,99.0291,8.08199,98.057,30.0815,76.3315,-5.13908,218.95,12.2028,317.051,-2.82581,372.349,16.9432,14.7013,21.9645,88.5033,-41.6554,104.081,-28.248,255.437,-34.9899,59.2252
45,0.516205,2466.71,2.29111e+10,837.86,-0.508898,13821,2.13203,51.6348,51.8762,-19.2138,236.46,-13.6135,68.585,54.9637,76.4802,-33.2242,289.284,14.0694,101.084,1.3289,79.9021,39.9127,78.6155,-31.2564,255.806,5.46465,215.046,19.0311,312.836,40.079,20.4301,30.5174,83.1929,-25.1556,112.882,5.671,272.49,-8.36989,53.0681
46,0.20566,587.127,2.66768e+10,809.311,1.00733,13490,2.32329,38.7901,65.612,21.0221,247.005,40.5675,68.7236,34.7968,79.2323,13.6324,303.973,31.7458,91.0864,22.6678,93.0928,22.0819,93.123,-45.3438,180.94,26.4506,247.935,-40.9724,282.696,6.52813,17.0127,-4.01124,80.5137,-15.827,101.549,24.0214,289.515,-6.40387,60.2301
47,0.266977,1799.88,1.95339e+10,863.063,0.0704978,13456.6,2.45484,19.1609,67.4606,20.8555,263.86,30.6838,69.2812,53.7381,78.2129,0.289533,299.705,0.519317,93.1021,14.7226,93.7638,4.82679,100.375,-6.45724,216.736,35.8458,268.443,-12.6728,347.913,43.0862,15.7341,-12.1338,82.6197,-11.1698,90.8866,-17.2393,290.123,25.7111,58.1824
48,0.284803,3737.39,1.86497e+10,732.729,1.21451,13893.8,2.27294,38.1695,53.7619,25.4236,204.847,36.7478,54.9082,1.20168,80.8288,8.47911,276.23,-27.6059,85.2918,7.54765,79.3833,-74.8156,73.4135,-29.9392,280.479,-0.926675,232.549,14.9892,286.434,29.023,14.7527,-17.2326,100.387,3.76846,102.548,48.4037,298.884,-40.698,50.1525
49,0.279893,1051.84,4.48668e+10,653.026,-0.214409,14125.7,2.6585,40.9093,61.5153,51.9986,261.171,-4.02396,63.9505,66.3696,75.343,6.08013,286.117,15.582,83.2558,14.5933,51.3187,-25.7959,99.3357,26.0826,250.024,-0.063988,175.618,-10.2939,317.325,19.9975,12.7821,5.29811,97.0641,-5.78418,86.4297,-24.3921,263.191,10.6894,59.8368
