real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.443757,748.726,4.06986e+10,847.838,-0.388665,13288.4,2.56673,32.2259,59.638,8.77401,242.456,55.0914,62.8642,27.649,74.5998,-0.0641439,353.046,-12.4026,90.0476,-2.68284,91.7325,24.6248,84.3121,4.4948,272.536,16.9014,242.961,2.49163,371.001,1.83344,18.1213,10.3811,74.6442,-10.6975,91.8739,-13.1776,274.126,50.6525,51.9122
1,0.472561,725.333,3.88038e+10,799.062,-0.384448,13425.5,2.60963,28.3017,62.0532,3.91847,249.631,37.6969,58.0482,31.2442,70.6656,2.17368,373.46,-6.48741,98.1628,-27.1958,94.9919,28.3605,89.8416,18.9568,254.844,17.3512,260.732,-1.23767,387.547,12.446,18.0936,4.45877,74.0399,-11.0317,90.6159,-14.4959,283.775,53.6018,53.7281
2,0.398886,837.838,4.40913e+10,808.425,-0.545452,13330.8,2.55564,34.1266,59.8354,-1.76864,256.496,64.9212,58.7915,15.1053,75.7941,5.39402,343.402,-7.23253,96.6913,5.18031,87.5668,9.3292,83.8812,10.6701,270.941,21.5298,258.956,-3.95059,387.953,3.6432,17.8941,8.72299,72.6727,-12.5094,90.8651,-20.4069,273.976,51.1101,51.4174
5,0.462462,675.53,4.60994e+10,787.406,-0.43116,13319.3,2.53082,9.25368,57.441,14.3093,251.207,55.1316,49.4757,4.20254,76.7732,-10.8835,376.137,-21.8923,89.8366,-8.26361,97.075,6.64338,83.7112,22.679,270.576,7.37604,262.72,22.3757,403.681,-6.01205,16.8171,15.4501,71.871,-11.1939,78.6541,-12.4787,328.458,68.55,50.8729
6,0.49539,757.661,4.54982e+10,826.769,-0.238841,13758.7,2.63734,12.8045,57.6989,-8.83536,246.699,60.9813,50.0613,10.9755,73.0753,-8.64176,352.812,-27.1181,75.2832,-14.0402,98.0534,31.1511,78.5223,-10.5256,286.086,15.7317,255.166,15.8695,390.042,-5.07518,17.6307,20.1184,71.6819,-17.2778,80.7356,-11.1659,318.309,65.4813,54.1967
7,0.403151,746.623,4.9701e+10,809.871,-0.438037,13168.3,2.47819,15.3065,56.8586,-7.15699,250.859,62.954,45.9286,16.8894,74.717,-6.24655,340.378,-22.8292,87.2743,-3.80704,91.3684,15.4729,78.6198,12.0361,280.341,18.2372,255.707,16.9124,391.116,13.5723,17.3643,-1.18779,68.3362,-3.71087,84.686,-22.4194,337.241,65.8376,52.0394
10,0.422522,714.629,5.10244e+10,807.669,-0.485388,13598.6,2.56963,16.3786,56.257,-4.98316,240.293,67.3387,47.8334,2.40263,76.1638,-10.6372,355.139,-22.139,83.1935,-8.31864,93.6193,22.7538,75.9503,-2.38203,287.624,9.33542,260.271,19.43,394.175,-7.79537,17.2037,20.1809,71.3475,-15.8444,83.0479,-11.0131,324.241,66.492,53.9109
11,0.631967,724.301,3.34159e+10,757.798,-0.239789,13353.1,2.90106,5.73061,67.8741,-15.2536,243.343,29.1435,54.9484,39.0096,66.166,-5.54548,376.303,24.3138,103.106,-49.956,95.7589,4.3014,97.2516,18.9578,255.989,42.004,250.622,9.24952,419.41,0.671011,16.7238,20.7825,79.7637,-26.2856,90.3924,-11.2789,273.021,74.704,53.322
12,0.404797,773.91,4.00264e+10,860.374,-0.418653,13299.9,2.49388,33.7946,61.3202,6.92713,250.721,62.0774,61.1149,22.2997,73.956,1.02542,344.844,-1.64609,91.5102,9.76102,90.6515,14.5456,85.5791,10.9904,264.368,24.8623,250.309,-0.380363,361.567,3.97702,17.7279,11.4144,73.3099,-14.7441,89.885,-14.4998,277.932,47.1537,52.7754
14,0.464022,720.497,4.02116e+10,783.171,-0.414228,13403.8,2.59376,26.2498,63.2037,-5.61572,260.501,57.3614,57.5613,19.7356,73.4797,4.33329,360.234,-17.5125,93.9082,-24.6153,92.5988,5.26127,85.5634,12.212,272.846,27.2716,258.403,-0.908234,395.205,2.97544,18.2457,10.6141,72.7727,-13.3008,90.4686,-18.4732,299.737,55.8191,54.9842
