real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.204597,1398.15,1.85027e+10,953.375,1.11645,13764.5,2.44657,28.4207,62.1917,-48.6101,231.318,14.5172,66.5126,28.2362,74.301,8.09952,279.595,43.4894,91.6755,4.14843,69.3681,4.8449,73.7977,48.3562,270.368,37.5062,249.8,39.5614,318.922,3.0322,19.9998,-2.64255,68.8203,-14.4381,103.344,-35.3282,239.343,25.9686,73.1389
1,0.236968,1409.37,1.90549e+10,930.257,1.24811,14424.7,2.93966,44.0464,65.69,0.19855,230.103,21.7136,82.3388,9.67469,97.605,35.621,380.955,32.2394,100.361,-48.7197,94.8058,3.35826,82.4377,-40.7584,192.421,-5.02196,306.838,-40.1172,327.717,13.5028,20.1656,61.574,73.7561,-37.7746,86.6248,28.2646,307.44,-3.0421,50.808
2,0.33636,2231.64,2.38643e+10,901.925,1.24244,13389.5,1.89752,22.2689,54.2399,-1.84536,277.064,29.1278,62.7436,5.28955,74.8835,-16.145,352.622,19.2575,90.5106,5.19813,75.8768,-8.26122,74.1581,63.0662,249.532,27.7624,251.668,-58.4763,334.75,-15.2413,15.0482,-33.6032,72.5555,2.33718,101.755,-31.7622,251.439,-22.6487,47.3733
4,0.235412,1229.52,1.97685e+10,800.658,0.670011,13636,2.65457,57.3298,44.7336,9.55832,251.078,2.16263,59.0631,5.92484,71.2679,-73.0456,337.331,53.6278,116.472,-13.5692,104.034,14.5921,82.6571,20.9665,329.575,-37.999,293.494,82.3545,365.205,31.3569,20.3503,19.0426,100.362,-40.4273,106.568,-0.158552,348.494,61.1815,59.2216
5,0.254566,1582.02,2.51211e+10,827.451,1.76521,14087.8,2.38199,27.647,63.0805,23.2275,301.832,19.2181,52.5021,-40.5667,80.6165,6.5458,287.871,-5.48067,87.7737,-23.4,102.901,-3.60771,92.4107,6.41394,271.933,37.7195,234.233,21.4904,301.265,-9.64426,17.5775,-3.38347,102.765,8.20209,95.9706,-22.7399,337.115,69.7163,47.9993
6,0.290214,1655.67,1.59127e+10,1038.33,1.16687,14694.1,2.75272,-11.8688,59.1587,-34.4951,313.873,42.2247,58.8499,26.7039,72.8406,-35.4254,220.505,-37.3872,59.1674,45.7049,95.5542,35.0686,73.2475,-16.7696,247.768,-25.5825,271.6,16.1527,299.329,14.0464,15.1776,-5.24059,72.245,-21.7477,93.0344,-5.40223,312.059,31.0983,58.765
7,0.308882,2462.13,3.87515e+10,911.124,0.0955378,13803.2,2.27599,32.2201,73.1353,20.0258,309.366,-8.49921,57.8977,-36.8942,68.1979,-28.0317,343.022,-1.79499,89.3212,17.124,95.365,32.2674,97.3892,-6.03027,255.129,-7.33913,285.684,-26.1703,313.836,-16.6494,18.035,3.91999,79.7886,22.7098,110.372,-12.6056,238.744,11.3087,56.0244
8,0.195677,923.9,2.98884e+10,870.904,0.61684,13272.9,2.40027,13.3728,62.4085,-7.96523,308.612,48.3316,51.2999,36.4297,69.5759,-7.40874,262.785,57.5305,92.1588,2.15268,90.9118,18.0369,108.425,-17.6933,274.88,11.7693,244.219,-2.12955,325.511,23.6893,17.6886,0.849196,82.9777,-2.52502,98.5307,-9.57336,319.644,-5.30623,51.9542
9,0.305185,2081.24,2.46917e+10,864.605,0.940098,13939,1.85986,49.1745,61.916,3.84014,174.679,0.0228845,74.2196,8.70542,92.3928,38.2284,355.172,7.19549,74.3741,27.2709,76.2705,-67.9225,95.625,-17.3429,263.073,42.2717,343.437,-28.2517,381.255,-42.756,21.2947,0.160914,100.726,35.8679,95.7337,-14.2267,265.231,-1.96071,53.4835
10,0.371701,1025.27,2.62808e+10,857.977,0.598222,13429,2.92286,-10.0398,48.2874,10.5645,238.776,8.78381,56.2112,-18.3584,72.7859,-13.8399,321.897,-2.41292,86.3607,6.33463,88.2538,-33.8342,94.0096,-13.8246,309.945,33.3834,297.087,-27.3033,355.946,5.94249,16.7674,-24.6732,59.0887,-32.9016,87.6456,-47.571,254.846,-40.0999,50.189
