real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,2.43449,2.48392,4.65669,4.05971,0.929996,5.79627,0.939812,0.829323,0.819089,8.29434,4.68259,2.12919,4.85329,4.47322,5.56345,0.294262,8.23648,8.9967,10.5488,9.97285,9.55285,9.42239,8.63651,7.77213,39.6203,39.4566,6.96757,6.90637,38.9774,5.16847,28.0236,26.758,3.01443,0.173192,22.5483,21.5054,3.59751,8.57382,4.2562,17.1134,3.88256,13.6918,10.1339,9.09827,1.4825,4.47941,0.772459,0.76895,6.08263,1.9978,0.152207,0.286593,3.21965,2.22252,3.18633,1.39005,0.64399,0.643541,0.482022,0.362393,0.171862,0.859702,0.231377,0.254481
1,1.36333e-05,1.40471e-05,3.89598e-05,3.05947e-05,7.29802e-06,6.82554e-05,7.30796e-06,6.92923e-06,6.89308e-06,0.000188118,5.00321e-05,1.24507e-05,7.76339e-05,6.49723e-05,0.00016901,5.21395e-06,0.00205134,0.00380769,0.00211442,0.00141154,0.00112728,0.000943372,0.000480844,0.000322318,1.49868,1.49669,0.000149148,0.000143113,2.15652,3.65881e-05,0.815658,1.17364,3.65038e-05,4.8851e-06,0.768323,1.19217,0.000253088,0.00720181,0.000623935,0.614567,0.00123418,0.512255,0.14872,0.084514,5.70559e-05,0.00430611,8.64955e-06,8.72614e-06,0.0204443,0.000309983,4.91504e-06,5.30039e-06,0.00307979,0.00101191,0.00752616,0.000234398,1.06479e-05,1.06808e-05,6.59874e-06,5.63253e-06,5.06119e-06,4.38816e-05,5.25367e-06,5.31861e-06
2,0.0513008,0.05737,0.0291478,0.0361923,0.396846,0.0234167,0.400971,0.549156,0.568332,0.0155489,0.0369863,0.125725,0.0489356,0.0577895,0.0541327,6.61514,0.0549944,0.0589731,0.409164,0.443383,0.461969,0.476833,0.530963,0.562885,0.0033563,0.00336478,0.624084,0.627357,0.00249317,0.730191,0.00458342,0.00333765,0.636382,6.70342,0.004143,0.00320367,0.350611,0.0924633,0.263579,0.00468522,0.194133,0.00534072,0.0129472,0.0197019,0.337696,0.118357,0.492461,0.484375,0.0530235,0.230545,3.54336,1.41938,0.127457,0.164336,0.0867823,0.192782,0.315464,0.314444,0.408904,0.603203,1.74268,0.219114,1.04931,0.900971
4,0.776258,0.842196,1.22609,1.18257,0.641626,1.42798,0.652576,0.635189,0.634106,1.77651,1.48058,1.06416,1.95687,1.94515,2.74561,0.410551,6.08919,7.08103,14.595,14.5149,14.3136,14.3986,14.2589,13.4288,7.99467,8.01049,13.0553,12.9928,6.37505,11.5094,9.72777,9.0076,7.39843,1.00736,10.228,10.0786,9.68942,15.6635,11.4395,11.5461,10.2972,12.3482,12.402,12.4459,3.13592,10.9231,1.31525,1.30766,11.8096,4.84864,0.36773,0.515121,8.16515,5.54829,7.66667,3.02108,1.06113,1.06039,0.761362,0.571887,0.308021,1.56798,0.381108,0.411733
5,3.89733,3.71594,6.19343,5.42471,0.791588,7.03434,0.791815,0.627298,0.612225,8.43467,5.43815,2.24392,4.55067,4.08794,4.12204,0.121091,3.82054,3.87355,2.49243,2.33918,2.26599,2.19056,1.94304,1.84034,7.07319,7.11979,1.57246,1.56033,8.70229,1.00887,9.61145,12.0809,0.466767,0.0421231,12.0421,14.5257,0.543189,2.35543,0.725705,12.5116,0.755019,11.7879,7.03951,5.47671,0.19179,1.18838,0.10776,0.106755,2.53511,0.292297,0.0325275,0.0514911,0.768632,0.394235,0.963059,0.186801,0.0805599,0.080444,0.0649359,0.0540156,0.0323067,0.101576,0.0392783,0.0418009
6,0.111268,0.117971,0.192135,0.177667,0.0689219,0.234959,0.0697752,0.0652487,0.064842,0.325053,0.221702,0.127424,0.277954,0.266129,0.389991,0.0342517,1.03044,1.2782,3.92767,3.84172,3.70971,3.74401,3.62963,3.19683,12.2542,12.3318,3.02309,2.99543,11.5389,2.52944,17.7725,18.2526,1.64453,0.0287709,20.4681,20.9953,3.01641,12.0752,4.31541,22.9107,4.47084,23.7654,20.4206,18.2623,0.763165,6.59452,0.225971,0.225738,11.5099,1.55717,0.0279295,0.0572239,4.37636,2.26299,5.21801,0.939426,0.203443,0.203505,0.12753,0.0839368,0.0340027,0.380611,0.0483231,0.0542798
7,2.19861e-05,2.63901e-05,6.42064e-05,5.99698e-05,1.75043e-05,9.60292e-05,1.80165e-05,1.79611e-05,1.80215e-05,0.000167244,0.000116443,5.00065e-05,0.000290401,0.000291261,0.000927184,0.000204241,0.0244251,0.0478044,0.956356,0.997261,1.00348,1.0355,1.11083,1.07742,0.00998835,0.0100777,1.17096,1.17186,0.0040663,1.43691,0.0205396,0.0119304,1.71852,2.36525,0.0185525,0.0117183,1.08033,0.327263,0.808161,0.0236822,0.652007,0.0293819,0.0708949,0.0976255,3.05135,0.406155,9.45843,9.59061,0.201263,1.64443,11.6111,23.1994,0.573119,1.20142,0.465355,3.38772,15.4209,15.4596,23.4724,30.5086,28.3659,9.63405,36.3162,36.9844
8,0.104362,0.11423,0.153094,0.151445,0.109336,0.174164,0.11141,0.113232,0.113604,0.208096,0.191428,0.157983,0.270795,0.275543,0.420025,0.122565,1.48213,1.97571,23.1962,24.9408,25.4075,26.5795,29.6043,28.3926,10.9272,11.0809,31.2131,31.1739,9.65232,37.1225,26.7187,27.0897,38.4908,0.440424,37.6465,37.7083,60.4659,92.8204,72.7515,54.6616,76.0235,69.1735,89.3423,94.5938,28.2521,89.1744,10.622,10.6523,101.066,44.8543,0.63197,2.00074,76.2412,55.4281,81.6311,33.5171,10.4628,10.4699,6.47066,3.86831,1.03635,18.0253,1.80615,2.15016
9,5.90231,5.98078,9.3761,8.5564,2.5856,10.715,2.61057,2.35441,2.33114,12.9039,9.3576,5.2034,9.46958,8.96895,10.272,1.09263,13.7423,14.806,22.431,22.398,22.2065,22.3386,22.3438,21.4806,16.8211,16.8979,21.346,21.2889,14.1871,20.8322,25.2529,24.5753,19.0919,1.0679,30.0946,29.4874,25.8453,40.9342,30.0473,37.5373,32.018,43.1742,48.9097,49.1599,15.0773,38.1735,7.52826,7.52866,46.1299,21.6124,1.06602,2.35655,34.1166,26.2442,37.6579,17.5715,7.12255,7.12464,4.98947,3.45288,1.34618,10.7687,1.98099,2.23994
10,0.00429825,0.00408385,0.000609558,0.000924984,0.11286,0.00030104,0.110625,0.186962,0.197575,8.9395e-05,0.000570229,0.00705275,0.000469452,0.000611733,0.000267201,7.65682,8.81603e-05,0.000239171,0.296257,0.298399,0.276724,0.302979,0.349637,0.260092,0.000180705,0.000184903,0.361219,0.360684,8.01499e-05,1.05816,0.00107935,0.000559523,2.83133,6.90258,0.00142524,0.00080801,2.31566,0.420764,1.805,0.00338186,1.30376,0.00685207,0.0384019,0.0687021,2.23802,0.687296,3.94553,3.86209,0.2531,1.57453,9.59542,11.9965,0.755849,1.02999,0.479756,1.21837,2.05194,2.04058,2.91076,5.06286,11.2398,1.29533,8.92813,7.80951
11,9.44951e-05,9.47611e-05,0.000131081,0.000119499,7.0409e-05,0.000159234,7.05481e-05,6.86407e-05,6.84608e-05,0.000270743,0.000132524,8.71708e-05,0.000140196,0.000128767,0.000187789,5.77018e-05,0.00148953,0.00288362,0.00113481,0.000835012,0.000706589,0.000663548,0.000538412,0.000407765,3.26169,3.29121,0.000376538,0.000371109,4.73517,0.000371151,3.5058,5.22482,0.000377803,6.0161e-05,4.48055,6.39684,0.00205163,0.0703682,0.00510218,4.27763,0.00811117,3.51307,1.04872,0.597002,0.000289304,0.0262442,0.000101884,0.000102156,0.127717,0.00122931,6.24858e-05,7.37139e-05,0.0134125,0.00343321,0.0264506,0.000648095,0.000107424,0.000107514,9.18386e-05,8.26843e-05,6.73573e-05,0.000178074,7.33753e-05,7.54006e-05
12,0.027564,0.0309524,0.0728415,0.0629359,0.0258909,0.11241,0.0266743,0.0281271,0.0283752,0.237111,0.102327,0.0486929,0.184389,0.179809,0.416063,0.0610983,2.86608,3.96056,10.0475,9.78238,9.6525,9.48131,8.85621,8.67709,26.9183,26.6818,7.79521,7.75865,25.435,5.08642,14.2109,14.2385,1.5585,0.286103,10.7848,11.2715,0.716078,1.09972,0.621762,7.17486,0.397083,4.86695,1.96482,1.37675,0.306567,0.339456,0.290922,0.284836,0.495674,0.240434,0.166303,0.222465,0.219372,0.182488,0.175855,0.153432,0.159003,0.158364,0.154426,0.155429,0.125136,0.130986,0.133552,0.135727
13,0.0228444,0.0252411,0.053028,0.047065,0.0185624,0.0733872,0.0189593,0.0194932,0.0195959,0.120238,0.068261,0.0323066,0.102543,0.097473,0.189084,0.0283861,1.19642,1.74853,10.3715,10.851,11.0155,11.286,12.0018,11.852,0.357268,0.364961,12.4148,12.4066,0.244954,12.8809,1.57369,1.56452,10.4287,0.135882,2.83055,2.92521,10.5555,8.9671,10.2129,5.5591,8.74766,8.4876,10.7837,10.6087,5.70729,8.18734,2.4138,2.40918,9.424,6.54347,0.174613,0.495657,7.10014,6.09346,7.28469,4.64493,2.0863,2.08566,1.36407,0.862648,0.261181,3.00634,0.43173,0.505064
14,2.93961,3.00095,4.26974,4.01907,1.36366,4.7612,1.36974,1.19875,1.18204,5.4647,4.44361,2.65269,4.58981,4.35197,4.82782,0.397131,4.83826,4.77288,3.23582,3.14456,3.10668,3.06765,2.9586,2.92382,1.20079,1.18211,2.83396,2.82996,0.888342,2.68199,0.509998,0.377077,2.49784,0.275548,0.383921,0.31159,2.63556,1.78085,2.59595,0.414795,2.58863,0.499954,0.909243,1.12625,2.14641,2.40729,1.34759,1.34721,1.86531,2.52549,0.269821,0.532206,2.64393,2.67506,2.66326,2.31793,1.28512,1.28538,0.979618,0.730839,0.330331,1.72693,0.460644,0.511159
15,4.27513,4.75208,6.53177,6.52246,3.71133,7.36209,3.78074,3.61378,3.59961,8.34023,8.34554,6.53573,11.6062,11.7499,16.4073,1.66785,32.2658,35.5369,36.357,35.258,34.7545,34.1193,31.9982,31.2422,2.96264,2.94625,28.5237,28.3997,1.65021,21.296,2.3264,1.54713,12.4557,0.800212,1.60062,1.17295,10.2817,6.22324,9.33942,1.38044,8.10739,1.3176,2.04617,2.52831,8.94122,6.41331,6.09595,6.1123,4.18665,9.24274,0.682894,1.67678,7.27766,8.91097,6.70003,10.0689,6.68914,6.70027,4.76402,2.99872,0.847779,9.46663,1.39968,1.66693
16,0.590581,0.657611,1.06948,1.02606,0.455073,1.29726,0.46429,0.446267,0.445003,1.66541,1.38895,0.883681,2.02898,2.012,3.18986,0.262725,8.53147,9.93247,12.3594,11.9946,11.7271,11.6193,11.0299,10.3418,14.8492,15.0473,9.58642,9.52665,14.5738,7.7005,31.0674,33.5443,4.94171,0.189698,40.7633,42.7916,7.7013,26.4032,10.5337,49.5209,11.0659,53.0204,46.6746,41.9886,2.31053,16.0547,0.872794,0.868093,27.2578,4.23504,0.155703,0.292399,11.0214,5.92815,12.982,2.61325,0.712529,0.712178,0.492851,0.358894,0.168928,1.15877,0.226425,0.248836
17,0.313967,0.406164,0.318223,0.392888,1.93562,0.302418,2.00428,2.5225,2.58905,0.244349,0.556974,1.34865,1.12619,1.34126,1.95162,6.27229,4.71909,5.26707,11.8493,12.6944,13.1974,13.566,15.1013,16.0811,1.77512,1.80392,18.1439,18.2579,1.36344,24.6169,5.21571,4.87845,37.4363,4.16288,7.60879,7.05308,44.7921,34.741,45.8291,12.386,52.1919,17.4455,29.6235,34.4018,47.8778,54.5294,33.0303,33.0644,48.9259,56.2889,4.74868,11.7711,61.8305,62.3281,65.5915,56.1504,32.5046,32.5157,24.3741,17.3917,6.40386,43.7173,9.81379,11.1922
18,8.32533,8.84771,13.3518,12.6385,5.20575,15.5625,5.27323,4.88477,4.84902,19.3446,15.2965,9.70546,18.665,18.156,24.4263,2.25747,50.8204,59.4299,116.77,116.309,115.251,115.552,114.288,109.804,90.9941,91.424,106.842,106.462,83.1541,95.0884,118.728,115.49,65.8755,2.20906,124.363,120.014,72.8118,115.579,80.8517,127.711,74.8132,125.682,120.903,117.25,32.5378,81.6874,15.896,15.8159,97.8293,43.084,2.18302,4.8605,64.2183,47.0751,63.3938,29.9469,12.9791,12.9694,9.29885,6.6447,2.68889,17.9535,3.89398,4.37264
19,0.000829574,0.000839184,0.00283954,0.00208894,0.000237792,0.00479522,0.000238777,0.000213044,0.000210666,0.0124899,0.00285042,0.000591997,0.00306892,0.0024999,0.00448595,0.000107979,0.0223058,0.0335413,0.0134119,0.0103535,0.00894884,0.00809177,0.00555975,0.00425,1.26553,1.26211,0.00289314,0.00282507,2.29278,0.00137261,0.922041,1.45635,0.000594766,7.58123e-05,1.06562,1.55525,0.00137504,0.0259548,0.00259593,0.835976,0.00293059,0.614576,0.192101,0.11664,0.000253582,0.00681038,0.000135799,0.000135514,0.0267997,0.000532763,7.065e-05,8.87481e-05,0.00304316,0.000926388,0.00446529,0.000288025,0.000124749,0.000124717,0.000108662,9.66504e-05,7.3151e-05,0.000153487,8.15126e-05,8.44351e-05
20,0.019473,0.0221958,0.0324501,0.0327231,0.0192389,0.038179,0.0196642,0.0192566,0.0192376,0.0456294,0.0471001,0.0358652,0.0825888,0.0855194,0.158479,0.0136,0.769791,1.03541,4.07117,4.17263,4.16066,4.26973,4.50513,4.25749,1.49974,1.52773,4.54898,4.5419,1.36464,5.75773,4.98857,5.35071,9.02448,0.0474509,8.43291,8.79121,16.5403,22.7698,20.0039,14.957,25.1443,22.1127,32.4242,34.5595,12.2877,32.8056,4.868,4.91651,39.2448,20.2449,0.0888708,0.560246,34.5603,27.888,43.7188,19.0971,5.95617,5.97012,3.45098,1.72353,0.209039,11.3157,0.532679,0.712958
21,46.4437,44.9421,57.0818,53.1482,18.8061,60.6061,18.7534,15.8322,15.5358,66.9583,51.781,33.0139,44.79,42.0609,40.0929,2.63543,42.8114,49.1167,54.0383,49.8573,47.4411,45.851,39.7482,35.3736,8.49901,8.4694,29.3804,29.0247,5.95978,18.1075,7.72768,6.01197,8.57475,0.511171,6.36053,5.16083,9.03214,12.5994,9.82231,5.92105,8.22191,5.65223,6.88661,7.46533,3.70591,7.92763,1.93557,1.92356,7.77928,4.66255,0.388127,0.714607,6.09345,4.71885,5.32223,3.14884,1.53564,1.53403,1.1504,0.86806,0.412582,1.98802,0.551918,0.606399
22,0.534428,0.568193,1.63138,1.2846,0.278856,2.49309,0.283963,0.275698,0.275326,4.96627,1.73673,0.567098,2.0093,1.77945,2.85046,0.229071,8.16813,10.2507,32.4135,32.7872,32.4859,33.1125,34.048,32.0522,25.0081,25.1882,32.9164,32.8189,20.1733,35.0335,42.8746,40.5867,35.2333,0.647928,51.2672,48.7777,52.3564,83.8723,61.8873,64.2902,64.7557,73.7617,87.5459,89.9679,27.1238,75.4307,11.3406,11.3594,87.6907,40.9444,0.84906,2.47042,65.4652,49.4151,69.3691,31.5085,10.9759,10.9819,7.07719,4.42072,1.30372,17.9556,2.18017,2.56167
23,0.0348873,0.0381256,0.0480897,0.0482156,0.0399642,0.0533961,0.0407136,0.0419283,0.0421248,0.0611837,0.0600432,0.053697,0.0864307,0.0890674,0.14441,0.0501845,0.875269,1.29634,10.8655,11.3028,11.3266,11.682,12.3983,11.6901,1.7895,1.81119,12.2226,12.185,1.19425,13.0747,4.03225,3.13708,13.6323,0.23891,4.44999,3.5662,20.1985,22.8416,22.4819,5.68002,22.4422,6.64938,11.0531,13.2631,15.9442,21.8271,8.95972,9.04465,18.342,19.8043,0.478393,1.94004,21.0163,20.8422,19.2751,19.387,10.7906,10.8089,7.455,4.59046,1.05589,15.7687,2.08711,2.54958
24,0.0146899,0.0155316,0.0173188,0.0175248,0.0178193,0.0182998,0.0180535,0.0188578,0.0189709,0.0195608,0.020211,0.0201624,0.0264203,0.0273444,0.0383015,0.0308874,0.158376,0.235574,6.18077,7.00169,7.38356,7.90034,9.73464,10.2704,0.468439,0.476431,13.0046,13.1183,0.364372,22.1855,1.53614,1.43887,38.6356,0.661821,2.4197,2.24494,47.1595,21.8977,45.2017,4.45664,53.0126,7.03045,14.7768,18.6968,59.0651,50.5495,34.5863,34.9084,36.0195,72.8962,1.77637,7.8047,69.0493,82.03,73.3615,82.7076,42.4825,42.5673,29.4266,18.3601,4.20815,65.8368,8.40447,10.2688
25,0.0868131,0.0943978,0.191043,0.173424,0.0303885,0.234939,0.0310167,0.0272911,0.0269905,0.293368,0.222947,0.0964885,0.279111,0.265405,0.393029,0.0312639,1.16006,1.45942,2.28826,2.35804,2.42733,2.43899,2.58029,2.79232,0.00644941,0.00647117,3.06174,3.0838,0.00418906,4.27151,0.0128074,0.00979091,9.18708,6.50256,0.0172964,0.0138074,6.62292,0.844759,4.60256,0.0353252,4.75683,0.0663192,0.240274,0.375396,21.0654,3.05093,35.4349,35.557,1.27945,13.4565,16.723,34.7753,5.37491,10.2485,4.70205,19.2451,37.8637,37.8564,41.6591,42.0568,27.6047,30.1364,36.1239,38.1587
26,0.237958,0.253237,0.6709,0.553363,0.0653269,0.95086,0.0664185,0.0567707,0.0559228,1.65472,0.729603,0.223595,0.837344,0.747469,1.10704,0.0195387,2.30801,2.6934,5.02235,4.82948,4.63674,4.63515,4.37946,3.86369,61.3675,61.5881,3.56144,3.52729,76.3197,2.81469,65.2682,76.2194,1.76821,0.0174397,68.5428,76.0068,3.08204,13.6928,4.33755,59.8798,4.49392,50.4567,30.8828,24.948,0.841367,6.64936,0.238124,0.237833,12.544,1.64579,0.0181894,0.0433342,4.31982,2.30152,4.98685,1.00009,0.210325,0.210384,0.122227,0.0728155,0.0238762,0.406766,0.036649,0.0423558
27,0.348582,0.322677,0.339996,0.357372,0.0123414,0.279052,0.0121421,0.00590075,0.00545832,0.157421,0.326493,0.132261,0.28028,0.259969,0.229364,0.000290279,0.141246,0.131784,0.0840351,0.0750297,0.0681004,0.0671416,0.0578081,0.0447344,6.86976,6.85866,0.0377545,0.0370689,8.87948,0.0264576,6.04562,8.11988,0.0180525,0.000242554,7.24763,9.50763,0.0563017,0.605137,0.102797,7.12688,0.130872,6.51216,3.13973,2.21825,0.0101289,0.278657,0.00164061,0.00164408,0.80579,0.0320322,0.000240712,0.000377819,0.166756,0.0630737,0.252719,0.0173447,0.00153857,0.00154006,0.00081115,0.00051915,0.000273081,0.00426728,0.000341194,0.000369293
28,0.00480222,0.00674579,0.00591039,0.00670252,0.0759465,0.00748687,0.0797265,0.118203,0.123671,0.0136306,0.0103905,0.0334542,0.0214601,0.0254155,0.0390621,2.14327,0.150918,0.205053,0.676833,0.693128,0.696076,0.714506,0.771389,0.772535,0.0335866,0.0334289,0.88452,0.889348,0.015804,1.39558,0.0329809,0.0195552,2.8745,6.75301,0.0243222,0.0157916,2.01499,0.392598,1.41597,0.0252861,1.13807,0.0279393,0.0680706,0.100458,4.15098,0.617299,7.18183,7.23247,0.25536,2.44205,7.81669,11.1295,0.824064,1.55547,0.555664,3.24277,9.42071,9.43456,12.2237,14.0111,11.4712,6.59886,14.4692,14.9982
29,7.65233,7.76379,4.07869,4.841,20.346,3.19262,20.2575,22.3347,22.5423,2.00873,4.41062,10.41,4.75049,5.30082,4.46663,22.3693,2.86847,2.47513,0.868605,0.874459,0.903653,0.878161,0.853963,0.968299,0.010183,0.0101546,0.919226,0.9236,0.0076454,0.711347,0.00935419,0.00772402,0.327119,1.24807,0.00802363,0.00700192,0.102063,0.0269323,0.0669571,0.00772695,0.0419883,0.00766783,0.00959823,0.010847,0.0934218,0.0246314,0.157677,0.153732,0.0150794,0.0500257,0.417348,0.26727,0.0241447,0.0308707,0.0173111,0.0394788,0.0810927,0.0807138,0.0998224,0.129338,0.215083,0.0493174,0.164852,0.152281
30,4.28519,4.58125,5.79268,5.72622,3.95828,6.34902,4.01322,3.95813,3.95615,7.1225,6.7333,5.63211,8.38579,8.44391,10.8924,3.05406,20.6299,23.073,35.047,35.1126,35.108,35.0876,34.8457,34.5458,14.6156,14.6594,33.7519,33.6944,12.5716,30.0161,18.1727,17.1484,20.9394,2.5409,18.9497,18.1404,20.2156,24.0934,20.9588,20.4145,19.2724,21.2049,22.3169,22.4047,11.7996,19.6429,7.63105,7.58682,21.1275,13.6196,2.0667,3.51943,16.8943,14.0042,16.4694,10.4848,6.20913,6.20279,4.9901,4.02013,2.17406,7.45844,2.77684,2.99936
31,6.69873,6.80157,7.40996,7.39137,4.52665,7.53378,4.54416,4.1262,4.08315,7.55737,7.68451,6.63874,8.0032,7.94351,8.41925,1.47143,9.70344,9.98448,10.831,10.7337,10.6515,10.6237,10.4327,10.1797,6.52663,6.53975,9.876,9.85093,5.47123,8.90695,7.7904,7.17583,7.03674,0.762082,7.98867,7.47353,7.92916,10.6654,8.65314,8.7063,8.58221,9.25243,10.3548,10.5673,4.88404,9.33598,2.89567,2.88658,10.3072,6.15392,0.651228,1.17144,8.3141,6.81447,8.54218,4.97233,2.53373,2.53275,1.92676,1.46351,0.71925,3.36492,0.952881,1.04349
32,0.00139066,0.00142825,0.00451098,0.00338103,0.000653638,0.00751928,0.00065553,0.000621712,0.000618546,0.018146,0.00471787,0.00114373,0.005229,0.00428712,0.00742152,0.000448819,0.0243048,0.0319918,0.0115937,0.0101083,0.00919426,0.0088942,0.00744143,0.00600154,1.36893,1.36047,0.00494763,0.00486736,2.13135,0.00315984,0.691332,0.845539,0.00168435,0.000399944,0.529473,0.602234,0.00261044,0.0206682,0.0037668,0.292095,0.00361597,0.171973,0.0618326,0.0422134,0.000994663,0.00555873,0.000673544,0.00067325,0.0131817,0.00139922,0.000394561,0.00047664,0.00313241,0.00173773,0.0035272,0.00105905,0.000652719,0.000652752,0.000581261,0.000524404,0.000415508,0.000770847,0.000455764,0.00046965
