real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.43027,764.972,4.30883e+10,833.827,-0.373139,13311,2.51769,34.5517,60.4764,12.2626,245.888,52.7962,62.5523,25.7812,73.9501,-0.303468,351.615,-8.26699,92.9654,-2.06875,91.055,21.0336,84.2561,8.97838,269.476,16.8979,246.994,3.42311,373.827,0.596519,18.266,10.4865,74.9918,-9.32989,93.1878,-12.754,276.765,50.646,52.6505
1,0.44933,734.696,4.00973e+10,801.486,-0.369684,13431.4,2.54816,30.8788,62.4031,5.85294,248.932,41.2309,58.2679,30.4897,72.7637,2.55864,362.809,-9.52469,96.901,-20.4899,93.9365,24.5289,89.4824,16.8691,258.058,20.0396,258.838,-0.957937,385.824,10.6836,18.0817,4.2108,74.8559,-9.95322,91.7164,-15.5228,283.233,51.03,54.8057
2,0.405664,850.119,4.3569e+10,803.22,-0.517246,13343.7,2.53079,37.6288,61.4881,1.15542,258.845,61.1985,59.5174,14.1676,74.4499,4.03384,338.833,-3.45824,97.6372,7.29567,87.723,5.25223,83.8923,12.9005,271.511,20.036,259.819,-1.97107,388.005,2.79079,18.1407,8.36944,72.8135,-11.8854,92.7935,-20.1066,273.364,49.328,51.989
4,0.401313,699.681,4.90094e+10,828.406,-0.638589,13033,3.12007,27.3583,53.4171,24.8335,245.306,46.6111,60.6501,-2.08155,83.0177,-15.4718,387.154,40.3281,113.016,-40.2071,87.9261,16.0921,83.512,35.555,312.986,18.83,238.645,27.9493,392.482,-13.7233,17.6602,21.5506,77.703,-18.1341,107.435,-13.5393,285.166,65.4449,48.4338
5,0.448814,748.941,4.43721e+10,793.128,-0.310979,13442.8,2.52687,25.7911,60.1944,15.3417,248.029,44.7514,54.7432,10.738,75.3029,-0.664479,359.955,-18.5872,92.9175,-1.98646,95.5873,13.6035,88.082,17.9356,268.306,21.2478,258.977,6.60699,392.439,-8.90527,17.9211,17.8387,74.2754,-12.7972,87.7006,-14.4016,289.334,55.9607,50.9162
6,0.453019,817.453,4.38266e+10,845.809,-0.293268,13591,2.54019,28.2939,59.4695,-3.21645,247.637,56.3887,56.6145,21.0156,74.4338,0.175889,343.981,-15.1313,86.3438,-2.47619,93.6758,24.9643,84.6718,-5.21905,271.911,20.9139,248.622,3.65619,377.157,0.707765,18.0003,11.7119,74.2935,-12.2366,89.4475,-15.7987,284.784,54.3436,53.5661
7,0.372919,822.503,4.5005e+10,804.021,-0.39996,13000.8,2.43309,32.0212,61.2156,-5.6204,261.596,61.9003,54.7678,15.3162,76.6011,4.14423,324.261,-6.73648,93.2507,12.5674,87.8227,13.6335,81.721,13.9019,270.194,25.9488,259.767,-0.482317,390.105,14.5386,17.6099,-0.432903,71.667,-6.41385,87.5063,-22.2123,306.016,52.6698,53.462
10,0.410374,797.312,4.6575e+10,836.249,-0.466958,13515.1,2.53904,35.8618,60.354,-4.35532,238.996,57.6364,55.0647,10.5867,75.8874,0.22765,344.345,-13.1778,89.7114,-2.52992,89.1656,22.8153,82.5751,-2.66058,275.596,18.1915,249.246,3.76832,376.294,-1.37456,17.8594,12.1937,75.1395,-11.1933,92.9524,-15.4438,283.473,51.545,53.5764
11,0.606278,796.277,3.42139e+10,773.989,-0.190335,13374.6,2.7534,19.8034,66.1942,-8.16492,243.177,27.7634,58.7135,34.8768,68.3905,1.51945,363.261,17.5996,97.5171,-37.6666,95.3655,6.21024,93.341,17.9136,264.103,35.6667,258.106,-0.265409,404.932,1.33502,17.1911,18.7182,77.6991,-23.6965,91.3349,-15.0823,267.114,67.5971,55.2068
12,0.421673,830.404,4.01221e+10,825.111,-0.40104,13337.8,2.44674,36.2525,62.4106,10.2322,254.39,59.107,60.4835,24.5183,72.4967,0.867754,340.91,3.50808,92.8563,5.38298,90.5391,6.54522,84.5714,16.8804,265.004,25.6189,252.966,1.28255,377.054,4.01533,17.919,8.94974,74.056,-11.8243,91.9733,-15.2905,280.631,47.3084,53.9228
