real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,14.1118,14.4935,21.0634,19.7696,6.56418,23.7912,6.605,5.72298,5.63585,28.0276,22.2206,13.2506,23.6297,22.486,25.957,1.30084,31.2536,32.7227,54.103,53.5458,52.3272,52.7148,51.4837,46.6099,44.2075,44.4206,43.9354,43.5718,40.8996,34.8102,58.2186,57.5636,19.733,0.47623,62.0998,60.7545,26.8652,52.3806,32.3181,64.3473,30.1243,63.4244,58.9115,56.0312,9.08185,34.6961,3.43337,3.42091,44.1307,14.5643,0.408137,0.886714,26.1764,17.4916,26.5393,9.44233,2.87006,2.86892,1.87662,1.25222,0.478548,4.64759,0.696421,0.787643
1,0.120827,0.130307,0.192318,0.184004,0.0979852,0.226893,0.0995328,0.0970661,0.0969246,0.292653,0.230984,0.159803,0.306892,0.302807,0.452248,0.0724321,1.56574,2.1891,17.3162,17.5156,17.1711,17.6241,18.0011,16.0524,21.2855,21.4747,15.9758,15.8539,18.3091,14.6305,39.2931,38.0893,10.3115,0.118107,48.6123,47.1802,17.8223,54.2891,23.9042,62.6809,24.8514,73.1577,79.9912,76.5698,5.84979,34.6449,1.82821,1.83112,55.5243,10.9454,0.136487,0.354842,25.5784,15.2722,30.6214,7.53053,1.74926,1.75052,1.03433,0.618528,0.191931,3.37486,0.306469,0.357055
2,3.50185,3.85478,5.00099,5.00742,3.67501,5.56394,3.74547,3.76546,3.77263,6.30349,6.24599,5.3887,8.6315,8.82436,12.5273,3.1811,31.7513,38.0299,101.482,103.908,104.823,105.978,108.982,108.676,28.2776,28.4684,110.44,110.392,22.9003,108.756,45.0763,41.8082,85.5959,4.34024,51.1686,47.9308,84.6078,92.617,87.3597,61.5195,81.5987,69.0428,82.4377,85.7301,47.4205,83.482,26.6458,26.4899,87.6252,57.3172,4.1833,9.05336,73.423,60.2866,72.5322,42.9908,21.3609,21.3402,15.8366,11.685,4.98115,27.9667,7.05491,7.86149
4,0.565305,0.616595,0.872545,0.850962,0.49197,1.00466,0.500749,0.490435,0.489966,1.21782,1.07022,0.800984,1.45315,1.45659,2.13144,0.351012,6.13312,7.72734,29.1726,29.8562,29.9275,30.4818,31.7181,30.8935,12.4463,12.5609,32.1516,32.1279,10.9785,34.994,23.4028,24.8043,32.7962,1.5469,31.509,34.1475,39.949,40.7167,42.3467,42.3503,38.9508,49.8321,47.7035,44.9485,18.1598,37.4317,8.03486,7.98912,38.9748,24.9987,2.14381,2.8169,32.4935,26.3229,30.6711,16.9211,6.44764,6.44284,4.50634,3.2671,1.72071,9.46277,2.09459,2.27892
5,2.56414,2.82923,3.32215,3.40938,3.28168,3.56348,3.34486,3.46727,3.48539,3.78894,4.17651,4.18279,5.8189,6.0639,8.39746,3.82825,21.353,25.4894,63.426,65.7311,67.0698,67.83,70.7754,72.7942,20.5988,20.7676,75.0224,75.136,17.2805,76.1787,35.0334,32.8547,65.9439,5.90566,40.537,37.9226,69.7782,76.3814,73.109,49.0991,72.1759,55.335,68.1718,71.945,45.651,74.9602,26.9659,26.8643,76.8184,55.3733,5.16933,9.99943,68.9003,59.0357,68.3922,44.5219,23.0437,23.0309,17.2192,12.7602,5.78915,30.4078,7.9187,8.76155
6,1.53804,1.67641,2.20256,2.18336,1.5111,2.46181,1.53761,1.53323,1.53467,2.83624,2.68228,2.2287,3.57922,3.62574,5.05074,1.24588,12.6671,15.3192,45.9011,46.7709,46.7285,47.4745,48.7809,46.8485,16.7222,16.8324,47.5269,47.4004,13.5727,47.3927,26.8078,24.9933,39.3753,1.5152,31.0333,29.4211,54.1146,66.3186,62.1799,38.5696,60.1251,44.5021,54.1704,56.9411,23.221,62.8723,10.1815,10.1521,62.2124,35.2195,1.44723,3.07354,54.5103,41.3142,53.6087,24.7777,8.76749,8.76468,6.04238,4.21706,1.73328,13.4202,2.46654,2.76365
7,2.66734,2.93116,3.96984,3.93041,2.62241,4.50158,2.67247,2.66654,2.66955,5.29008,4.96207,4.01803,6.9353,7.03999,10.5143,2.16132,35.4012,45.8772,125.965,124.84,123.573,123.194,119.783,115.026,30.5697,30.7558,108.914,108.417,24.1045,88.8783,47.2039,43.4248,55.9839,2.57279,53.1092,49.9704,61.2845,85.4585,67.3892,64.1366,64.3977,72.4097,83.8261,85.4176,30.3469,70.9126,15.4479,15.3771,81.4935,40.4977,2.36669,5.02106,60.1254,45.7131,62.4149,29.8491,12.7792,12.7705,9.17005,6.60457,2.77989,17.9368,3.93708,4.39563
8,4.01961,4.38623,5.92158,5.83976,3.68877,6.6694,3.75363,3.69181,3.68961,7.75526,7.20797,5.74795,9.55316,9.62644,13.2833,2.56821,31.1787,37.4629,126.372,127.74,126.948,128.165,127.945,120.788,32.4135,32.6053,116.278,115.628,27.1212,94.9963,49.558,48.5579,54.9376,2.41597,58.3225,58.6223,56.9214,74.9233,60.7162,71.0013,54.2989,79.3676,80.622,78.1882,26.0054,57.1994,13.5083,13.4285,67.3083,32.8771,2.16757,4.50363,46.3215,34.8768,46.4326,22.8496,10.6945,10.6829,7.85964,5.7832,2.50668,14.0846,3.50964,3.90278
9,3.27494,3.5568,5.09536,4.9438,2.68342,5.8937,2.72785,2.64111,2.63498,7.20617,6.202,4.46624,8.3089,8.25952,12.0216,1.68445,30.7177,36.705,73.1053,71.3474,69.7147,69.4738,66.6593,62.2564,41.4808,41.6678,58.7328,58.4025,32.9835,49.8189,56.2916,51.8146,37.3827,1.67988,59.963,56.4708,47.5869,76.2477,54.6913,67.866,55.2332,73.2925,80.8067,81.2918,24.9316,63.5236,12.0383,12.0199,75.1636,35.2155,1.6062,3.56469,54.4647,41.3937,57.5431,27.1595,10.8438,10.8435,7.50204,5.14597,1.97969,16.2672,2.91007,3.29376
10,1.94627,2.14589,2.92449,2.89648,1.95081,3.32677,1.98971,1.99596,1.9996,3.92736,3.68001,2.98864,5.1783,5.2632,7.82334,1.77897,24.8487,32.2393,140.436,144.148,145.299,147.116,151.126,149.155,32.3496,32.5849,150.221,149.986,25.4351,141.495,53.7939,49.2889,100.115,3.39945,61.9834,57.9378,105.346,124.364,112.15,77.2139,104.279,89.2624,108.886,113.491,52.2046,108.607,26.2601,26.1303,116.029,67.6383,3.46108,7.95047,93.4486,73.5447,93.7023,49.1786,21.4081,21.3912,15.2331,10.8181,4.28961,29.8096,6.25983,7.0439
