real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.443035,819.934,4.57725e+10,813.375,-0.238199,13294.6,2.46116,40.5234,61.7265,13.306,246.547,52.2605,62.6289,19.228,73.581,2.45416,345.172,-5.85701,94.5606,-6.16137,91.3298,12.7017,84.5561,11.7099,262.969,20.1145,252.78,1.74446,372.435,0.194475,18.6976,9.31249,74.9191,-6.37743,93.9036,-15.0352,279.961,49.0503,54.442
1,0.450168,743.782,3.99588e+10,797.19,-0.313576,13467.7,2.46856,34.3224,64.6635,7.27552,245.497,41.6619,57.6248,28.9237,73.1119,2.76453,356.719,-12.9641,97.3259,-20.5751,95.9218,13.3052,90.0398,16.4111,257.043,22.4019,264.745,-1.16963,390.217,13.2501,18.1254,1.96276,74.3515,-7.37571,90.6565,-13.9777,285.067,44.1678,57.9919
2,0.433023,919.399,4.51604e+10,792.229,-0.449411,13437.5,2.46078,42.1002,63.0737,2.36981,265.213,60.3086,59.2555,15.0372,73.0846,0.608643,327.801,1.74389,98.4824,9.58274,88.5536,2.80634,85.7187,16.4396,272.36,18.1696,263.759,4.16974,388.713,2.4115,18.2319,4.15548,75.248,-8.14552,97.7565,-21.6609,267.609,48.165,52.4683
4,0.408757,854.571,4.85796e+10,821.788,-0.354402,13162.3,2.79596,36.6887,57.508,10.506,247.873,55.0102,59.2168,8.93776,79.7437,-7.22395,361.992,19.5105,104.346,-21.8541,88.089,11.6981,85.1376,21.1106,291.36,17.099,248.485,16.2446,380.856,-6.23914,18.0494,15.5904,75.3761,-13.2432,100.702,-14.8639,290.979,54.9837,52.5069
5,0.475929,856.307,4.35849e+10,791.395,-0.153424,13406.6,2.46399,36.4609,63.1745,14.6729,251.055,41.8368,56.1879,11.6173,74.2068,-0.585056,351.885,-9.30011,94.996,-2.53855,95.5569,8.52843,90.7068,21.6426,260.057,23.7493,262.986,6.78787,385.867,-3.44631,18.1043,11.8504,74.1522,-9.00054,91.83,-14.5815,279.876,50.4701,52.0918
6,0.472458,858.943,4.50998e+10,830.468,-0.244833,13494,2.5296,35.7945,61.1922,1.6622,252.705,55.1358,56.6466,25.1292,73.1604,0.690863,333.591,-13.4487,88.8057,-6.44904,94.8939,12.5441,85.5469,2.50916,267.345,21.7125,255.798,5.25939,386.24,2.62646,18.7802,7.8526,75.429,-6.62254,93.1311,-15.3383,284.382,51.3767,57.1548
7,0.398001,893.83,4.67143e+10,807.164,-0.257661,13195.8,2.3937,44.0264,61.1614,3.43976,256.219,56.5268,56.9517,19.3633,74.8604,4.46466,321.657,-1.57979,93.4372,9.22635,91.2358,13.8557,81.5334,13.6135,274.688,25.9254,255.184,-0.637012,381.464,10.9978,18.0136,1.66695,71.7239,-5.52509,92.6727,-21.3322,290.652,46.9159,56.0688
10,0.430288,890.972,4.81828e+10,810.908,-0.397189,13526.7,2.45435,42.9275,63.0838,0.219561,244.4,54.3577,56.817,12.9909,75.1169,1.37545,332.19,-8.21361,92.7107,-3.75005,87.9558,14.5394,83.3079,3.92575,273.495,19.2163,248.792,4.33998,374.439,2.62916,18.0012,3.5725,77.1371,-2.55971,98.2175,-18.137,273.796,47.2623,55.82
11,0.611014,757.982,3.77406e+10,774.59,-0.166798,13336.3,2.65344,35.1175,67.0388,4.20818,242.963,39.2792,62.1866,30.8068,68.8413,3.65693,357.77,19.4166,90.4425,-34.4579,90.8986,8.39926,89.6725,32.8625,259.121,27.4883,267.802,-0.906712,391.193,-9.195,17.0736,20.6917,75.6035,-16.4384,94.0689,-14.9302,247.096,61.9036,56.3766
12,0.446529,960.125,4.29594e+10,797.296,-0.266487,13337.4,2.41939,40.5762,62.8098,9.60073,253.55,57.9562,59.7295,25.6834,71.254,2.05503,337.822,2.44018,92.255,-2.4956,90.1192,1.90982,86.0775,21.9714,268.161,27.5111,258.211,1.4406,382.665,6.89891,18.2763,4.42959,74.0195,-7.76149,93.6296,-16.8742,280.325,49.9011,56.4845
13,0.457624,909.574,4.74951e+10,810.084,-0.221996,13269.3,2.4479,43.3993,64.2518,1.21805,261.858,60.1125,57.4101,15.7121,71.8128,1.15939,341.781,-14.8194,93.8176,6.11324,89.0225,9.62179,83.7557,11.7364,263.845,25.7295,251.795,4.73423,398.955,4.25393,19.297,3.83467,74.9377,-3.52936,91.7223,-17.1963,278.406,49.4777,53.5709
14,0.489315,729.269,4.24073e+10,791.324,-0.181035,13446.5,2.53529,35.0014,65.994,0.591523,256.817,53.9041,60.2353,16.7619,74.5028,7.44965,356.006,-14.0038,93.5246,-24.0216,92.373,2.65301,86.4584,11.0746,266.524,32.8843,256.498,-2.52304,387.264,3.18768,18.7163,3.99127,74.0184,-4.70503,93.8861,-20.5945,283.762,53.0353,57.1988
15,0.421797,839.531,4.50007e+10,809.214,-0.303961,13411.2,2.51276,44.4796,61.1769,1.46512,256.93,55.0518,57.1478,17.0501,73.8219,0.369364,338.329,-6.47989,95.5916,5.41533,90.1669,12.4837,86.7424,12.904,262.626,19.9703,249.435,2.7036,374.351,-2.48321,18.7354,14.2963,72.9011,-13.0386,94.5584,-14.6337,273.495,45.4082,54.1407
