real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.459529,849.95,4.85579e+10,811.293,-0.225794,13313.1,2.48176,41.5531,62.1361,11.625,249.476,52.2137,61.8028,19.7312,74.8313,3.67282,341.612,-7.20647,92.5783,-9.21435,90.8365,18.2578,82.9312,10.5195,263.507,19.8764,259.475,0.734323,379.488,-0.0136163,18.5477,6.55135,75.9472,-2.74153,96.2041,-17.0221,280.057,50.7781,54.2635
1,0.45733,757.493,4.08072e+10,805.855,-0.261417,13464.6,2.46259,36.9034,64.5347,10.3432,246.103,43.3289,57.5519,27.7385,73.4997,0.59604,354.473,-14.0266,96.9294,-21.448,95.8639,14.5565,90.4789,15.6356,259.53,20.9426,265.287,2.83491,391.507,11.107,18.0977,3.14721,74.6879,-5.23958,91.8566,-14.5307,282.634,41.3282,58.7561
2,0.436662,937.144,4.68465e+10,786.885,-0.378661,13475.1,2.44364,42.6221,63.3626,0.685346,267.812,60.4734,59.0701,15.6643,72.7612,0.821105,328.696,-0.0558388,98.8458,8.49118,89.3844,4.20787,85.5422,15.2362,274.916,17.2714,265.627,4.90824,389.896,1.79179,17.8269,2.44612,76.1451,-6.2908,99.5105,-24.9772,264.385,47.6228,52.668
4,0.422636,917.289,4.88477e+10,811.304,-0.308868,13191.4,2.77721,36.41,57.8675,8.94895,250.752,53.4594,59.395,11.265,79.152,-5.36852,363.589,18.037,103.418,-24.8443,88.5492,11.7941,84.8753,21.5656,290.61,15.8103,253.004,14.6491,386.403,-4.60251,17.8828,13.129,76.206,-12.0338,102.866,-18.3108,287.449,56.2497,53.2928
5,0.483783,898.985,4.51614e+10,788.465,-0.0540497,13474.6,2.44142,40.5675,63.3277,15.8587,252.836,39.5129,55.4709,11.9549,73.3242,-2.77441,350.522,-8.92048,94.6659,-1.32867,94.8028,10.6928,90.548,19.4796,261.106,23.1969,269.342,9.88797,387.621,-1.76129,17.9674,10.3578,74.9362,-7.75608,92.2642,-16.3556,278.143,48.1519,52.5964
6,0.477009,980.757,4.5117e+10,865.98,-0.149802,13374.2,2.64528,25.553,60.4447,-8.17628,253.348,83.7145,50.8337,27.4932,79.1229,2.81589,301.035,-19.6681,85.7694,-1.5893,99.0822,5.38903,84.1199,10.5656,252.373,-6.34532,240.415,-2.84011,343.808,-6.10852,17.592,9.9358,74.756,-12.6967,89.7648,-29.6222,313.026,51.4801,54.5301
7,0.402943,947.782,4.69913e+10,797.355,-0.204092,13236.1,2.37611,44.5239,61.3265,2.35102,257.007,56.6459,56.6525,19.7478,74.4727,5.56405,320.088,-0.64225,92.2875,11.9792,91.0343,13.82,81.942,12.2371,276.178,24.4191,256.367,-1.37663,385.788,10.9344,17.6369,-1.36184,72.0715,-3.36776,94.3323,-22.7493,286.002,45.9692,56.4763
9,0.507065,795.659,6.2637e+10,828.626,0.15395,13225.6,2.31964,46.0075,62.3909,16.7365,221.233,71.5624,59.5231,3.29538,74.0769,16.5461,345.407,1.63397,88.9325,5.00563,84.3347,-25.7463,80.5195,1.58631,241.946,10.6208,275.536,-16.1042,368.139,1.42884,17.8844,6.3972,72.9151,1.04881,86.2513,-13.5698,259.096,46.4875,56.2605
10,0.434083,909.351,4.95214e+10,801.403,-0.380627,13556.5,2.43673,41.7693,63.9223,-0.606248,243.369,53.7233,56.2227,12.1582,74.9496,3.22118,332.884,-9.58569,92.1393,-5.38717,88.6126,14.4318,82.1695,0.339419,275.331,18.1168,250.337,3.21124,374.68,3.14397,17.6024,-0.255445,77.1173,0.943087,100.033,-20.8963,269.072,48.4315,56.3746
11,0.660667,815.614,3.89938e+10,767.248,-0.0536729,13467.6,2.63338,35.0032,66.3001,5.41112,244.518,35.6728,61.8709,35.1898,68.9761,7.03638,359.095,19.8972,87.8665,-35.0156,92.2432,5.61454,90.8752,36.1239,269.449,30.0494,269.475,-2.72822,387.89,-16.0937,17.2159,21.3138,75.5965,-16.0129,96.066,-20.2813,248.789,64.6875,57.2839
12,0.45682,1008.73,4.30447e+10,793.675,-0.221473,13368.4,2.4078,42.0903,62.9828,9.92578,254.834,56.2551,59.8725,24.6682,70.783,1.89095,335.097,2.81166,90.881,-0.501557,89.6062,2.94295,85.8926,21.7707,268.507,27.0388,258.658,1.58472,384.778,6.80679,18.2445,3.02429,74.5258,-6.28061,94.4906,-17.4452,279.144,49.5923,56.4824
13,0.482027,1005.39,4.95319e+10,791.466,-0.123282,13347.9,2.4561,43.6982,63.6984,-7.93488,261.174,61.0484,58.4105,11.9126,70.9736,2.21639,341.039,-16.7455,89.4281,5.59285,86.0529,11.2606,81.3517,12.4587,257.354,23.2917,248.263,2.3704,400.322,7.56029,18.9901,-4.68856,74.1449,1.60051,90.1003,-15.4177,265.637,51.6023,52.8765
14,0.451869,711.039,4.05146e+10,788.188,-0.0412639,13512,2.48997,37.7847,68.1583,6.09808,249.923,57.3206,65.2392,11.2353,73.9194,11.0105,362.446,-12.2887,94.7894,-34.9012,92.803,1.18739,88.2942,7.63061,264.207,41.0435,255.435,-6.85265,373.308,-3.16848,18.797,7.03972,73.7505,0.170732,95.4524,-23.5314,279.971,44.0369,59.6439
15,0.433369,877.36,4.43909e+10,807.569,-0.238058,13444.5,2.4998,45.0951,61.9138,1.73391,258.377,54.0814,57.9189,17.5306,72.8505,-0.249426,335.783,-4.01904,95.5915,7.40883,89.7245,11.6723,87.2474,12.2125,262.266,20.5548,248.166,4.68661,374.646,-1.89597,18.6088,12.9171,73.3806,-12.6371,93.7925,-15.0152,271.995,43.6173,54.2639
16,0.428335,942.691,5.11557e+10,913.587,-0.305169,13382.4,2.63737,48.5456,55.4919,6.8503,258.938,47.2509,57.2683,32.5331,77.1783,0.830074,326.581,-14.6052,92.1613,-3.18526,96.2951,19.1258,91.9339,25.524,265.122,23.2444,238.697,3.7545,351.714,11.2008,21.5834,-0.970596,74.549,-4.8365,101.647,-20.4134,279.961,52.8859,51.3525
17,0.422212,953.799,4.57459e+10,809.684,-0.211318,13358.2,2.28931,47.9871,60.3361,10.5208,251.64,46.7574,56.5709,27.6348,72.7419,5.85714,357.935,-4.52502,95.8611,7.72608,90.4006,19.217,89.8858,16.004,255.807,24.9271,269.93,-1.72393,387.443,6.47142,17.9674,6.23553,75.0357,-8.35948,100.137,-22.3786,268.79,44.8724,54.6479
18,0.563633,829.373,5.33289e+10,868.627,0.185462,14120.9,2.49224,21.1532,56.5408,31.4561,219.092,45.8866,71.1537,16.9577,82.9063,-13.1674,320.194,32.3491,83.1469,-16.8833,81.8339,0.932579,75.2353,48.1686,208.057,16.6969,262.885,17.44,353.597,1.42498,15.949,10.5842,67.5035,-13.1553,98.0973,-8.2073,252.527,66.8285,54.4272
19,0.450371,856.344,4.53435e+10,782.161,-0.179028,13321.9,2.42461,41.0335,62.8288,7.10412,250.689,49.1892,58.1608,22.8185,71.0943,0.760984,332.852,-3.07856,94.6266,6.65578,90.3533,8.34941,87.299,16.2497,266.862,20.2449,258.313,2.73499,381.113,5.71717,18.2589,2.29244,73.2638,-4.17568,96.8565,-19.7096,271.084,47.6741,55.9245
20,0.469941,857.962,4.84688e+10,804.006,-0.12125,13373.9,2.45087,45.1129,63.7599,14.5864,245.774,49.5289,63.6695,20.1085,73.1954,3.3897,342.691,3.63411,96.0827,-8.26032,87.7892,11.7616,84.5344,24.1906,252.221,16.4291,274.421,3.63738,372.829,11.1055,18.9949,-7.34025,73.877,9.09981,92.9264,-16.1087,283.245,44.0097,56.8489
21,0.405978,612.666,4.3663e+10,795.376,0.00433882,13589.5,2.4606,13.8747,63.5205,-14.2285,246.615,69.9188,58.2335,30.3783,68.9183,6.3564,340.311,-0.395268,94.3557,18.8042,88.7749,6.07096,86.2241,4.88501,254.862,26.6544,253.362,-2.63884,371.715,1.70957,16.5041,7.58233,80.2792,-10.4613,98.4516,-21.0941,278.252,49.1444,56.1442
