real_name,beta,diffusion_coefficient,eruption_mass,fall_time_threshold,median_grainsize,plume_height,std_grainsize,wind0_height:10974.0_dir,wind0_height:10974.0_vel,wind0_height:112.0_dir,wind0_height:112.0_vel,wind0_height:12456.0_dir,wind0_height:12456.0_vel,wind0_height:14262.0_dir,wind0_height:14262.0_vel,wind0_height:1525.0_dir,wind0_height:1525.0_vel,wind0_height:16622.0_dir,wind0_height:16622.0_vel,wind0_height:18640.0_dir,wind0_height:18640.0_vel,wind0_height:20616.0_dir,wind0_height:20616.0_vel,wind0_height:23814.0_dir,wind0_height:23814.0_vel,wind0_height:26442.0_dir,wind0_height:26442.0_vel,wind0_height:3163.0_dir,wind0_height:3163.0_vel,wind0_height:4432.0_dir,wind0_height:4432.0_vel,wind0_height:5882.0_dir,wind0_height:5882.0_vel,wind0_height:7604.0_dir,wind0_height:7604.0_vel,wind0_height:796.0_dir,wind0_height:796.0_vel,wind0_height:9708.0_dir,wind0_height:9708.0_vel
0,0.283052,980.343,1.94344e+10,905.493,0.440336,13428.6,2.42284,58.9498,59.7953,-36.0136,244.703,39.0655,69.5891,23.6625,75.7432,-11.0771,285.773,39.4323,90.672,20.4483,74.8251,19.2891,67.8211,19.1052,255.896,29.6212,227.623,12.2933,341.537,2.40155,19.963,-0.163358,71.9875,-31.3128,95.6272,-23.6035,257.207,-1.10527,66.8392
1,0.302467,963.776,2.51287e+10,891.433,0.430247,13903.2,2.77261,38.8678,61.0249,-8.55059,233.916,38.7144,76.1009,17.0063,83.875,27.0308,364.867,16.8229,95.5825,-40.0747,90.5058,14.6318,81.4463,-31.7615,251.01,16.2337,281.381,-42.0543,330.923,14.1748,20.3637,40.5193,75.0065,-31.0737,84.7491,0.219494,316.172,-9.66761,58.9908
2,0.346866,1530.5,2.44139e+10,817.501,0.483163,13569.8,2.13693,26.2159,58.7523,-1.55909,270.951,33.2607,63.0504,21.3329,72.8464,-2.23419,318.284,24.5568,89.8938,2.39036,87.639,24.0399,88.4598,7.06995,257.443,21.7652,259.272,-8.60653,343.067,18.6328,16.2174,-7.92379,80.7304,-5.37987,96.346,-12.2743,273.947,6.35159,54.8364
4,0.251986,838.532,2.73344e+10,827.106,0.354451,13602.5,2.81548,51.4436,47.1852,16.5702,250.416,7.22405,59.1182,33.3861,75.9009,-52.879,323.288,49.0473,110.676,-11.4282,93.6515,7.05368,93.3402,27.9542,335.036,-30.7433,282.931,48.8715,387.941,31.2344,19.7341,7.92075,93.065,-36.4329,107.584,-0.332719,347.305,43.8912,52.8398
5,0.30479,1238.08,2.34167e+10,861.464,0.944124,13771.2,2.27042,24.1676,62.2125,11.0515,278.985,14.5516,58.9543,3.15565,78.5717,-3.1076,322.042,9.83775,84.2986,-2.37731,106.39,-4.45613,89.8495,-5.459,239.072,26.6157,230.816,-1.46842,337.075,-0.236511,19.1837,19.3182,95.5036,-25.1587,80.786,-23.3373,351.854,24.8693,49.2571
6,0.356173,1147.27,1.94262e+10,994.71,0.741789,14450.5,2.92619,-1.97741,61.1814,-25.3347,314.469,55.8249,56.685,21.1732,79.9851,-30.3145,255.953,-13.5889,72.2769,14.4869,91.8359,45.7717,72.7143,-17.7073,251.659,-12.0804,265.61,7.06615,288.866,6.70241,16.2974,-1.76318,80.4803,-21.4464,88.5965,-2.29432,317.812,15.6198,55.0727
7,0.34173,1133,2.82892e+10,811.959,0.679995,13411.3,2.22614,28.8027,63.124,10.0108,265.895,37.0504,64.425,19.0501,71.3301,2.83319,311.849,21.4835,88.1591,22.7389,88.9389,16.1798,89.3045,-4.966,263.013,32.9995,269.551,-8.05506,343.324,12.5059,17.0146,-2.44247,78.1478,-1.90218,89.5699,-4.92824,278.533,11.7205,59.3202
8,0.197329,724.582,3.25885e+10,886.773,0.426461,13243.5,2.42366,28.865,60.232,-14.471,297.047,72.5069,51.6645,34.1688,68.7375,-10.5673,269.479,50.5458,91.7827,14.5335,95.734,15.0251,106.217,-30.1521,265.594,28.7063,243.991,1.93033,328.5,13.2041,18.3944,-4.4887,80.6624,-6.14031,92.8191,-0.0266269,313.392,0.683028,52.0014
9,0.345506,1387.12,2.74317e+10,839.003,0.88715,14127,2.09965,37.5559,56.5559,3.979,210.182,9.28239,75.4085,18.8942,83.3152,15.9843,352.311,7.50395,79.4732,19.4279,74.8762,-40.2878,88.743,-23.7993,249.556,29.7417,312.203,-7.22364,374.885,-17.8573,19.1756,5.29795,88.7652,7.49928,89.7972,-24.637,263.376,2.53585,56.7753
10,0.363743,1118.05,3.24537e+10,818.419,0.297707,13555.4,2.33661,20.903,61.1392,-16.8674,257.244,49.6769,66.4322,7.77663,66.8629,-0.301331,316.97,22.509,92.7048,4.9504,90.7877,-4.7845,88.4636,-25.5029,269.024,21.4758,268.437,-9.25162,346.615,9.65602,17.1267,10.4747,79.1542,-15.0217,97.4722,-10.925,280.067,12.2638,57.6343
