real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,1.74353,1.92272,2.83221,2.756,1.52575,3.32944,1.55599,1.52594,1.52492,4.16959,3.59233,2.59489,5.16817,5.1821,8.31174,1.07187,38.6353,56.8316,303.142,288.977,277.616,273.3,247.275,219.59,42.1285,42.3419,189.148,186.962,29.2921,121.869,61.9744,52.1295,57.8102,1.27049,64.6112,57.547,65.5455,113.626,74.8581,76.6447,66.0322,86.053,99.1392,100.163,23.6768,72.3658,10.4231,10.3629,87.8337,33.0539,1.20956,2.84544,53.707,36.6487,53.3527,21.2341,8.21886,8.21092,5.69064,3.94746,1.48776,11.7107,2.21018,2.50378
1,1.80507,1.99419,2.92299,2.85073,1.60699,3.42682,1.63946,1.61184,1.61122,4.26264,3.71499,2.71967,5.34192,5.36944,8.49252,1.14163,36.5931,53.2361,287.687,275.372,265.709,261.31,236.924,212.63,41.8041,42.033,182.836,180.786,29.754,115.977,62.7868,54.1722,53.7092,1.26569,67.1542,61.3024,60.7432,108.196,69.853,80.81,62.5762,91.6457,102.872,102.598,21.7473,70.4913,9.5407,9.48088,88.3674,30.9512,1.16184,2.67168,52.8014,35.297,54.5166,19.8677,7.43427,7.42661,5.15853,3.6086,1.3941,10.6712,2.04574,2.3089
2,1.86965,2.06374,3.06379,2.97783,1.61514,3.60851,1.64742,1.61201,1.61055,4.52541,3.88659,2.78393,5.57105,5.58118,8.83778,1.10881,35.3501,49.2856,295.479,289.354,281.041,280.636,264.54,236.673,43.7648,43.996,211.731,209.507,30.5591,143.666,64.9038,54.9909,65.695,1.28306,67.6952,60.7022,72.0797,116.728,80.6328,79.2325,68.6323,87.5714,98.1529,98.6393,24.7803,72.6881,10.7174,10.6531,86.1944,34.1071,1.21252,2.8711,53.465,36.8114,51.7998,21.4532,8.36817,8.35943,5.7725,3.98832,1.48733,11.853,2.21707,2.51481
4,1.85351,2.0378,2.99841,2.91328,1.59639,3.52193,1.62697,1.59167,1.59011,4.40947,3.77864,2.71153,5.38585,5.38989,8.58388,1.12267,38.3471,55.2578,273.919,265.786,258.718,255.738,236.896,217.17,42.4953,42.7225,190.702,188.876,30.0411,124.341,63.9785,55.0997,56.3319,1.63813,68.6487,62.7445,61.766,110.447,70.5783,82.6172,61.5718,92.6966,101.546,100.541,22.0004,67.5767,10.2929,10.2191,83.9899,30.1996,1.50707,3.28294,49.1534,33.1667,48.5051,19.2104,7.88921,7.87982,5.671,4.13072,1.7415,10.7935,2.46736,2.75055
5,1.65556,1.82189,2.68982,2.61206,1.43167,3.16525,1.45953,1.4296,1.42843,3.97896,3.39412,2.43363,4.84779,4.85148,7.74339,1.00536,34.7575,50.5824,285.999,275.229,265.766,262.61,240.741,215.514,45.4129,45.6539,187.766,185.71,32.0885,122.686,67.0524,57.4011,57.1763,1.23028,70.3947,63.951,63.5537,111.396,72.3948,82.7582,63.246,91.8029,100.472,99.8073,22.6419,69.1121,10.1041,10.0433,84.7811,31.2986,1.18065,2.78727,50.7412,34.4358,50.2138,19.9624,7.91559,7.90745,5.52184,3.85193,1.45556,11.1173,2.16257,2.44902
6,1.34713,1.48081,2.20645,2.13589,1.14742,2.60744,1.1696,1.14395,1.14284,3.30914,2.77659,1.96295,3.95247,3.94609,6.31086,0.801906,29.6308,44.2071,280.374,268.346,257.771,254.605,231.603,204.255,45.8307,46.0549,176.318,174.202,31.7244,113.025,65.8152,54.6496,52.2542,1.00387,67.0033,58.9969,60.9125,114.267,70.8224,78.0985,62.5676,86.8892,100.192,101.081,21.0215,69.8864,8.94145,8.8935,86.988,30.1298,0.979389,2.35012,50.9906,33.9855,51.0684,19.2022,7.11771,7.11149,4.86677,3.33319,1.22527,10.3572,1.83954,2.09125
7,1.68023,1.85502,2.72968,2.65832,1.4857,3.2066,1.5156,1.48945,1.48883,4.00778,3.46568,2.5195,4.98525,5.00509,7.9834,1.06419,35.7541,51.6996,282.647,274.22,266.107,263.724,244.745,221.036,42.8263,43.051,194.895,192.89,29.9571,129.433,63.1689,53.2396,59.9075,1.26776,65.586,58.5003,66.1398,113.068,75.0386,77.0036,65.5252,85.724,97.5901,98.4069,23.5673,71.3408,10.4111,10.3477,86.1916,32.6335,1.19614,2.82901,52.7534,35.9677,52.1508,20.8298,8.12926,8.12079,5.63332,3.90858,1.46538,11.5038,2.18089,2.47194
10,1.76302,1.94516,2.90148,2.81585,1.51595,3.428,1.54616,1.51257,1.51116,4.33018,3.68385,2.61777,5.3044,5.30827,8.53587,1.0417,38.0406,54.7713,298.812,287.095,276.471,273.502,250.466,222.321,42.344,42.5274,193.561,191.358,28.7265,126.289,59.9221,49.3989,59.4236,1.21464,61.0536,53.5828,67.2461,114.07,76.6008,72.1043,67.5954,81.4086,96.5784,98.648,24.0573,74.0435,10.3666,10.3079,88.8999,33.9027,1.15315,2.74484,55.4275,37.8452,55.3718,21.7724,8.17938,8.17166,5.59967,3.84372,1.4212,11.8292,2.12498,2.41324
11,1.79392,1.97155,2.88216,2.80411,1.55205,3.37662,1.58155,1.54675,1.54513,4.20947,3.62979,2.62265,5.17012,5.1772,8.22616,1.06045,36.5236,53.2312,312.531,294.779,280.275,275.948,246.781,213.412,42.8453,43.0701,182.348,179.99,29.5024,117.49,63.0053,51.8485,57.1826,1.20968,63.8816,55.6279,68.3733,120.895,79.1599,74.0923,69.3109,82.2679,96.8284,99.0218,23.5696,75.228,10.0203,9.96997,89.1478,33.7203,1.16625,2.71761,55.321,37.5325,54.216,21.4478,8.06639,8.05989,5.55118,3.83019,1.44627,11.691,2.14728,2.43295
12,1.82352,2.01165,2.96949,2.88857,1.59169,3.49158,1.6234,1.59163,1.59053,4.37159,3.76392,2.71577,5.40286,5.41735,8.65373,1.11409,38.7002,55.573,282.085,273.589,265.56,263.183,244.546,221.368,42.3146,42.5183,195.768,193.802,29.3453,130.822,60.9195,50.9724,59.7694,1.29242,62.4704,55.3876,65.0159,108.683,73.3333,72.8047,63.648,80.8445,92.5968,93.5991,23.0788,68.8317,10.2758,10.2116,82.5734,31.8012,1.21233,2.83906,51.0216,34.9094,50.3624,20.279,7.99552,7.98695,5.56852,3.88637,1.47607,11.2434,2.18496,2.47212
