real_name,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.9800_north:1472953.200,mass_east:692320.9146_north:1470354.661,mass_east:692341.8300_north:1473492.400,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.8900_north:1473096.060,mass_east:692625.6287_north:1471812.114,mass_east:693237.5500_north:1473027.710,mass_east:693307.8300_north:1472882.830,mass_east:693883.8300_north:1473125.850,mass_east:694377.3600_north:1467140.620,mass_east:695371.1900_north:1473577.850,mass_east:695655.1900_north:1473710.470,mass_east:697797.7000_north:1474207.000,mass_east:697897.3700_north:1474135.590,mass_east:697934.4700_north:1474070.690,mass_east:697994.9800_north:1474063.940,mass_east:698174.9200_north:1473965.360,mass_east:698193.1400_north:1473787.020,mass_east:698366.8800_north:1479093.000,mass_east:698388.5400_north:1479093.160,mass_east:698414.0100_north:1473663.840,mass_east:698421.1500_north:1473650.610,mass_east:698637.1944_north:1479927.937,mass_east:699066.5700_north:1473349.550,mass_east:699749.1900_north:1478820.010,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.1100_north:1479002.790,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.7800_north:1475734.540,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.180,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.3700_north:1474878.730,mass_east:702482.6430_north:1470462.430,mass_east:702518.8983_north:1470461.695,mass_east:702558.4110_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.960,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.3490_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.1090_north:1468505.821,mass_east:703894.7541_north:1465612.150,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652
0,1.74938,1.93343,2.8167,2.75231,1.57467,3.29498,1.6065,1.58172,1.58136,4.08032,3.58783,2.64816,5.18003,5.21339,8.28461,1.13914,37.2695,54.9426,312.578,299.798,289.66,284.91,258.525,232.5,37.973,38.1948,199.603,197.36,27.1213,125.281,59.1773,51.4716,56.5373,1.34016,64.8886,59.5382,61.1749,105.814,69.0477,79.3971,60.2694,89.886,99.4799,98.5141,22.3757,65.9189,10.2296,10.1617,82.1327,30.3352,1.24945,2.89765,48.4605,33.0828,48.1037,19.3923,7.88429,7.87518,5.54632,3.90948,1.51026,10.9002,2.22081,2.50672
1,1.78781,1.97578,2.86366,2.80088,1.62982,3.34272,1.66287,1.64148,1.64158,4.12477,3.64259,2.71422,5.24314,5.28326,8.32325,1.20835,35.8858,52.3967,299.985,289.272,280.658,276.301,252.422,229.077,37.9099,38.135,197.808,195.692,27.2255,124.771,59.1176,51.929,55.5755,1.38631,65.1942,60.678,59.9512,103.424,67.827,80.0934,59.4525,91.3345,99.7707,98.3948,21.572,65.706,9.87522,9.80722,82.5214,29.5512,1.2673,2.87625,48.562,32.6953,49.2385,18.8124,7.57407,7.56508,5.35881,3.81115,1.50799,10.4587,2.19372,2.46785
2,1.77564,1.96375,2.88105,2.81168,1.58426,3.37833,1.61651,1.5897,1.58916,4.1979,3.67248,2.68908,5.30252,5.33247,8.47177,1.13556,36.4013,52.1993,298.74,289.684,280.829,278.362,257.948,232.196,39.7103,39.95,204.297,202.149,28.4288,134.267,61.8363,53.9634,60.2174,1.3275,67.1103,61.7334,64.4609,107.025,72.1527,80.2041,61.7903,89.1039,96.5531,95.5746,22.6786,66.2372,10.2151,10.1462,80.6108,30.681,1.23504,2.86544,48.3813,33.0452,47.1589,19.2924,7.836,7.82667,5.50029,3.87002,1.49137,10.8121,2.19417,2.4773
5,1.64981,1.82356,2.64612,2.58911,1.49185,3.09145,1.52196,1.49937,1.49914,3.81701,3.37914,2.50215,4.90907,4.94468,7.93895,1.10391,36.7279,54.3817,297.558,285.411,276.318,271.242,245.737,222.737,36.9516,37.1962,190.73,188.655,26.4728,120.341,60.2288,53.203,56.4424,1.39533,67.6957,63.451,63.5446,111.01,72.5634,84.2521,63.656,96.1381,104.223,102.78,22.7372,69.6782,10.2038,10.1374,86.1634,31.4666,1.27169,2.92535,51.0734,34.5687,50.4874,19.9496,7.911,7.90238,5.5476,3.90985,1.51964,11.0674,2.22771,2.51223
6,1.77823,1.96287,2.83818,2.77596,1.60753,3.30897,1.63962,1.61519,1.61489,4.07582,3.60272,2.67957,5.17549,5.21111,8.2424,1.17301,37.5533,55.21,295.28,285.677,277.99,273.781,251.154,229.821,37.4508,37.6771,199.04,197.005,27.0005,125.82,59.0164,51.688,55.7103,1.42089,65.2443,60.2076,59.3442,104.056,67.0565,79.9877,58.2816,90.1926,98.5505,97.1163,21.7172,63.7175,10.2311,10.1586,79.7974,29.1788,1.31626,3.02599,46.4966,31.6905,45.8611,18.6565,7.81682,7.80719,5.57808,3.99074,1.57552,10.618,2.29953,2.58755
7,1.53691,1.69888,2.49053,2.42948,1.38366,2.92207,1.41194,1.39284,1.39289,3.64085,3.17178,2.32797,4.58006,4.60668,7.32888,1.05129,32.2727,47.098,280.607,275.067,269.518,266.918,249.607,231.071,38.6751,38.8983,203.518,201.628,27.2608,130.975,59.8248,51.7126,56.8171,1.54571,65.2527,60.1934,61.0061,107.469,69.2493,80.3256,59.8653,91.6194,100.141,98.7353,21.4768,65.4467,10.0042,9.92946,81.8337,29.2387,1.38472,3.09281,47.4511,31.9221,46.9673,18.4516,7.58276,7.57313,5.41767,3.91161,1.59748,10.3468,2.29286,2.56649
10,1.7199,1.90219,2.7741,2.71174,1.54714,3.24633,1.57856,1.5535,1.55308,4.01875,3.54197,2.61166,5.13478,5.16962,8.26551,1.11459,38.0524,56.0931,308.406,297.426,288.788,284.11,259.304,236.085,36.8794,37.1002,203.379,201.222,26.2041,127.745,58.0543,50.3503,57.111,1.35064,63.7744,58.4669,61.7058,107.358,69.8979,78.3797,60.9152,88.9354,98.9733,98.3281,22.3079,66.5483,10.2399,10.1682,82.5055,30.3215,1.25458,2.92825,48.6615,33.0679,47.967,19.2545,7.82486,7.81541,5.52101,3.90785,1.51115,10.7815,2.22297,2.50825
11,1.67955,1.84525,2.66777,2.6003,1.49779,3.11084,1.52656,1.50353,1.50318,3.84902,3.3462,2.47013,4.72418,4.74244,7.37054,1.11658,31.2166,45.8786,310.449,301.935,294.101,290.591,268.478,244.34,37.109,37.3326,212.952,210.719,26.5228,136.282,58.4435,50.7793,59.7042,1.37183,64.1861,59.3735,65.8369,114.285,75.1643,79.2433,64.7931,90.772,100.659,100.173,22.5587,70.4403,10.1481,10.084,86.0389,31.2886,1.29019,2.94067,51.3486,34.4828,50.9722,19.7547,7.91013,7.90167,5.58765,3.96037,1.55839,10.9946,2.27572,2.563
12,1.77261,1.96143,2.8557,2.79252,1.60535,3.33682,1.63828,1.61482,1.61468,4.11879,3.6383,2.7,5.24113,5.28004,8.31922,1.16989,35.9473,52.1517,289.251,280.288,272.487,269.094,248.19,225.82,37.9849,38.2189,197.238,195.216,27.5767,127.391,59.7344,52.2568,57.173,1.35672,65.2982,59.8466,61.1099,104.069,68.6818,78.5765,59.7398,87.7449,96.603,95.8228,22.2555,65.057,10.184,10.1141,80.436,30.0935,1.24971,2.89208,47.8987,32.7476,47.4089,19.1766,7.79661,7.78722,5.48777,3.87444,1.50042,10.7541,2.20303,2.48541
14,1.77796,1.96361,2.87055,2.8012,1.58649,3.36192,1.61836,1.59166,1.59111,4.17342,3.64855,2.67677,5.24744,5.27543,8.338,1.13978,35.3144,51.2955,317.266,304.388,293.571,289.273,262.804,234.616,37.9532,38.1613,201.788,199.46,26.6979,127.253,57.4909,49.1664,57.6038,1.32873,61.3835,55.5199,62.6863,105.434,70.7345,73.8787,61.7148,83.4572,94.5343,94.7763,22.495,67.2628,10.1352,10.0685,82.1376,30.8492,1.23954,2.8618,49.8368,33.8999,49.7014,19.6153,7.82195,7.81305,5.48912,3.8653,1.49727,10.8893,2.19818,2.48029
