time,elapsed_seconds,message
2023-01-07 19:16:41,6.5687e-05,PEST++ performance logger started
2023-01-07 19:16:41,0.000391057,starting to process control file
2023-01-07 19:16:41,0.010438,finished processing control file
2023-01-07 19:16:41,0.00448344,initializing
2023-01-07 19:16:41,0.000168298,using glm algorithm
2023-01-07 19:16:41,6.1898e-05,using REDSVD for truncated svd solve
2023-01-07 19:16:41,6.2829e-05,maxsing: 10000000
2023-01-07 19:16:41,0.00010689,eigthresh:  1e-06
2023-01-07 19:16:41,6.4217e-05,initializing localizer
2023-01-07 19:16:41,6.1943e-05,not using localization
2023-01-07 19:16:41,7.033e-05,using lambda multipliers: 
2023-01-07 19:16:41,6.6894e-05,using lambda scaling factors: 
2023-01-07 19:16:41,6.4905e-05,acceptable phi factor:  1.05
2023-01-07 19:16:41,6.5483e-05,lambda increase factor:  10
2023-01-07 19:16:41,6.3958e-05,lambda decrease factor:  0.75
2023-01-07 19:16:41,5.8866e-05,max run fail:  1
2023-01-07 19:16:41,7.2961e-05,sanity_check warnings
2023-01-07 19:16:41,5.8123e-05,noptmax > 3, this is a lot of iterations for an ensemble method, please consider using fewer iterations for better outcomes
2023-01-07 19:16:41,5.394e-05,continuing initialization...
2023-01-07 19:16:41,7.4268e-05,initializing prior parameter covariance matrix
2023-01-07 19:16:41,3.5404e-05,initializing parcov
2023-01-07 19:16:41,0.000331337,parcov loaded  from parameter bounds, using par_sigma_range 6
2023-01-07 19:16:41,0.000319122,initializing observation noise covariance matrix
2023-01-07 19:16:41,0.00127345,obscov loaded  from observation weights
2023-01-07 19:16:41,0.000444972,using reg_factor:  0
2023-01-07 19:16:41,6.663e-05,drawing parameter realizations:  1000
2023-01-07 19:16:41,0.000362997,parameters not grouped by parameter groups, reordering par ensemble
2023-01-07 19:16:41,0.000947362,making standard normal draws
2023-01-07 19:16:41,0.0141805,scaling by std
2023-01-07 19:16:41,0.000118129,checking realization for invalid values
2023-01-07 19:16:41,0.000913998,resizing reals matrix
2023-01-07 19:16:41,0.000492449,filling reals matrix and adding mean values
2023-01-07 19:16:41,0.00131627,not using prior parameter covariance matrix scaling
2023-01-07 19:16:41,6.8965e-05,drawing observation noise realizations:  1000
2023-01-07 19:16:41,0.000777328,making standard normal draws
2023-01-07 19:16:41,0.0129228,scaling by std
2023-01-07 19:16:41,9.7718e-05,checking realization for invalid values
2023-01-07 19:16:41,0.000582075,resizing reals matrix
2023-01-07 19:16:41,0.000444408,filling reals matrix and adding mean values
2023-01-07 19:16:41,0.00312976,adding 'base' parameter values to ensemble
2023-01-07 19:16:41,0.00183856,adding 'base' observation values to ensemble
2023-01-07 19:16:41,0.00357678,checking for denormal values in pe
2023-01-07 19:16:41,0.0733686,saved initial parameter ensemble to  pest_run.0.par.csv
2023-01-07 19:16:41,3.1515e-05,checking for denormal values in obs + noise ensemble
2023-01-07 19:16:41,0.316058,saved obs+noise observation ensemble (obsval + noise realizations) to  pest_run.obs+noise.csv
2023-01-07 19:16:41,5.4113e-05,setting weights ensemble from control file weights
2023-01-07 19:16:41,0.000677574,checking for denormal values in weights ensemble
2023-01-07 19:16:41,0.000605896,using subset in lambda testing, number of realizations used in subset testing:  4
2023-01-07 19:16:41,4.2337e-05,subset how:  RANDOM
2023-01-07 19:16:41,0.00137039,centering on ensemble mean vector
2023-01-07 19:16:41,3.3878e-05,running initial ensemble
2023-01-07 19:16:41,2.6964e-05,running initial ensemble of size 1000
2023-01-07 19:16:41,4.1933e-05,queuing 1000 runs
2023-01-07 19:16:41,0.0370617,making runs
2023-01-07 19:20:38,237.094,processing runs
2023-01-07 19:20:39,0.389099,saved initial obs ensemble to pest_run.0.obs.csv
2023-01-07 19:20:39,0.00428257,calc pre-drop phi
2023-01-07 19:20:39,0.0183248,pre-drop initial phi summary
2023-01-07 19:20:39,0.00273348,checking for prior-data conflict...
2023-01-07 19:20:39,0.00960155,dropping realizations as bad:  52
2023-01-07 19:20:39,0.000276437,dropping par:obs realizations: 3 : 3 , 53 : 53 , 76 : 76 , 98 : 98 , 115 : 115 , 133 : 133 , 139 : 139 , 142 : 142 , 184 : 184 , 234 : 234 , 251 : 251 , 285 : 285 , 305 : 305 , 312 : 312 , 342 : 342 , 344 : 344 , 360 : 360 , 396 : 396 , 426 : 426 , 433 : 433 , 447 : 447 , 448 : 448 , 505 : 505 , 541 : 541 , 543 : 543 , 574 : 574 , 575 : 575 , 584 : 584 , 602 : 602 , 629 : 629 , 637 : 637 , 664 : 664 , 671 : 671 , 684 : 684 , 693 : 693 , 706 : 706 , 744 : 744 , 775 : 775 , 777 : 777 , 784 : 784 , 825 : 825 , 842 : 842 , 861 : 861 , 868 : 868 , 889 : 889 , 911 : 911 , 919 : 919 , 940 : 940 , 954 : 954 , 972 : 972 , 981 : 981 , 996 : 996 , 
2023-01-07 19:20:39,0.00383498,calc initial phi
2023-01-07 19:20:39,0.0149212,initial phi summary
2023-01-07 19:20:39,0.0124765,current lambda: 100
2023-01-07 19:20:39,4.0475e-05,initialization complete
2023-01-07 19:20:39,0.000269465,starting solve for iteration: 1
2023-01-07 19:20:39,1.7461e-05,starting solve for iteration: 1
2023-01-07 19:20:39,4.2237e-05,current lambda:  100
2023-01-07 19:20:39,1.7388e-05,reordering variables in pe
2023-01-07 19:20:39,0.000389132,preparing EnsembleSolver
2023-01-07 19:20:39,0.00149445,preparing fast-look containers for threaded localization solve
2023-01-07 19:20:39,0.0152974,starting calcs for glm factor 10
2023-01-07 19:20:39,4.9403e-05,see .log file for more details
2023-01-07 19:20:39,0.000690391,multimodal solve for inflation factor  10
2023-01-07 19:20:39,2.7934e-05,multimodal upgrade using 47 realizations
2023-01-07 19:20:39,0.000527952,calculating multimodal upgrade for 0
2023-01-07 19:20:39,0.0225844,upgrade thread progress: 0 of 1 parts done
2023-01-07 19:20:39,0.00540859,calculating multimodal upgrade for 1
2023-01-07 19:20:39,0.0221188,upgrade thread progress: 0 of 1 parts done
2023-01-07 19:20:39,0.00494195,calculating multimodal upgrade for 2
2023-01-07 19:20:39,0.0225435,upgrade thread progress: 0 of 1 parts done
2023-01-07 19:20:39,0.00563481,calculating multimodal upgrade for 4
2023-01-07 19:20:39,0.0224983,upgrade thread progress: 0 of 1 parts done
2023-01-07 19:20:39,0.00547625,calculating multimodal upgrade for 5
2023-01-07 19:20:39,0.0225213,upgrade thread progress: 0 of 1 parts done
2023-01-07 19:20:39,0.00545604,calculating multimodal upgrade for 6
